province_id,province_name,city_id,city_name,city_confirmedNum,city_deathsNum,city_curesNum
620000,甘肃省,620600,武威市,0,0,0
620000,甘肃省,620700,张掖市,2,0,2
620000,甘肃省,620800,平凉市,9,0,9
620000,甘肃省,620900,酒泉市,0,0,0
620000,甘肃省,621000,庆阳市,3,0,3
620000,甘肃省,621100,定西市,9,0,9
620000,甘肃省,621200,陇南市,4,0,4
620000,甘肃省,622900,临夏回族自治州,3,0,3
620000,甘肃省,623000,甘南藏族自治州,8,0,8
630000,青海省,630100,西宁市,15,0,15
630000,青海省,630200,海东市,0,0,0
630000,青海省,632200,海北藏族自治州,3,0,3
630000,青海省,632300,黄南藏族自治州,0,0,0
630000,青海省,632500,海南藏族自治州,0,0,0
630000,青海省,632600,果洛藏族自治州,0,0,0
630000,青海省,632700,玉树藏族自治州,0,0,0
630000,青海省,632800,海西蒙古族藏族自治州,0,0,0
640000,宁夏回族自治区,640100,银川市,36,0,36
640000,宁夏回族自治区,640200,石嘴山市,1,0,1
640000,宁夏回族自治区,640300,吴忠市,28,0,28
640000,宁夏回族自治区,640400,固原市,5,0,5
640000,宁夏回族自治区,640500,中卫市,4,0,4
650000,新疆维吾尔自治区,650100,乌鲁木齐市,23,0,23
650000,新疆维吾尔自治区,650200,克拉玛依市,0,0,0
650000,新疆维吾尔自治区,650400,吐鲁番市,3,0,3
650000,新疆维吾尔自治区,652200,哈密地区,0,0,0
650000,新疆维吾尔自治区,652300,昌吉回族自治州,4,0,4
650000,新疆维吾尔自治区,652700,博尔塔拉蒙古自治州,0,0,0
650000,新疆维吾尔自治区,652800,巴音郭楞蒙古自治州,3,0,3
650000,新疆维吾尔自治区,652900,阿克苏地区,1,0,1
650000,新疆维吾尔自治区,653000,克孜勒苏柯尔克孜自治州,0,0,0
650000,新疆维吾尔自治区,653100,喀什地区,0,0,0
650000,新疆维吾尔自治区,653200,和田地区,0,0,0
650000,新疆维吾尔自治区,654000,伊犁哈萨克自治州,18,0,18
650000,新疆维吾尔自治区,654200,塔城地区,0,0,0
650000,新疆维吾尔自治区,654300,阿勒泰地区,0,0,0
710000,台湾省,710000,台湾省,393,6,114
810000,香港特别行政区,810000,香港特别行政区,1012,4,434
820000,澳门特别行政区,820000,澳门特别行政区,45,0,13
