id,rh_mean,rh_max,rh_min,t2m_mean,t2m_max,t2m_min,confirmedNum,deathsNum,curesNum,city_baidu_id,location,moveIn_index_sum,moveIn_index_max,moveIn_index_min,moveOut_index_sum,moveOut_index_max,moveOut_index_min,travel_index_sum,travel_index_max,travel_index_min,moveIn_sum,moveOut_sum
120110,45.52358714131108,89.26892083333333,10.2613,277.12339312770547,290.43362500000006,267.881875,8.0,0.0,8.0,120000,东丽区,203.75248679999993,4.458564,0.5415012,215.28536400000002,7.012817999999999,0.359802,376.62930000000017,6.3527,1.4763,31.567883436000013,36.747233388000005
120112,47.17568137832404,89.48444583333333,11.052650833333333,277.27991720779215,290.00241666666665,268.5374166666666,4.0,0.0,4.0,120000,津南区,203.75248679999993,4.458564,0.5415012,215.28536400000002,7.012817999999999,0.359802,376.62930000000017,6.3527,1.4763,31.567883436000013,36.747233388000005
120114,43.88564560103588,92.77909166666667,10.426253333333333,276.6260826762524,290.3684166666667,266.86629166666665,4.0,0.0,4.0,120000,武清区,203.75248679999993,4.458564,0.5415012,215.28536400000002,7.012817999999999,0.359802,376.62930000000017,6.3527,1.4763,31.567883436000013,36.747233388000005
120115,43.14514773538959,92.108225,9.76834375,276.47884979901056,290.05287499999986,267.08504166666665,120.0,4.0,116.0,120000,宝坻区,203.75248679999993,4.458564,0.5415012,215.28536400000002,7.012817999999999,0.359802,376.62930000000017,6.3527,1.4763,31.567883436000013,36.747233388000005
120116,47.43953183132341,89.88655416666666,11.128964166666668,277.2800842996289,290.0665416666667,268.5127083333333,6.0,0.0,6.0,120000,滨海新区,203.75248679999993,4.458564,0.5415012,215.28536400000002,7.012817999999999,0.359802,376.62930000000017,6.3527,1.4763,31.567883436000013,36.747233388000005
120118,46.70911401592454,90.63180833333332,11.238428333333333,277.46644936611017,290.0577916666666,268.497625,0.0,0.0,0.0,120000,静海区,203.75248679999993,4.458564,0.5415012,215.28536400000002,7.012817999999999,0.359802,376.62930000000017,6.3527,1.4763,31.567883436000013,36.747233388000005
120225,43.49769032583488,93.72775,12.865867083333335,274.74472464440316,288.53266666666667,264.4653333333333,0.0,0.0,0.0,120000,蓟县,203.75248679999993,4.458564,0.5415012,215.28536400000002,7.012817999999999,0.359802,376.62930000000017,6.3527,1.4763,31.567883436000013,36.747233388000005
130100,52.002166701066805,87.98158333333333,19.95180375,276.1633355364873,288.74095833333325,265.3904999999999,29.0,0.0,29.0,130100,石家庄市,152.70845759999997,3.2844528,0.36592559999999996,158.40052200000005,4.0872924,0.3948264,381.60380000000015,5.9427,1.7145,23.969979432,33.55892694
130200,45.542261556895504,93.55152916666668,12.276570833333333,275.4854706632652,288.674375,265.58820833333334,58.0,1.0,57.0,130200,唐山市,90.2841228,1.8977651999999998,0.20094479999999998,89.58587039999998,2.2056624,0.200718,416.0784,5.9061,1.8941,0.8125764480000001,0.39275377200000006
130302,49.79945272108842,87.92874583333332,20.7482875,273.2438407931353,286.2234583333333,260.61500000000007,2.0,0.0,0.0,130300,海港区,39.15280800000001,0.9455616,0.1004076,40.870720800000036,1.1566152,0.0818424,399.32610000000017,5.7787,1.8130000000000002,0.16299403199999998,0.08074047599999999
130306,47.63796725803958,90.66940416666664,13.802941666666667,274.73874474335184,288.246125,263.4219166666667,2.0,0.0,0.0,130300,抚宁区,39.15280800000001,0.9455616,0.1004076,40.870720800000036,1.1566152,0.0818424,399.32610000000017,5.7787,1.8130000000000002,0.16299403199999998,0.08074047599999999
130321,46.20382791821273,87.35936666666667,17.027649999999998,273.45629560915273,286.3274166666667,261.04275,0.0,0.0,0.0,130300,青龙满族自治县,39.15280800000001,0.9455616,0.1004076,40.870720800000036,1.1566152,0.0818424,399.32610000000017,5.7787,1.8130000000000002,0.16299403199999998,0.08074047599999999
130322,46.84900957869512,93.903775,10.8903075,275.4513227427334,289.18683333333337,264.99854166666665,0.0,0.0,0.0,130300,昌黎县,39.15280800000001,0.9455616,0.1004076,40.870720800000036,1.1566152,0.0818424,399.32610000000017,5.7787,1.8130000000000002,0.16299403199999998,0.08074047599999999
130324,45.40634841952689,94.08098333333334,11.431596666666666,275.2292099180581,288.802125,264.436375,1.0,0.0,0.0,130300,卢龙县,39.15280800000001,0.9455616,0.1004076,40.870720800000036,1.1566152,0.0818424,399.32610000000017,5.7787,1.8130000000000002,0.16299403199999998,0.08074047599999999
130400,53.33050357258813,93.54847916666668,15.69496375,278.15113771645014,290.7666250000001,267.9914166666667,32.0,0.0,32.0,130400,邯郸市,103.5208188,3.4095816,0.2580984,107.3844216,1.7983296000000002,0.40493520000000005,399.1558999999999,5.9318,1.8626,18.695376396,27.428925672
130500,51.97305835034015,92.16348749999996,16.162755833333332,277.8594914579469,290.5253333333334,267.47991666666667,23.0,1.0,22.0,130500,邢台市,87.39235799999996,2.8281312,0.1518588,87.96010320000003,1.7485631999999998,0.24371279999999998,373.14920000000006,5.7471,1.4716,11.233059912,18.336337092
130600,48.985350301484225,85.58514166666667,18.84944166666667,274.95989915739034,287.54841666666664,263.86195833333335,32.0,0.0,32.0,130600,保定市,134.04732120000003,4.0152024,0.22903560000000003,137.23376399999995,3.4231896,0.302616,326.89599999999996,5.2587,1.2619,13.896631187999999,19.948224456
130703,45.330738244047616,80.7512833333333,18.334402083333334,269.3235892470625,283.6660416666667,257.2755833333334,2.0,0.0,2.0,130700,桥西区,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130705,44.10300785636981,78.61635833333334,17.08042083333333,270.60213601577,284.8585,258.96458333333334,12.0,0.0,12.0,130700,宣化区,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130721,42.17697187461347,81.64541666666669,18.367291666666667,271.32631114718635,285.5859583333332,259.4480416666666,0.0,0.0,0.0,130700,宣化县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130722,48.24132805619976,81.30030416666669,16.424085833333333,267.9697026128634,282.3185416666667,254.96929166666663,0.0,0.0,0.0,130700,张北县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130723,48.84912345276749,86.10821666666668,12.609897083333335,267.15237318336443,281.6441250000001,254.2208333333334,14.0,0.0,14.0,130700,康保县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130724,50.61649554073901,86.12541666666667,16.154516666666666,266.9949444959803,281.0879166666667,254.01099999999997,0.0,0.0,0.0,130700,沽源县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130725,45.730246332328385,77.85203333333331,13.610824583333333,268.7883102968461,283.17995833333333,255.92354166666675,4.0,0.0,4.0,130700,尚义县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130726,43.98567047000616,85.6554125,17.573962499999997,271.77590797000624,284.9814166666667,259.84658333333334,0.0,0.0,0.0,130700,蔚县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130727,42.36411666705317,84.90633333333331,19.24426666666667,271.27224462739645,284.66525,258.7175416666667,0.0,0.0,0.0,130700,阳原县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130728,42.106142980828686,81.43673333333334,17.0928625,270.7446006880026,285.2877916666667,258.32008333333334,0.0,0.0,0.0,130700,怀安县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130729,45.382127072510826,78.70811250000001,16.61717708333333,269.33293471706867,283.651,257.18775,1.0,0.0,1.0,130700,万全县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130730,44.32060013257576,82.62911666666669,16.413933333333333,272.1282738481757,286.0084166666666,261.0172916666666,0.0,0.0,0.0,130700,怀来县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130731,43.25861619588746,81.66961666666667,17.713233333333335,271.88865785405085,286.03125000000006,260.19441666666665,0.0,0.0,0.0,130700,涿鹿县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130732,47.410225633503416,79.5742375,16.457958333333334,268.6501524041435,281.8090416666667,256.8689583333333,0.0,0.0,0.0,130700,赤城县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130733,48.47262278602349,82.52141250000003,17.17513333333333,267.99005190940017,281.89841666666666,255.5400833333333,1.0,0.0,1.0,130700,崇礼县,50.36434200000001,1.8043884,0.12101400000000001,49.9613184,1.1820168,0.1748304,375.68210000000005,5.3764,2.0207,0.32758959600000004,0.185949756
130800,47.83960349799013,82.66422916666669,15.258504166666668,269.3654818336426,282.2387083333333,257.6459583333334,7.0,0.0,7.0,130800,承德市,37.64021399999999,1.4094323999999998,0.0733212,36.05397479999999,0.8230896000000001,0.0710532,382.6598,5.4459,1.8534,0.17213277600000002,0.087666624
130900,47.97655434407852,91.76899999999999,13.765870833333333,277.98293135436,290.67391666666674,268.648125,48.0,3.0,45.0,130900,沧州市,101.8421748,2.7924264,0.23775120000000002,101.20383,2.24613,0.2301696,389.56,5.8695,1.5548,4.98434634,8.572014216
131000,44.56194636054421,90.719775,11.005405833333334,276.80749242424247,290.3854166666667,267.09700000000004,30.0,0.0,30.0,131000,廊坊市,162.7870608,4.4011188,0.433026,178.00239240000005,4.7762136,0.3830004,311.5065999999998,5.1087,1.1619,1.303042464,0.5797254239999999
131100,49.053567709879395,95.8831625,14.633508333333333,278.4456989409401,291.427,267.9454583333333,8.0,0.0,8.0,131100,衡水市,66.84226920000002,2.2548779999999997,0.1495908,66.56298120000001,1.3179348,0.19485360000000002,409.86880000000014,5.8229999999999995,1.9802,0.41314082399999996,0.19789077600000005
140107,48.34022457521645,91.9346375,21.691537916666668,273.9799142316017,285.97270833333334,262.10300000000007,4.0,0.0,4.0,140100,杏花岭区,154.31105879999996,3.2488452000000003,0.3736368,151.8892236000001,4.9247676,0.2600424,336.83640000000014,5.8871,1.2612,16.6966353,19.972062756
140109,49.87562641465678,91.95533333333331,19.860979166666667,272.5775570500928,284.813875,259.40820833333333,8.0,0.0,8.0,140100,万柏林区,154.31105879999996,3.2488452000000003,0.3736368,151.8892236000001,4.9247676,0.2600424,336.83640000000014,5.8871,1.2612,16.6966353,19.972062756
140110,47.9877341063698,91.42743749999998,19.898916666666672,274.1848096011132,287.08908333333335,261.24541666666664,0.0,0.0,0.0,140100,晋源区,154.31105879999996,3.2488452000000003,0.3736368,151.8892236000001,4.9247676,0.2600424,336.83640000000014,5.8871,1.2612,16.6966353,19.972062756
140122,48.87877938311686,88.46834166666667,23.10359583333333,273.29744043753857,284.66241666666673,261.2067916666667,0.0,0.0,0.0,140100,阳曲县,154.31105879999996,3.2488452000000003,0.3736368,151.8892236000001,4.9247676,0.2600424,336.83640000000014,5.8871,1.2612,16.6966353,19.972062756
140123,52.26616510513296,90.300075,17.542395833333334,271.60218247526285,284.45604166666664,256.69779166666666,0.0,0.0,0.0,140100,娄烦县,154.31105879999996,3.2488452000000003,0.3736368,151.8892236000001,4.9247676,0.2600424,336.83640000000014,5.8871,1.2612,16.6966353,19.972062756
140181,49.976625834879385,89.643375,16.804149999999996,272.0434209956709,284.62329166666666,257.595125,0.0,0.0,0.0,140100,古交市,154.31105879999996,3.2488452000000003,0.3736368,151.8892236000001,4.9247676,0.2600424,336.83640000000014,5.8871,1.2612,16.6966353,19.972062756
140211,45.7072575127551,80.8949875,17.038354166666668,270.0803630565863,283.8799583333334,257.02787500000005,0.0,0.0,0.0,140200,南郊区,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140212,46.66193516774892,83.57455833333334,17.690720833333334,269.3253002860235,283.50075,256.50716666666665,0.0,0.0,0.0,140200,新荣区,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140221,44.12844843537415,79.82191666666667,19.043725,270.3156822046999,283.8762083333333,257.5249166666666,0.0,0.0,0.0,140200,阳高县,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140222,43.16167487747371,79.23387916666667,16.573070833333336,269.69915766079157,283.85549999999995,256.84962500000006,0.0,0.0,0.0,140200,天镇县,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140223,43.506900977891156,85.15069583333333,19.17394583333333,271.78364822974646,285.82404166666663,259.2437083333334,0.0,0.0,0.0,140200,广灵县,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140224,47.62350982142858,86.49920416666669,21.61767916666667,271.22820238095244,283.93862500000006,259.1536249999999,0.0,0.0,0.0,140200,灵丘县,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140225,45.39609397804576,84.20571666666666,18.286566666666673,271.1327397572667,284.03066666666666,258.35133333333323,0.0,0.0,0.0,140200,浑源县,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140226,47.824264235466906,86.69210833333334,14.97575,270.01783267625234,283.56066666666663,256.21487499999995,0.0,0.0,0.0,140200,左云县,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140227,42.421334849257896,77.85858333333333,19.90360833333333,271.2597564548547,284.5670416666666,258.3882916666667,0.0,0.0,0.0,140200,大同县,48.2038452,1.2344723999999998,0.158922,50.74390800000001,0.8847792,0.20966039999999997,407.8456000000001,5.3955,2.4391,0.18024022800000006,0.067520628
140311,51.69400451994434,92.0485125,20.4779875,274.07165626932596,285.4672500000001,262.72570833333333,0.0,0.0,0.0,140300,郊区,20.133230399999995,0.452952,0.0448416,21.8561328,0.47297520000000004,0.06723,402.36550000000005,5.4893,2.0239,0.298597752,0.1083537
140321,51.81410409593385,89.60772916666667,17.02279875,275.58726391465666,287.245875,264.8171666666668,0.0,0.0,0.0,140300,平定县,20.133230399999995,0.452952,0.0448416,21.8561328,0.47297520000000004,0.06723,402.36550000000005,5.4893,2.0239,0.298597752,0.1083537
140322,50.67456541434756,89.82536249999998,21.488162500000005,273.532357606679,284.53070833333334,261.596125,2.0,0.0,2.0,140300,盂县,20.133230399999995,0.452952,0.0448416,21.8561328,0.47297520000000004,0.06723,402.36550000000005,5.4893,2.0239,0.298597752,0.1083537
140402,75.68862775587506,90.9355,53.12966249999999,298.79233754638216,300.20420833333327,297.04475,0.0,0.0,0.0,140400,城区,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140411,55.677191642316,90.38342083333332,18.322082083333328,275.24700514069247,286.60358333333335,265.34770833333334,7.0,0.0,7.0,140400,郊区,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140421,56.65198873106056,90.5743625,17.737969583333335,275.55466863790974,286.72795833333333,266.03737500000005,0.0,0.0,0.0,140400,长治县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140423,52.405222582328385,90.51507500000002,18.125687083333336,275.4269264842301,286.49766666666665,265.1058333333333,0.0,0.0,0.0,140400,襄垣县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140424,54.197387259585646,91.16350416666668,17.609530833333334,275.77561375231915,286.86999999999995,266.3887916666667,0.0,0.0,0.0,140400,屯留县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140425,56.480741300247395,92.40695833333332,16.390529583333336,275.44828548237496,286.38354166666664,265.6030416666666,0.0,0.0,0.0,140400,平顺县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140426,54.6731530125232,92.75847083333332,18.988551666666673,274.6569400123685,285.447875,264.64308333333327,0.0,0.0,0.0,140400,黎城县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140427,58.133666453308585,92.36631666666666,16.559509583333334,275.3514335575138,287.09599999999995,265.83733333333333,0.0,0.0,0.0,140400,壶关县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140428,56.94748461232221,92.2800958333333,17.164159166666668,275.4256522495361,286.41695833333335,266.1645,1.0,0.0,1.0,140400,长子县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140429,51.63829467841684,90.03601666666668,18.004679999999997,274.8906728896104,285.959875,264.07070833333336,0.0,0.0,0.0,140400,武乡县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140430,52.65543504290357,93.92551666666668,18.652304166666664,274.6702197356215,285.9952916666667,263.8580416666667,0.0,0.0,0.0,140400,沁县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140431,51.69862002048546,94.894725,17.382153750000004,274.81789641311065,286.83004166666666,263.8199583333333,0.0,0.0,0.0,140400,沁源县,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140481,56.19009844581014,91.34734583333336,17.996407916666666,275.0889693491032,286.04275000000007,265.2717083333333,0.0,0.0,0.0,140400,潞城市,43.07822999999999,1.0802483999999999,0.1011852,40.07935080000001,0.8405208000000001,0.1139184,392.79620000000006,5.4412,2.1596,0.486407916,0.148684572
140521,56.79421013644095,91.13062916666668,15.626964583333335,276.36114564007426,288.0211250000001,267.02929166666667,2.0,0.0,2.0,140500,沁水县,26.027082000000004,0.6277824000000001,0.0232308,23.756878800000006,0.5090364,0.03402,394.3493,6.0448,1.2308,0.13800261600000002,0.06476079600000001
140522,57.31687126120903,93.3631375,14.319641250000002,276.30913450834885,288.46795833333334,267.1495,1.0,0.0,1.0,140500,阳城县,26.027082000000004,0.6277824000000001,0.0232308,23.756878800000006,0.5090364,0.03402,394.3493,6.0448,1.2308,0.13800261600000002,0.06476079600000001
140524,57.25852356949599,91.33315416666666,16.370075,275.98351596320344,288.8681666666667,266.433375,1.0,0.0,1.0,140500,陵川县,26.027082000000004,0.6277824000000001,0.0232308,23.756878800000006,0.5090364,0.03402,394.3493,6.0448,1.2308,0.13800261600000002,0.06476079600000001
140525,56.195628155148455,92.19879166666664,15.465248749999995,277.48583472479896,289.505375,268.3954999999999,1.0,0.0,1.0,140500,泽州县,26.027082000000004,0.6277824000000001,0.0232308,23.756878800000006,0.5090364,0.03402,394.3493,6.0448,1.2308,0.13800261600000002,0.06476079600000001
140581,56.97626682282004,91.01388333333335,18.10427625,275.79167969233146,287.8575,266.39675000000005,0.0,0.0,0.0,140500,高平市,26.027082000000004,0.6277824000000001,0.0232308,23.756878800000006,0.5090364,0.03402,394.3493,6.0448,1.2308,0.13800261600000002,0.06476079600000001
140602,51.95125793135436,86.93642083333334,18.64437916666667,269.92872537878793,283.19049999999993,255.15154166666665,4.0,0.0,4.0,140600,朔城区,33.3519768,0.750222,0.11067839999999998,31.56566759999999,0.5545260000000001,0.1216296,413.4766,5.5075,2.4024,0.024851123999999995,0.017705952000000004
140603,50.71806044758813,91.0997,15.896745833333336,269.8088763528139,283.5888750000001,253.58120833333336,0.0,0.0,0.0,140600,平鲁区,33.3519768,0.750222,0.11067839999999998,31.56566759999999,0.5545260000000001,0.1216296,413.4766,5.5075,2.4024,0.024851123999999995,0.017705952000000004
140621,48.086327102659254,84.60475833333334,19.82623333333333,270.852821312616,283.650375,257.3765416666667,0.0,0.0,0.0,140600,山阴县,33.3519768,0.750222,0.11067839999999998,31.56566759999999,0.5545260000000001,0.1216296,413.4766,5.5075,2.4024,0.024851123999999995,0.017705952000000004
140622,44.54160493583797,83.0527,21.701062500000006,271.9692810374149,284.37025,259.43575,3.0,0.0,3.0,140600,应县,33.3519768,0.750222,0.11067839999999998,31.56566759999999,0.5545260000000001,0.1216296,413.4766,5.5075,2.4024,0.024851123999999995,0.017705952000000004
140623,47.423703153988846,89.26529583333333,15.155149999999995,270.08430967841684,283.8484583333332,255.5692916666667,0.0,0.0,0.0,140600,右玉县,33.3519768,0.750222,0.11067839999999998,31.56566759999999,0.5545260000000001,0.1216296,413.4766,5.5075,2.4024,0.024851123999999995,0.017705952000000004
140624,46.20652352350029,80.59238333333333,19.655983333333328,271.1099189471244,284.19604166666664,258.10037500000004,1.0,0.0,1.0,140600,怀仁县,33.3519768,0.750222,0.11067839999999998,31.56566759999999,0.5545260000000001,0.1216296,413.4766,5.5075,2.4024,0.024851123999999995,0.017705952000000004
140702,47.48997445384972,89.31696249999997,19.332491666666666,275.5522537878788,288.07991666666675,264.125125,0.0,0.0,0.0,140700,榆次区,83.32376040000003,1.8661428,0.21199320000000002,85.01481360000002,2.0384136,0.23587199999999997,351.3301,5.1031,1.8761,4.60811592,4.626317592
140721,51.73519829622757,90.3819125,18.861929166666673,274.4191631493507,286.09479166666665,263.54925,0.0,0.0,0.0,140700,榆社县,83.32376040000003,1.8661428,0.21199320000000002,85.01481360000002,2.0384136,0.23587199999999997,351.3301,5.1031,1.8761,4.60811592,4.626317592
140722,53.02079334802104,89.74297916666666,18.5061375,273.9458198438466,285.50466666666665,263.3483333333333,0.0,0.0,0.0,140700,左权县,83.32376040000003,1.8661428,0.21199320000000002,85.01481360000002,2.0384136,0.23587199999999997,351.3301,5.1031,1.8761,4.60811592,4.626317592
140723,52.629039548546714,88.99237916666667,18.875545833333334,273.790868390538,285.35629166666666,263.125875,0.0,0.0,0.0,140700,和顺县,83.32376040000003,1.8661428,0.21199320000000002,85.01481360000002,2.0384136,0.23587199999999997,351.3301,5.1031,1.8761,4.60811592,4.626317592
