date,city,cityCode,confirmed,cured,dead
2020-02-03,大理白族自治州,532900,7,0,0
2020-02-03,德宏傣族景颇族自治州,533100,5,0,0
2020-02-03,拉萨市,540100,1,0,0
2020-02-03,西安市,610100,60,0,0
2020-02-03,铜川市,610200,7,0,0
2020-02-03,宝鸡市,610300,10,0,0
2020-02-03,咸阳市,610400,11,0,0
2020-02-03,渭南市,610500,6,0,0
2020-02-03,延安市,610600,7,0,0
2020-02-03,汉中市,610700,16,0,0
2020-02-03,榆林市,610800,1,0,0
2020-02-03,安康市,610900,17,0,0
2020-02-03,商洛市,611000,5,0,0
2020-02-03,兰州市,620100,26,0,0
2020-02-03,金昌市,620300,1,0,0
2020-02-03,白银市,620400,1,0,0
2020-02-03,天水市,620500,10,0,0
2020-02-03,张掖市,620700,2,0,0
2020-02-03,平凉市,620800,1,0,0
2020-02-03,庆阳市,621000,1,0,0
2020-02-03,定西市,621100,2,0,0
2020-02-03,陇南市,621200,4,0,0
2020-02-03,临夏回族自治州,622900,3,0,0
2020-02-03,甘南藏族自治州,623000,1,0,0
2020-02-03,西宁市,630100,12,0,0
2020-02-03,海北藏族自治州,632200,3,0,0
2020-02-03,银川市,640100,20,0,0
2020-02-03,石嘴山市,640200,1,0,0
2020-02-03,吴忠市,640300,7,0,0
2020-02-03,固原市,640400,2,0,0
2020-02-03,中卫市,640500,3,0,0
2020-02-03,乌鲁木齐市,650100,12,0,0
2020-02-03,吐鲁番市,650400,1,0,0
2020-02-03,昌吉回族自治州,652300,1,0,0
2020-02-03,阿克苏地区,652900,1,0,0
2020-02-03,伊犁哈萨克自治州,654000,7,0,0
2020-02-04,石家庄市,130100,21,1,0
2020-02-04,唐山市,130200,12,0,0
2020-02-04,秦皇岛市,130300,3,0,0
2020-02-04,邯郸市,130400,14,0,0
2020-02-04,邢台市,130500,16,0,0
2020-02-04,保定市,130600,17,2,0
2020-02-04,张家口市,130700,10,0,0
2020-02-04,承德市,130800,4,0,0
2020-02-04,沧州市,130900,20,0,1
2020-02-04,廊坊市,131000,13,1,0
2020-02-04,衡水市,131100,5,0,0
2020-02-04,太原市,140100,9,1,0
2020-02-04,大同市,140200,9,0,0
2020-02-04,阳泉市,140300,2,0,0
2020-02-04,长治市,140400,3,0,0
2020-02-04,晋城市,140500,7,0,0
2020-02-04,朔州市,140600,4,0,0
2020-02-04,晋中市,140700,21,2,0
2020-02-04,运城市,140800,17,1,0
2020-02-04,忻州市,140900,3,0,0
2020-02-04,临汾市,141000,1,0,0
2020-02-04,吕梁市,141100,5,0,0
2020-02-04,呼和浩特市,150100,5,0,0
2020-02-04,包头市,150200,7,0,0
2020-02-04,乌海市,150300,2,0,0
2020-02-04,赤峰市,150400,3,0,0
2020-02-04,通辽市,150500,1,0,0
2020-02-04,鄂尔多斯市,150600,11,0,0
2020-02-04,呼伦贝尔市,150700,3,1,0
2020-02-04,巴彦淖尔市,150800,4,0,0
2020-02-04,乌兰察布市,150900,3,0,0
2020-02-04,兴安盟,152200,1,0,0
2020-02-04,锡林郭勒盟,152500,2,0,0
2020-02-04,沈阳市,210100,18,0,0
2020-02-04,大连市,210200,13,2,0
2020-02-04,鞍山市,210300,1,0,0
2020-02-04,本溪市,210500,3,0,0
2020-02-04,丹东市,210600,6,0,0
2020-02-04,锦州市,210700,7,0,0
2020-02-04,营口市,210800,1,0,0
2020-02-04,阜新市,210900,7,0,0
2020-02-04,辽阳市,211000,2,0,0
2020-02-04,盘锦市,211100,8,0,0
2020-02-04,铁岭市,211200,3,0,0
2020-02-04,朝阳市,211300,6,0,0
2020-02-04,葫芦岛市,211400,6,0,0
2020-02-04,长春市,220100,27,1,0
2020-02-04,吉林市,220200,5,0,0
2020-02-04,四平市,220300,8,0,0
2020-02-04,辽源市,220400,3,0,0
2020-02-04,通化市,220500,1,0,0
2020-02-04,松原市,220700,2,0,0
2020-02-04,延边朝鲜族自治州,222400,3,0,0
2020-02-04,哈尔滨市,230100,73,4,0
2020-02-04,齐齐哈尔市,230200,20,0,0
2020-02-04,鸡西市,230300,12,0,0
2020-02-04,鹤岗市,230400,2,0,0
2020-02-04,双鸭山市,230500,16,0,0
2020-02-04,大庆市,230600,11,0,0
2020-02-04,佳木斯市,230800,11,0,0
2020-02-04,七台河市,230900,9,0,0
2020-02-04,牡丹江市,231000,9,0,0
2020-02-04,黑河市,231100,1,0,0
2020-02-04,绥化市,231200,24,0,2
2020-02-04,大兴安岭地区,232700,2,0,0
2020-02-04,南京市,320100,47,4,0
2020-02-04,无锡市,320200,26,1,0
2020-02-04,徐州市,320300,45,0,0
2020-02-04,常州市,320400,24,2,0
2020-02-04,苏州市,320500,2,3,0
2020-02-04,南通市,320600,1,0,0
2020-02-04,连云港市,320700,20,1,0
2020-02-04,淮安市,320800,26,1,0
2020-02-04,盐城市,320900,15,0,0
2020-02-04,扬州市,321000,15,0,0
2020-02-04,镇江市,321100,6,0,0
2020-02-04,泰州市,321200,26,1,0
2020-02-04,宿迁市,321300,11,0,0
2020-02-04,杭州市,330100,141,7,0
2020-02-04,宁波市,330200,120,4,0
2020-02-04,温州市,330300,364,28,0
2020-02-04,嘉兴市,330400,27,0,0
2020-02-04,湖州市,330500,9,1,0
2020-02-04,绍兴市,330600,30,3,0
2020-02-04,金华市,330700,44,6,0
2020-02-04,衢州市,330800,15,0,0
2020-02-04,舟山市,330900,7,2,0
2020-02-04,台州市,331000,122,11,0
2020-02-04,丽水市,331100,16,1,0
2020-02-04,合肥市,340100,93,5,0
2020-02-04,芜湖市,340200,23,1,0
2020-02-04,蚌埠市,340300,48,0,0
2020-02-04,淮南市,340400,12,0,0
2020-02-04,马鞍山市,340500,30,0,0
2020-02-04,淮北市,340600,14,0,0
2020-02-04,铜陵市,340700,19,1,0
2020-02-04,安庆市,340800,56,3,0
2020-02-04,黄山市,341000,9,0,0
2020-02-04,滁州市,341100,11,2,0
2020-02-04,阜阳市,341200,84,3,0
2020-02-04,宿州市,341300,24,0,0
2020-02-04,六安市,341500,34,1,0
2020-02-04,亳州市,341600,58,2,0
2020-02-04,池州市,341700,11,1,0
2020-02-04,宣城市,341800,4,1,0
2020-02-04,福州市,350100,55,0,0
2020-02-04,厦门市,350200,21,0,0
2020-02-04,莆田市,350300,38,0,0
2020-02-04,三明市,350400,11,0,0
2020-02-04,泉州市,350500,37,0,0
2020-02-04,漳州市,350600,15,0,0
2020-02-04,南平市,350700,12,0,0
2020-02-04,龙岩市,350800,2,0,0
2020-02-04,宁德市,350900,14,0,0
2020-02-04,南昌市,360100,134,7,0
2020-02-04,景德镇市,360200,4,1,0
2020-02-04,萍乡市,360300,22,1,0
2020-02-04,九江市,360400,86,2,0
2020-02-04,新余市,360500,69,4,0
2020-02-04,鹰潭市,360600,9,0,0
2020-02-04,赣州市,360700,48,1,0
2020-02-04,吉安市,360800,15,1,0
2020-02-04,宜春市,360900,48,4,0
2020-02-04,抚州市,361000,44,1,0
2020-02-04,上饶市,361100,69,5,0
2020-02-04,济南市,370100,29,0,0
2020-02-04,青岛市,370200,34,3,0
2020-02-04,淄博市,370300,14,0,0
2020-02-04,枣庄市,370400,17,0,0
2020-02-04,烟台市,370600,26,0,0
2020-02-04,潍坊市,370700,16,0,0
2020-02-04,济宁市,370800,23,3,0
2020-02-04,泰安市,370900,14,1,0
2020-02-04,威海市,371000,27,2,0
2020-02-04,日照市,371100,14,0,0
2020-02-04,临沂市,371300,30,1,0
2020-02-04,德州市,371400,19,1,0
2020-02-04,聊城市,371500,12,0,0
2020-02-04,滨州市,371600,11,0,0
2020-02-04,菏泽市,371700,12,1,0
2020-02-04,郑州市,410100,92,0,0
2020-02-04,开封市,410200,17,0,0
2020-02-04,洛阳市,410300,17,0,0
2020-02-04,平顶山市,410400,34,0,0
2020-02-04,安阳市,410500,35,0,0
2020-02-04,鹤壁市,410600,10,0,0
2020-02-04,新乡市,410700,39,0,0
2020-02-04,焦作市,410800,15,0,0
2020-02-04,濮阳市,410900,4,0,0
2020-02-04,许昌市,411000,24,0,0
2020-02-04,漯河市,411100,24,0,0
2020-02-04,三门峡市,411200,7,0,0
2020-02-04,南阳市,411300,107,0,1
2020-02-04,商丘市,411400,61,0,0
2020-02-04,信阳市,411500,138,0,0
2020-02-04,周口市,411600,56,0,0
2020-02-04,驻马店市,411700,82,0,0
2020-02-04,济源市,419001,2,0,0
2020-02-04,武汉市,420100,8351,0,362
2020-02-04,黄石市,420200,509,0,2
2020-02-04,十堰市,420300,318,0,0
2020-02-04,宜昌市,420500,496,0,4
2020-02-04,襄阳市,420600,735,0,2
2020-02-04,鄂州市,420700,382,0,18
2020-02-04,荆门市,420800,422,0,16
2020-02-04,孝感市,420900,1462,0,18
2020-02-04,荆州市,421000,713,0,9
2020-02-04,黄冈市,421100,1645,0,25
2020-02-04,咸宁市,421200,384,0,0
2020-02-04,随州市,421300,706,0,8
2020-02-04,恩施土家族苗族自治州,422800,138,0,0
2020-02-04,仙桃市,429004,225,0,4
2020-02-04,潜江市,429005,54,0,1
2020-02-04,天门市,429006,128,0,10
2020-02-04,神农架林区,429021,10,0,0
2020-02-04,长沙市,430100,164,6,0
2020-02-04,株洲市,430200,38,2,0
2020-02-04,湘潭市,430300,23,4,0
2020-02-04,衡阳市,430400,39,5,0
2020-02-04,邵阳市,430500,68,2,0
2020-02-04,岳阳市,430600,89,0,0
2020-02-04,常德市,430700,56,3,0
2020-02-04,张家界市,430800,3,0,0
2020-02-04,益阳市,430900,40,1,0
2020-02-04,郴州市,431000,24,1,0
2020-02-04,永州市,431100,30,5,0
2020-02-04,怀化市,431200,35,2,0
2020-02-04,娄底市,431300,45,3,0
2020-02-04,湘西土家族苗族自治州,433100,7,1,0
2020-02-04,广州市,440100,237,0,0
2020-02-04,韶关市,440200,6,0,0
2020-02-04,深圳市,440300,289,0,0
2020-02-04,珠海市,440400,69,0,0
2020-02-04,汕头市,440500,20,0,0
2020-02-04,佛山市,440600,49,0,0
2020-02-04,江门市,440700,7,0,0
2020-02-04,湛江市,440800,18,0,0
2020-02-04,茂名市,440900,6,0,0
2020-02-04,肇庆市,441200,11,0,0
2020-02-04,惠州市,441300,31,0,0
2020-02-04,梅州市,441400,10,0,0
2020-02-04,汕尾市,441500,5,0,0
2020-02-04,河源市,441600,1,0,0
2020-02-04,阳江市,441700,12,0,0
2020-02-04,清远市,441800,10,0,0
2020-02-04,东莞市,441900,44,0,0
2020-02-04,中山市,442000,35,0,0
2020-02-04,潮州市,445100,4,0,0
2020-02-04,揭阳市,445200,6,0,0
2020-02-04,南宁市,450100,28,0,0
2020-02-04,柳州市,450200,17,0,0
2020-02-04,桂林市,450300,26,0,0
2020-02-04,梧州市,450400,5,0,0
2020-02-04,北海市,450500,29,0,0
2020-02-04,防城港市,450600,13,0,0
2020-02-04,钦州市,450700,4,0,0
2020-02-04,贵港市,450800,5,0,0
2020-02-04,玉林市,450900,8,0,0
2020-02-04,百色市,451000,2,0,0
2020-02-04,贺州市,451100,4,0,0
2020-02-04,河池市,451200,9,0,0
2020-02-04,海口市,460100,16,0,0
2020-02-04,三亚市,460200,22,0,0
2020-02-04,儋州市,460400,8,0,0
2020-02-04,琼海市,469002,6,0,0
2020-02-04,文昌市,469005,1,0,0
2020-02-04,万宁市,469006,11,0,0
2020-02-04,东方市,469007,2,0,0
2020-02-04,定安县,469021,3,0,0
2020-02-04,澄迈县,469023,4,0,0
2020-02-04,临高县,469024,5,0,0
2020-02-04,昌江黎族自治县,469026,3,0,0
2020-02-04,乐东黎族自治县,469027,1,0,0
2020-02-04,陵水黎族自治县,469028,4,0,0
2020-02-04,保亭黎族苗族自治县,469029,2,0,0
2020-02-04,琼中黎族苗族自治县,469030,1,0,0
2020-02-04,成都市,510100,92,0,0
2020-02-04,自贡市,510300,9,0,0
2020-02-04,攀枝花市,510400,11,0,0
2020-02-04,泸州市,510500,10,0,0
2020-02-04,德阳市,510600,12,0,0
2020-02-04,绵阳市,510700,17,0,0
2020-02-04,广元市,510800,6,0,0
2020-02-04,遂宁市,510900,5,0,0
2020-02-04,内江市,511000,15,0,0
2020-02-04,乐山市,511100,2,0,0
2020-02-04,南充市,511300,28,0,0
2020-02-04,眉山市,511400,5,0,0
2020-02-04,宜宾市,511500,7,0,0
2020-02-04,广安市,511600,24,0,0
2020-02-04,达州市,511700,17,0,0
2020-02-04,雅安市,511800,6,0,0
2020-02-04,巴中市,511900,15,0,0
2020-02-04,资阳市,512000,2,0,0
2020-02-04,阿坝藏族羌族自治州,513200,1,0,0
2020-02-04,甘孜藏族自治州,513300,10,0,0
2020-02-04,凉山彝族自治州,513400,7,0,0
2020-02-04,贵阳市,520100,12,1,0
2020-02-04,六盘水市,520200,9,0,0
2020-02-04,遵义市,520300,9,0,0
2020-02-04,安顺市,520400,3,0,0
2020-02-04,毕节市,520500,11,0,0
2020-02-04,铜仁市,520600,6,1,0
2020-02-04,黔东南苗族侗族自治州,522600,5,0,0
2020-02-04,黔南布依族苗族自治州,522700,6,3,0
2020-02-04,昆明市,530100,34,0,0
2020-02-04,曲靖市,530300,10,0,0
2020-02-04,玉溪市,530400,12,0,0
2020-02-04,保山市,530500,8,0,0
2020-02-04,昭通市,530600,10,0,0
2020-02-04,丽江市,530700,7,0,0
2020-02-04,普洱市,530800,4,0,0
2020-02-04,临沧市,530900,1,0,0
2020-02-04,楚雄彝族自治州,532300,4,0,0
2020-02-04,红河哈尼族彝族自治州,532500,5,0,0
2020-02-04,文山壮族苗族自治州,532600,1,0,0
2020-02-04,西双版纳傣族自治州,532800,14,0,0
2020-02-04,大理白族自治州,532900,7,0,0
2020-02-04,德宏傣族景颇族自治州,533100,5,0,0
2020-02-04,拉萨市,540100,1,0,0
2020-02-04,西安市,610100,70,0,0
2020-02-04,铜川市,610200,7,0,0
2020-02-04,宝鸡市,610300,10,0,0
2020-02-04,咸阳市,610400,15,0,0
2020-02-04,渭南市,610500,9,0,0
2020-02-04,延安市,610600,7,0,0
2020-02-04,汉中市,610700,19,0,0
2020-02-04,榆林市,610800,1,0,0
2020-02-04,安康市,610900,19,0,0
2020-02-04,商洛市,611000,6,0,0
2020-02-04,兰州市,620100,27,0,0
2020-02-04,金昌市,620300,1,0,0
2020-02-04,白银市,620400,1,0,0
2020-02-04,天水市,620500,10,0,0
2020-02-04,张掖市,620700,2,0,0
2020-02-04,平凉市,620800,1,0,0
2020-02-04,庆阳市,621000,1,0,0
2020-02-04,定西市,621100,2,0,0
2020-02-04,陇南市,621200,4,0,0
2020-02-04,临夏回族自治州,622900,3,0,0
2020-02-04,甘南藏族自治州,623000,1,0,0
2020-02-04,西宁市,630100,14,0,0
2020-02-04,海北藏族自治州,632200,3,0,0
2020-02-04,银川市,640100,20,0,0
2020-02-04,石嘴山市,640200,1,0,0
2020-02-04,吴忠市,640300,7,0,0
2020-02-04,固原市,640400,2,0,0
2020-02-04,中卫市,640500,3,0,0
2020-02-04,乌鲁木齐市,650100,12,0,0
2020-02-04,吐鲁番市,650400,1,0,0
2020-02-04,昌吉回族自治州,652300,2,0,0
2020-02-04,阿克苏地区,652900,1,0,0
2020-02-04,伊犁哈萨克自治州,654000,9,0,0
2020-02-05,石家庄市,130100,24,2,0
2020-02-05,唐山市,130200,17,0,0
2020-02-05,秦皇岛市,130300,3,0,0
2020-02-05,邯郸市,130400,18,0,0
2020-02-05,邢台市,130500,19,0,0
2020-02-05,保定市,130600,17,4,0
2020-02-05,张家口市,130700,12,0,0
2020-02-05,承德市,130800,5,0,0
2020-02-05,沧州市,130900,21,0,1
2020-02-05,廊坊市,131000,14,1,0
2020-02-05,衡水市,131100,7,0,0
2020-02-05,太原市,140100,9,1,0
2020-02-05,大同市,140200,9,0,0
2020-02-05,阳泉市,140300,3,0,0
2020-02-05,长治市,140400,5,0,0
2020-02-05,晋城市,140500,7,0,0
2020-02-05,朔州市,140600,4,0,0
2020-02-05,晋中市,140700,26,2,0
2020-02-05,运城市,140800,17,1,0
2020-02-05,忻州市,140900,3,0,0
2020-02-05,临汾市,141000,1,1,0
2020-02-05,吕梁市,141100,6,1,0
2020-02-05,呼和浩特市,150100,5,0,0
2020-02-05,包头市,150200,9,0,0
2020-02-05,乌海市,150300,2,0,0
2020-02-05,赤峰市,150400,3,0,0
2020-02-05,通辽市,150500,1,0,0
2020-02-05,鄂尔多斯市,150600,11,2,0
2020-02-05,呼伦贝尔市,150700,5,1,0
2020-02-05,巴彦淖尔市,150800,4,0,0
2020-02-05,乌兰察布市,150900,3,0,0
2020-02-05,兴安盟,152200,1,0,0
2020-02-05,锡林郭勒盟,152500,2,1,0
2020-02-05,沈阳市,210100,23,0,0
2020-02-05,大连市,210200,14,2,0
2020-02-05,鞍山市,210300,1,0,0
2020-02-05,本溪市,210500,3,0,0
2020-02-05,丹东市,210600,7,0,0
2020-02-05,锦州市,210700,7,0,0
2020-02-05,营口市,210800,1,0,0
2020-02-05,阜新市,210900,7,0,0
2020-02-05,辽阳市,211000,2,0,0
2020-02-05,盘锦市,211100,8,0,0
2020-02-05,铁岭市,211200,3,0,0
2020-02-05,朝阳市,211300,6,0,0
2020-02-05,葫芦岛市,211400,7,0,0
2020-02-05,长春市,220100,28,1,0
2020-02-05,吉林市,220200,4,1,0
2020-02-05,四平市,220300,9,0,0
2020-02-05,辽源市,220400,5,0,0
2020-02-05,通化市,220500,1,0,0
2020-02-05,松原市,220700,2,0,0
2020-02-05,延边朝鲜族自治州,222400,4,0,0
2020-02-05,哈尔滨市,230100,82,6,0
2020-02-05,齐齐哈尔市,230200,26,0,0
2020-02-05,鸡西市,230300,21,0,0
2020-02-05,鹤岗市,230400,2,0,0
2020-02-05,双鸭山市,230500,20,1,0
2020-02-05,大庆市,230600,13,0,1
2020-02-05,佳木斯市,230800,12,0,0
2020-02-05,七台河市,230900,9,0,0
2020-02-05,牡丹江市,231000,10,0,0
2020-02-05,黑河市,231100,1,0,0
2020-02-05,绥化市,231200,29,0,2
2020-02-05,大兴安岭地区,232700,2,0,0
2020-02-05,南京市,320100,52,11,0
2020-02-05,无锡市,320200,28,1,0
2020-02-05,徐州市,320300,45,3,0
2020-02-05,常州市,320400,27,2,0
2020-02-05,苏州市,320500,60,4,0
2020-02-05,南通市,320600,27,0,0
2020-02-05,连云港市,320700,22,1,0
2020-02-05,淮安市,320800,34,1,0
2020-02-05,盐城市,320900,16,2,0
2020-02-05,扬州市,321000,15,0,0
2020-02-05,镇江市,321100,8,0,0
2020-02-05,泰州市,321200,28,1,0
2020-02-05,宿迁市,321300,11,0,0
2020-02-05,杭州市,330100,151,15,0
2020-02-05,宁波市,330200,126,6,0
2020-02-05,温州市,330300,396,28,0
2020-02-05,嘉兴市,330400,30,0,0
2020-02-05,湖州市,330500,9,1,0
2020-02-05,绍兴市,330600,33,3,0
2020-02-05,金华市,330700,47,8,0
2020-02-05,衢州市,330800,15,2,0
2020-02-05,舟山市,330900,7,3,0
2020-02-05,台州市,331000,124,14,0
2020-02-05,丽水市,331100,16,1,0
2020-02-05,合肥市,340100,104,5,0
2020-02-05,芜湖市,340200,26,2,0
2020-02-05,蚌埠市,340300,64,0,0
2020-02-05,淮南市,340400,12,2,0
2020-02-05,马鞍山市,340500,30,0,0
2020-02-05,淮北市,340600,17,0,0
2020-02-05,铜陵市,340700,20,1,0
2020-02-05,安庆市,340800,60,3,0
2020-02-05,黄山市,341000,9,0,0
2020-02-05,滁州市,341100,11,2,0
2020-02-05,阜阳市,341200,95,3,0
2020-02-05,宿州市,341300,25,0,0
2020-02-05,六安市,341500,36,1,0
2020-02-05,亳州市,341600,66,2,0
2020-02-05,池州市,341700,11,1,0
2020-02-05,宣城市,341800,5,1,0
2020-02-05,福州市,350100,56,0,0
2020-02-05,厦门市,350200,21,0,0
2020-02-05,莆田市,350300,42,0,0
2020-02-05,三明市,350400,11,0,0
2020-02-05,泉州市,350500,39,0,0
2020-02-05,漳州市,350600,16,0,0
2020-02-05,南平市,350700,12,0,0
2020-02-05,龙岩市,350800,2,0,0
2020-02-05,宁德市,350900,16,0,0
2020-02-05,南昌市,360100,149,10,0
2020-02-05,景德镇市,360200,4,1,0
2020-02-05,萍乡市,360300,23,1,0
2020-02-05,九江市,360400,92,3,0
2020-02-05,新余市,360500,78,5,0
2020-02-05,鹰潭市,360600,9,0,0
2020-02-05,赣州市,360700,52,2,0
2020-02-05,吉安市,360800,15,1,0
2020-02-05,宜春市,360900,54,4,0
2020-02-05,抚州市,361000,46,5,0
2020-02-05,上饶市,361100,78,5,0
2020-02-05,济南市,370100,33,0,0
2020-02-05,青岛市,370200,41,3,0
2020-02-05,淄博市,370300,14,0,0
2020-02-05,枣庄市,370400,17,0,0
2020-02-05,烟台市,370600,29,0,0
2020-02-05,潍坊市,370700,21,0,0
2020-02-05,济宁市,370800,32,3,0
2020-02-05,泰安市,370900,18,1,0
2020-02-05,威海市,371000,28,5,0
2020-02-05,日照市,371100,14,0,0
2020-02-05,临沂市,371300,32,1,0
2020-02-05,德州市,371400,26,1,0
2020-02-05,聊城市,371500,15,0,0
2020-02-05,滨州市,371600,11,2,0
2020-02-05,菏泽市,371700,12,2,0
2020-02-05,郑州市,410100,102,0,0
2020-02-05,开封市,410200,18,0,0
2020-02-05,洛阳市,410300,21,0,0
2020-02-05,平顶山市,410400,41,0,0
2020-02-05,安阳市,410500,37,0,0
2020-02-05,鹤壁市,410600,10,0,0
2020-02-05,新乡市,410700,41,0,0
2020-02-05,焦作市,410800,17,0,0
2020-02-05,濮阳市,410900,5,0,0
2020-02-05,许昌市,411000,26,0,0
2020-02-05,漯河市,411100,26,0,0
2020-02-05,三门峡市,411200,7,0,0
2020-02-05,南阳市,411300,111,0,1
2020-02-05,商丘市,411400,65,0,0
2020-02-05,信阳市,411500,164,0,0
2020-02-05,周口市,411600,59,0,0
2020-02-05,驻马店市,411700,98,0,0
2020-02-05,济源市,419001,3,0,0
2020-02-05,武汉市,420100,10117,0,414
2020-02-05,黄石市,420200,566,0,2
2020-02-05,十堰市,420300,353,0,0
2020-02-05,宜昌市,420500,563,0,6
2020-02-05,襄阳市,420600,787,0,2
2020-02-05,鄂州市,420700,423,0,18
2020-02-05,荆门市,420800,508,0,17
2020-02-05,孝感市,420900,1886,0,25
2020-02-05,荆州市,421000,801,0,10
2020-02-05,黄冈市,421100,1807,0,29
2020-02-05,咸宁市,421200,399,0,1
2020-02-05,随州市,421300,834,0,9
2020-02-05,恩施土家族苗族自治州,422800,144,0,0
2020-02-05,仙桃市,429004,265,0,5
2020-02-05,潜江市,429005,64,0,1
2020-02-05,天门市,429006,138,0,10
2020-02-05,神农架林区,429021,10,0,0
2020-02-05,长沙市,430100,179,8,0
2020-02-05,株洲市,430200,41,2,0
2020-02-05,湘潭市,430300,24,5,0
2020-02-05,衡阳市,430400,43,5,0
2020-02-05,邵阳市,430500,74,3,0
2020-02-05,岳阳市,430600,93,2,0
2020-02-05,常德市,430700,62,3,0
2020-02-05,张家界市,430800,3,2,0
2020-02-05,益阳市,430900,41,6,0
2020-02-05,郴州市,431000,25,2,0
2020-02-05,永州市,431100,32,8,0
2020-02-05,怀化市,431200,36,6,0
2020-02-05,娄底市,431300,51,3,0
2020-02-05,湘西土家族苗族自治州,433100,7,1,0
2020-02-05,广州市,440100,255,0,0
2020-02-05,韶关市,440200,6,0,0
2020-02-05,深圳市,440300,314,0,0
2020-02-05,珠海市,440400,73,0,0
2020-02-05,汕头市,440500,20,0,0
2020-02-05,佛山市,440600,50,0,0
2020-02-05,江门市,440700,9,0,0
2020-02-05,湛江市,440800,19,0,0
2020-02-05,茂名市,440900,6,0,0
2020-02-05,肇庆市,441200,13,0,0
2020-02-05,惠州市,441300,35,0,0
2020-02-05,梅州市,441400,12,0,0
2020-02-05,汕尾市,441500,5,0,0
2020-02-05,河源市,441600,1,0,0
2020-02-05,阳江市,441700,13,0,0
2020-02-05,清远市,441800,10,0,0
2020-02-05,东莞市,441900,47,0,0
2020-02-05,中山市,442000,44,0,0
2020-02-05,潮州市,445100,5,0,0
2020-02-05,揭阳市,445200,7,0,0
2020-02-05,南宁市,450100,30,0,0
2020-02-05,柳州市,450200,20,3,0
2020-02-05,桂林市,450300,27,5,0
2020-02-05,梧州市,450400,5,2,0
2020-02-05,北海市,450500,31,2,0
2020-02-05,防城港市,450600,15,1,0
2020-02-05,钦州市,450700,7,0,0
2020-02-05,贵港市,450800,7,0,0
2020-02-05,玉林市,450900,8,1,0
2020-02-05,百色市,451000,2,0,0
2020-02-05,贺州市,451100,4,0,0
2020-02-05,河池市,451200,11,0,0
2020-02-05,来宾市,451300,1,0,0
2020-02-05,海口市,460100,16,0,0
2020-02-05,三亚市,460200,30,0,0
2020-02-05,儋州市,460400,10,0,0
2020-02-05,琼海市,469002,6,0,0
2020-02-05,文昌市,469005,1,0,0
2020-02-05,万宁市,469006,11,0,0
2020-02-05,东方市,469007,3,0,0
2020-02-05,定安县,469021,3,0,0
2020-02-05,澄迈县,469023,4,0,0
2020-02-05,临高县,469024,5,0,0
2020-02-05,昌江黎族自治县,469026,3,0,0
2020-02-05,乐东黎族自治县,469027,1,0,0
2020-02-05,陵水黎族自治县,469028,4,0,0
2020-02-05,保亭黎族苗族自治县,469029,2,0,0
2020-02-05,琼中黎族苗族自治县,469030,1,0,0
2020-02-05,成都市,510100,97,0,0
2020-02-05,自贡市,510300,9,0,0
2020-02-05,攀枝花市,510400,11,0,0
2020-02-05,泸州市,510500,12,0,0
2020-02-05,德阳市,510600,12,0,0
2020-02-05,绵阳市,510700,18,0,0
2020-02-05,广元市,510800,6,0,0
2020-02-05,遂宁市,510900,5,0,0
2020-02-05,内江市,511000,16,0,0
2020-02-05,乐山市,511100,2,0,0
2020-02-05,南充市,511300,29,0,0
2020-02-05,眉山市,511400,5,0,0
2020-02-05,宜宾市,511500,8,0,0
2020-02-05,广安市,511600,24,0,0
2020-02-05,达州市,511700,20,0,0
2020-02-05,雅安市,511800,6,0,0
2020-02-05,巴中市,511900,19,0,0
2020-02-05,资阳市,512000,2,0,0
2020-02-05,阿坝藏族羌族自治州,513200,1,0,0
2020-02-05,甘孜藏族自治州,513300,12,0,0
2020-02-05,凉山彝族自治州,513400,7,0,0
2020-02-05,贵阳市,520100,15,1,0
2020-02-05,六盘水市,520200,9,0,0
2020-02-05,遵义市,520300,9,0,0
2020-02-05,安顺市,520400,3,0,0
2020-02-05,毕节市,520500,13,0,0
2020-02-05,铜仁市,520600,6,2,0
2020-02-05,黔西南布依族苗族自治州,522300,3,0,0
2020-02-05,黔东南苗族侗族自治州,522600,5,0,0
2020-02-05,黔南布依族苗族自治州,522700,6,3,0
2020-02-05,昆明市,530100,37,0,0
2020-02-05,曲靖市,530300,10,0,0
2020-02-05,玉溪市,530400,13,0,0
2020-02-05,保山市,530500,8,0,0
2020-02-05,昭通市,530600,10,0,0
2020-02-05,丽江市,530700,7,0,0
2020-02-05,普洱市,530800,4,0,0
2020-02-05,临沧市,530900,1,0,0
2020-02-05,楚雄彝族自治州,532300,4,0,0
2020-02-05,红河哈尼族彝族自治州,532500,5,0,0
2020-02-05,文山壮族苗族自治州,532600,1,0,0
2020-02-05,西双版纳傣族自治州,532800,15,0,0
2020-02-05,大理白族自治州,532900,8,0,0
2020-02-05,德宏傣族景颇族自治州,533100,5,0,0
2020-02-05,拉萨市,540100,1,0,0
2020-02-05,西安市,610100,74,0,0
2020-02-05,铜川市,610200,7,0,0
2020-02-05,宝鸡市,610300,10,0,0
2020-02-05,咸阳市,610400,15,0,0
2020-02-05,渭南市,610500,9,0,0
2020-02-05,延安市,610600,7,0,0
2020-02-05,汉中市,610700,20,0,0
2020-02-05,榆林市,610800,2,0,0
2020-02-05,安康市,610900,21,0,0
2020-02-05,商洛市,611000,6,0,0
2020-02-05,兰州市,620100,27,0,0
