date,province,provinceCode,confirmed,cured,dead
2020-04-10,台湾省,710000,382,91,6
2020-04-10,香港特别行政区,810000,989,309,4
2020-04-10,澳门特别行政区,820000,45,10,0
2020-04-11,北京市,110000,589,479,8
2020-04-11,天津市,120000,183,161,3
2020-04-11,河北省,130000,327,313,6
2020-04-11,山西省,140000,172,135,0
2020-04-11,内蒙古自治区,150000,155,83,1
2020-04-11,辽宁省,210000,145,136,2
2020-04-11,吉林省,220000,99,96,1
2020-04-11,黑龙江省,230000,684,470,13
2020-04-11,上海市,310000,607,438,7
2020-04-11,江苏省,320000,653,638,0
2020-04-11,浙江省,330000,1267,1238,1
2020-04-11,安徽省,340000,991,984,6
2020-04-11,福建省,350000,352,321,1
2020-04-11,江西省,360000,937,936,1
2020-04-11,山东省,370000,784,757,7
2020-04-11,河南省,410000,1276,1253,22
2020-04-11,湖北省,420000,67803,63470,3219
2020-04-11,湖南省,430000,1019,1014,4
2020-04-11,广东省,440000,1552,1443,8
2020-04-11,广西壮族自治区,450000,254,252,2
2020-04-11,海南省,460000,168,162,6
2020-04-11,重庆市,500000,579,570,6
2020-04-11,四川省,510000,560,547,3
2020-04-11,贵州省,520000,147,144,2
2020-04-11,云南省,530000,184,174,2
2020-04-11,西藏自治区,540000,1,1,0
2020-04-11,陕西省,610000,256,248,3
2020-04-11,甘肃省,620000,139,135,2
2020-04-11,青海省,630000,18,18,0
2020-04-11,宁夏回族自治区,640000,75,75,0
2020-04-11,新疆维吾尔自治区,650000,76,73,3
2020-04-11,台湾省,710000,385,99,6
2020-04-11,香港特别行政区,810000,1000,336,4
2020-04-11,澳门特别行政区,820000,45,10,0
2020-04-12,北京市,110000,589,484,8
2020-04-12,天津市,120000,184,161,3
2020-04-12,河北省,130000,327,313,6
2020-04-12,山西省,140000,173,135,0
2020-04-12,内蒙古自治区,150000,190,83,1
2020-04-12,辽宁省,210000,145,136,2
2020-04-12,吉林省,220000,100,96,1
2020-04-12,黑龙江省,230000,740,470,13
2020-04-12,上海市,310000,618,446,7
2020-04-12,江苏省,320000,653,638,0
2020-04-12,浙江省,330000,1267,1239,1
2020-04-12,安徽省,340000,991,984,6
2020-04-12,福建省,350000,352,325,1
2020-04-12,江西省,360000,937,936,1
2020-04-12,山东省,370000,784,758,7
2020-04-12,河南省,410000,1276,1253,22
2020-04-12,湖北省,420000,67803,63470,3221
2020-04-12,湖南省,430000,1019,1014,4
2020-04-12,广东省,440000,1555,1454,8
2020-04-12,广西壮族自治区,450000,254,252,2
2020-04-12,海南省,460000,168,162,6
2020-04-12,重庆市,500000,579,570,6
2020-04-12,四川省,510000,560,548,3
2020-04-12,贵州省,520000,147,144,2
2020-04-12,云南省,530000,184,174,2
2020-04-12,西藏自治区,540000,1,1,0
2020-04-12,陕西省,610000,256,248,3
2020-04-12,甘肃省,620000,139,135,2
2020-04-12,青海省,630000,18,18,0
2020-04-12,宁夏回族自治区,640000,75,75,0
2020-04-12,新疆维吾尔自治区,650000,76,73,3
2020-04-12,台湾省,710000,388,109,6
2020-04-12,香港特别行政区,810000,1004,360,4
2020-04-12,澳门特别行政区,820000,45,13,0
2020-04-13,北京市,110000,589,491,8
2020-04-13,天津市,120000,184,164,3
2020-04-13,河北省,130000,327,314,6
2020-04-13,山西省,140000,173,135,0
2020-04-13,内蒙古自治区,150000,190,91,1
2020-04-13,辽宁省,210000,145,138,2
2020-04-13,吉林省,220000,100,96,1
2020-04-13,黑龙江省,230000,819,470,13
2020-04-13,上海市,310000,618,458,7
2020-04-13,江苏省,320000,653,641,0
2020-04-13,浙江省,330000,1267,1242,1
2020-04-13,安徽省,340000,991,984,6
2020-04-13,福建省,350000,353,329,1
2020-04-13,江西省,360000,937,936,1
2020-04-13,山东省,370000,784,759,7
2020-04-13,河南省,410000,1276,1254,22
2020-04-13,湖北省,420000,67803,63470,3221
2020-04-13,湖南省,430000,1019,1014,4
2020-04-13,广东省,440000,1564,1458,8
2020-04-13,广西壮族自治区,450000,254,252,2
2020-04-13,海南省,460000,168,162,6
2020-04-13,重庆市,500000,579,570,6
2020-04-13,四川省,510000,560,548,3
2020-04-13,贵州省,520000,147,144,2
2020-04-13,云南省,530000,184,175,2
2020-04-13,西藏自治区,540000,1,1,0
2020-04-13,陕西省,610000,256,248,3
2020-04-13,甘肃省,620000,139,135,2
2020-04-13,青海省,630000,18,18,0
2020-04-13,宁夏回族自治区,640000,75,75,0
2020-04-13,新疆维吾尔自治区,650000,76,73,3
2020-04-13,台湾省,710000,393,114,6
2020-04-13,香港特别行政区,810000,1009,397,4
2020-04-13,澳门特别行政区,820000,45,13,0
2020-04-14,北京市,110000,590,495,8
2020-04-14,天津市,120000,185,168,3
2020-04-14,河北省,130000,327,314,6
2020-04-14,山西省,140000,186,135,0
2020-04-14,内蒙古自治区,150000,190,94,1
2020-04-14,辽宁省,210000,145,138,2
2020-04-14,吉林省,220000,102,96,1
2020-04-14,黑龙江省,230000,841,470,13
2020-04-14,上海市,310000,622,468,7
2020-04-14,江苏省,320000,653,642,0
2020-04-14,浙江省,330000,1268,1244,1
2020-04-14,安徽省,340000,991,984,6
2020-04-14,福建省,350000,353,331,1
2020-04-14,江西省,360000,937,936,1
2020-04-14,山东省,370000,784,761,7
2020-04-14,河南省,410000,1276,1254,22
2020-04-14,湖北省,420000,67803,63470,3222
2020-04-14,湖南省,430000,1019,1014,4
2020-04-14,广东省,440000,1566,1462,8
2020-04-14,广西壮族自治区,450000,254,252,2
2020-04-14,海南省,460000,168,162,6
2020-04-14,重庆市,500000,579,570,6
2020-04-14,四川省,510000,560,550,3
2020-04-14,贵州省,520000,147,144,2
2020-04-14,云南省,530000,184,176,2
2020-04-14,西藏自治区,540000,1,1,0
2020-04-14,陕西省,610000,256,251,3
2020-04-14,甘肃省,620000,139,136,2
2020-04-14,青海省,630000,18,18,0
2020-04-14,宁夏回族自治区,640000,75,75,0
2020-04-14,新疆维吾尔自治区,650000,76,73,3
2020-04-14,台湾省,710000,393,124,6
2020-04-14,香港特别行政区,810000,1012,434,4
2020-04-14,澳门特别行政区,820000,45,15,0
2020-04-15,北京市,110000,593,503,8
2020-04-15,天津市,120000,185,171,3
2020-04-15,河北省,130000,328,315,6
2020-04-15,山西省,140000,194,135,0
2020-04-15,内蒙古自治区,150000,193,94,1
2020-04-15,辽宁省,210000,145,138,2
2020-04-15,吉林省,220000,102,96,1
2020-04-15,黑龙江省,230000,861,471,13
2020-04-15,上海市,310000,628,485,7
2020-04-15,江苏省,320000,653,642,0
2020-04-15,浙江省,330000,1268,1244,1
2020-04-15,安徽省,340000,991,984,6
2020-04-15,福建省,350000,353,333,1
2020-04-15,江西省,360000,937,936,1
2020-04-15,山东省,370000,784,761,7
2020-04-15,河南省,410000,1276,1254,22
2020-04-15,湖北省,420000,67803,63470,3222
2020-04-15,湖南省,430000,1019,1014,4
2020-04-15,广东省,440000,1571,1471,8
2020-04-15,广西壮族自治区,450000,254,252,2
2020-04-15,海南省,460000,168,162,6
2020-04-15,重庆市,500000,579,570,6
2020-04-15,四川省,510000,560,552,3
2020-04-15,贵州省,520000,147,144,2
2020-04-15,云南省,530000,184,176,2
2020-04-15,西藏自治区,540000,1,1,0
2020-04-15,陕西省,610000,256,251,3
2020-04-15,甘肃省,620000,139,136,2
2020-04-15,青海省,630000,18,18,0
2020-04-15,宁夏回族自治区,640000,75,75,0
2020-04-15,新疆维吾尔自治区,650000,76,73,3
2020-04-15,台湾省,710000,395,137,6
2020-04-15,香港特别行政区,810000,1016,459,4
2020-04-15,澳门特别行政区,820000,45,16,0
2020-04-16,北京市,110000,593,509,8
2020-04-16,天津市,120000,186,172,3
2020-04-16,河北省,130000,328,316,6
2020-04-16,山西省,140000,197,135,0
2020-04-16,内蒙古自治区,150000,193,103,1
2020-04-16,辽宁省,210000,146,140,2
2020-04-16,吉林省,220000,102,97,1
2020-04-16,黑龙江省,230000,872,471,13
2020-04-16,上海市,310000,628,489,7
2020-04-16,江苏省,320000,653,643,0
2020-04-16,浙江省,330000,1268,1246,1
2020-04-16,安徽省,340000,991,984,6
2020-04-16,福建省,350000,354,334,1
2020-04-16,江西省,360000,937,936,1
2020-04-16,山东省,370000,787,761,7
2020-04-16,河南省,410000,1276,1254,22
2020-04-16,湖北省,420000,68128,63487,4512
2020-04-16,湖南省,430000,1019,1014,4
2020-04-16,广东省,440000,1577,1475,8
2020-04-16,广西壮族自治区,450000,254,252,2
2020-04-16,海南省,460000,168,162,6
2020-04-16,重庆市,500000,579,570,6
2020-04-16,四川省,510000,560,552,3
2020-04-16,贵州省,520000,147,144,2
2020-04-16,云南省,530000,184,177,2
2020-04-16,西藏自治区,540000,1,1,0
2020-04-16,陕西省,610000,256,252,3
2020-04-16,甘肃省,620000,139,137,2
2020-04-16,青海省,630000,18,18,0
2020-04-16,宁夏回族自治区,640000,75,75,0
2020-04-16,新疆维吾尔自治区,650000,76,73,3
2020-04-16,台湾省,710000,395,155,6
2020-04-16,香港特别行政区,810000,1017,485,4
2020-04-16,澳门特别行政区,820000,45,16,0
2020-04-17,北京市,110000,593,509,8
2020-04-17,天津市,120000,189,173,3
2020-04-17,河北省,130000,328,316,6
2020-04-17,山西省,140000,197,135,0
2020-04-17,内蒙古自治区,150000,193,104,1
2020-04-17,辽宁省,210000,146,142,2
2020-04-17,吉林省,220000,102,97,1
2020-04-17,黑龙江省,230000,892,472,13
2020-04-17,上海市,310000,628,512,7
2020-04-17,江苏省,320000,653,643,0
2020-04-17,浙江省,330000,1268,1246,1
2020-04-17,安徽省,340000,991,984,6
2020-04-17,福建省,350000,355,336,1
2020-04-17,江西省,360000,937,936,1
2020-04-17,山东省,370000,787,765,7
2020-04-17,河南省,410000,1276,1254,22
2020-04-17,湖北省,420000,68128,63494,4512
2020-04-17,湖南省,430000,1019,1015,4
2020-04-17,广东省,440000,1579,1482,8
2020-04-17,广西壮族自治区,450000,254,252,2
2020-04-17,海南省,460000,168,162,6
2020-04-17,重庆市,500000,579,570,6
2020-04-17,四川省,510000,561,553,3
2020-04-17,贵州省,520000,147,144,2
2020-04-17,云南省,530000,184,177,2
2020-04-17,西藏自治区,540000,1,1,0
2020-04-17,陕西省,610000,256,252,3
2020-04-17,甘肃省,620000,139,137,2
2020-04-17,青海省,630000,18,18,0
2020-04-17,宁夏回族自治区,640000,75,75,0
2020-04-17,新疆维吾尔自治区,650000,76,73,3
2020-04-17,台湾省,710000,395,166,6
2020-04-17,香港特别行政区,810000,1021,532,4
2020-04-17,澳门特别行政区,820000,45,17,0
2020-04-18,北京市,110000,593,510,8
2020-04-18,天津市,120000,189,173,3
2020-04-18,河北省,130000,328,316,6
2020-04-18,山西省,140000,197,135,0
2020-04-18,内蒙古自治区,150000,193,104,1
2020-04-18,辽宁省,210000,146,142,2
2020-04-18,吉林省,220000,104,97,1
2020-04-18,黑龙江省,230000,898,472,13
2020-04-18,上海市,310000,635,516,7
2020-04-18,江苏省,320000,653,643,0
2020-04-18,浙江省,330000,1268,1247,1
2020-04-18,安徽省,340000,991,984,6
2020-04-18,福建省,350000,355,339,1
2020-04-18,江西省,360000,937,936,1
2020-04-18,山东省,370000,787,765,7
2020-04-18,河南省,410000,1276,1254,22
2020-04-18,湖北省,420000,68128,63507,4512
2020-04-18,湖南省,430000,1019,1015,4
2020-04-18,广东省,440000,1580,1490,8
2020-04-18,广西壮族自治区,450000,254,252,2
2020-04-18,海南省,460000,168,162,6
2020-04-18,重庆市,500000,579,570,6
2020-04-18,四川省,510000,561,554,3
2020-04-18,贵州省,520000,147,145,2
2020-04-18,云南省,530000,184,178,2
2020-04-18,西藏自治区,540000,1,1,0
2020-04-18,陕西省,610000,256,252,3
2020-04-18,甘肃省,620000,139,137,2
2020-04-18,青海省,630000,18,18,0
2020-04-18,宁夏回族自治区,640000,75,75,0
2020-04-18,新疆维吾尔自治区,650000,76,73,3
2020-04-18,台湾省,710000,398,178,6
2020-04-18,香港特别行政区,810000,1023,568,4
2020-04-18,澳门特别行政区,820000,45,17,0
2020-04-19,北京市,110000,593,514,8
2020-04-19,天津市,120000,189,174,3
2020-04-19,河北省,130000,328,317,6
2020-04-19,山西省,140000,197,135,0
2020-04-19,内蒙古自治区,150000,194,104,1
2020-04-19,辽宁省,210000,146,143,2
2020-04-19,吉林省,220000,104,97,1
2020-04-19,黑龙江省,230000,905,472,13
2020-04-19,上海市,310000,638,521,7
2020-04-19,江苏省,320000,653,643,0
2020-04-19,浙江省,330000,1268,1249,1
2020-04-19,安徽省,340000,991,984,6
2020-04-19,福建省,350000,355,339,1
2020-04-19,江西省,360000,937,936,1
2020-04-19,山东省,370000,787,765,7
2020-04-19,河南省,410000,1276,1254,22
2020-04-19,湖北省,420000,68128,63511,4512
2020-04-19,湖南省,430000,1019,1015,4
2020-04-19,广东省,440000,1581,1494,8
2020-04-19,广西壮族自治区,450000,254,252,2
2020-04-19,海南省,460000,168,162,6
2020-04-19,重庆市,500000,579,570,6
2020-04-19,四川省,510000,561,554,3
2020-04-19,贵州省,520000,147,145,2
2020-04-19,云南省,530000,184,178,2
2020-04-19,西藏自治区,540000,1,1,0
2020-04-19,陕西省,610000,256,252,3
2020-04-19,甘肃省,620000,139,137,2
2020-04-19,青海省,630000,18,18,0
2020-04-19,宁夏回族自治区,640000,75,75,0
2020-04-19,新疆维吾尔自治区,650000,76,73,3
2020-04-19,台湾省,710000,420,189,6
2020-04-19,香港特别行政区,810000,1025,602,4
2020-04-19,澳门特别行政区,820000,45,20,0
2020-04-20,北京市,110000,593,516,8
2020-04-20,天津市,120000,189,174,3
2020-04-20,河北省,130000,328,317,6
2020-04-20,山西省,140000,197,140,0
2020-04-20,内蒙古自治区,150000,194,108,1
2020-04-20,辽宁省,210000,146,143,2
2020-04-20,吉林省,220000,106,97,1
2020-04-20,黑龙江省,230000,913,475,13
2020-04-20,上海市,310000,638,530,7
2020-04-20,江苏省,320000,653,644,0
2020-04-20,浙江省,330000,1268,1251,1
2020-04-20,安徽省,340000,991,984,6
2020-04-20,福建省,350000,355,341,1
2020-04-20,江西省,360000,937,936,1
2020-04-20,山东省,370000,787,765,7
2020-04-20,河南省,410000,1276,1254,22
2020-04-20,湖北省,420000,68128,63514,4512
2020-04-20,湖南省,430000,1019,1015,4
2020-04-20,广东省,440000,1582,1501,8
2020-04-20,广西壮族自治区,450000,254,252,2
2020-04-20,海南省,460000,168,162,6
2020-04-20,重庆市,500000,579,570,6
2020-04-20,四川省,510000,561,554,3
2020-04-20,贵州省,520000,147,145,2
2020-04-20,云南省,530000,184,178,2
2020-04-20,西藏自治区,540000,1,1,0
2020-04-20,陕西省,610000,256,252,3
2020-04-20,甘肃省,620000,139,137,2
2020-04-20,青海省,630000,18,18,0
2020-04-20,宁夏回族自治区,640000,75,75,0
2020-04-20,新疆维吾尔自治区,650000,76,73,3
2020-04-20,台湾省,710000,422,203,6
2020-04-20,香港特别行政区,810000,1025,630,4
2020-04-20,澳门特别行政区,820000,45,22,0
2020-04-21,北京市,110000,593,518,8
2020-04-21,天津市,120000,189,176,3
2020-04-21,河北省,130000,328,317,6
2020-04-21,山西省,140000,197,140,0
2020-04-21,内蒙古自治区,150000,194,108,1
2020-04-21,辽宁省,210000,146,143,2
2020-04-21,吉林省,220000,106,98,1
2020-04-21,黑龙江省,230000,921,477,13
2020-04-21,上海市,310000,639,530,7
2020-04-21,江苏省,320000,653,645,0
2020-04-21,浙江省,330000,1268,1252,1
2020-04-21,安徽省,340000,991,984,6
2020-04-21,福建省,350000,355,342,1
2020-04-21,江西省,360000,937,936,1
2020-04-21,山东省,370000,787,766,7
2020-04-21,河南省,410000,1276,1254,22
2020-04-21,湖北省,420000,68128,63519,4512
2020-04-21,湖南省,430000,1019,1015,4
2020-04-21,广东省,440000,1582,1511,8
2020-04-21,广西壮族自治区,450000,254,252,2
2020-04-21,海南省,460000,168,162,6
2020-04-21,重庆市,500000,579,570,6
2020-04-21,四川省,510000,561,556,3
2020-04-21,贵州省,520000,147,145,2
2020-04-21,云南省,530000,184,178,2
2020-04-21,西藏自治区,540000,1,1,0
2020-04-21,陕西省,610000,277,253,3
2020-04-21,甘肃省,620000,139,137,2
2020-04-21,青海省,630000,18,18,0
2020-04-21,宁夏回族自治区,640000,75,75,0
2020-04-21,新疆维吾尔自治区,650000,76,73,3
2020-04-21,台湾省,710000,425,217,6
2020-04-21,香港特别行政区,810000,1029,650,4
2020-04-21,澳门特别行政区,820000,45,24,0
2020-04-22,北京市,110000,593,522,8
2020-04-22,天津市,120000,189,178,3
2020-04-22,河北省,130000,328,317,6
2020-04-22,山西省,140000,197,142,0
2020-04-22,内蒙古自治区,150000,194,108,1
2020-04-22,辽宁省,210000,146,143,2
2020-04-22,吉林省,220000,107,98,1
2020-04-22,黑龙江省,230000,925,485,13
2020-04-22,上海市,310000,640,532,7
2020-04-22,江苏省,320000,653,645,0
2020-04-22,浙江省,330000,1268,1254,1
2020-04-22,安徽省,340000,991,984,6
2020-04-22,福建省,350000,355,342,1
2020-04-22,江西省,360000,937,936,1
2020-04-22,山东省,370000,787,766,7
2020-04-22,河南省,410000,1276,1254,22
2020-04-22,湖北省,420000,68128,63547,4512
2020-04-22,湖南省,430000,1019,1015,4
2020-04-22,广东省,440000,1584,1518,8
2020-04-22,广西壮族自治区,450000,254,252,2
2020-04-22,海南省,460000,168,162,6
2020-04-22,重庆市,500000,579,570,6
2020-04-22,四川省,510000,561,557,3
2020-04-22,贵州省,520000,147,145,2
2020-04-22,云南省,530000,184,178,2
2020-04-22,西藏自治区,540000,1,1,0
2020-04-22,陕西省,610000,279,253,3
2020-04-22,甘肃省,620000,139,137,2
2020-04-22,青海省,630000,18,18,0
2020-04-22,宁夏回族自治区,640000,75,75,0
2020-04-22,新疆维吾尔自治区,650000,76,73,3
2020-04-22,台湾省,710000,426,236,6
2020-04-22,香港特别行政区,810000,1033,678,4
2020-04-22,澳门特别行政区,820000,45,26,0
2020-04-23,北京市,110000,593,524,8
2020-04-23,天津市,120000,189,179,3
2020-04-23,河北省,130000,328,317,6
2020-04-23,山西省,140000,197,142,0
2020-04-23,内蒙古自治区,150000,194,108,1
2020-04-23,辽宁省,210000,146,143,2
2020-04-23,吉林省,220000,108,99,1
2020-04-23,黑龙江省,230000,928,485,13
2020-04-23,上海市,310000,641,533,7
2020-04-23,江苏省,320000,653,646,0
2020-04-23,浙江省,330000,1268,1256,1
2020-04-23,安徽省,340000,991,984,6
2020-04-23,福建省,350000,355,346,1
2020-04-23,江西省,360000,937,936,1
2020-04-23,山东省,370000,787,766,7
2020-04-23,河南省,410000,1276,1254,22
2020-04-23,湖北省,420000,68128,63569,4512
2020-04-23,湖南省,430000,1019,1015,4
2020-04-23,广东省,440000,1585,1528,8
2020-04-23,广西壮族自治区,450000,254,252,2
2020-04-23,海南省,460000,168,162,6
2020-04-23,重庆市,500000,579,573,6
2020-04-23,四川省,510000,561,558,3
2020-04-23,贵州省,520000,147,145,2
2020-04-23,云南省,530000,184,180,2
2020-04-23,西藏自治区,540000,1,1,0
2020-04-23,陕西省,610000,279,253,3
2020-04-23,甘肃省,620000,139,137,2
2020-04-23,青海省,630000,18,18,0
2020-04-23,宁夏回族自治区,640000,75,75,0
2020-04-23,新疆维吾尔自治区,650000,76,73,3
2020-04-23,台湾省,710000,427,253,6
2020-04-23,香港特别行政区,810000,1035,699,4
2020-04-23,澳门特别行政区,820000,45,27,0
2020-04-24,北京市,110000,593,524,8
2020-04-24,天津市,120000,189,179,3
2020-04-24,河北省,130000,328,317,6
2020-04-24,山西省,140000,197,142,0
2020-04-24,内蒙古自治区,150000,194,108,1
2020-04-24,辽宁省,210000,146,143,2
2020-04-24,吉林省,220000,108,99,1
2020-04-24,黑龙江省,230000,928,485,13
2020-04-24,上海市,310000,641,547,7
2020-04-24,江苏省,320000,653,646,0
2020-04-24,浙江省,330000,1268,1256,1
2020-04-24,安徽省,340000,991,984,6
2020-04-24,福建省,350000,355,346,1
2020-04-24,江西省,360000,937,936,1
2020-04-24,山东省,370000,787,766,7
2020-04-24,河南省,410000,1276,1254,22
2020-04-24,湖北省,420000,68128,63569,4512
2020-04-24,湖南省,430000,1019,1015,4
2020-04-24,广东省,440000,1585,1528,8
2020-04-24,广西壮族自治区,450000,254,252,2
2020-04-24,海南省,460000,168,162,6
2020-04-24,重庆市,500000,579,573,6
2020-04-24,四川省,510000,561,558,3
2020-04-24,贵州省,520000,147,145,2
2020-04-24,云南省,530000,184,180,2
2020-04-24,西藏自治区,540000,1,1,0
2020-04-24,陕西省,610000,279,253,3
2020-04-24,甘肃省,620000,139,137,2
2020-04-24,青海省,630000,18,18,0
2020-04-24,宁夏回族自治区,640000,75,75,0
2020-04-24,新疆维吾尔自治区,650000,76,73,3
2020-04-24,台湾省,710000,428,264,6
2020-04-24,香港特别行政区,810000,1035,699,4
2020-04-24,澳门特别行政区,820000,45,27,0
