id,rh_mean,rh_max,rh_min,rh_mean_before,rh_max_before,rh_min_before,rh_mean_after,rh_max_after,rh_min_after,t2m_mean,t2m_max,t2m_min,t2m_mean_before,t2m_max_before,t2m_min_before,t2m_mean_after,t2m_max_after,t2m_min_after,npp,people,GDPTotal,GDPPerson,location,confirmed_before,cured_before,dead_before,confirmed,cured,dead,confirmed_after,cured_after,dead_after,moveIn_index_mean,moveIn_index_max,moveIn_index_min,moveIn_index_mean_before,moveIn_index_max_before,moveIn_index_min_before,moveIn_index_mean_after,moveIn_index_max_after,moveIn_index_min_after,moveOut_index_mean,moveOut_index_max,moveOut_index_min,moveOut_index_mean_before,moveOut_index_max_before,moveOut_index_min_before,moveOut_index_mean_after,moveOut_index_max_after,moveOut_index_min_after,travel_index_mean,travel_index_max,travel_index_min,travel_index_mean_before,travel_index_max_before,travel_index_min_before,travel_index_mean_after,travel_index_max_after,travel_index_min_after,420100_moveIn_mean,420100_moveIn_mean_before,420100_moveIn_mean_after,420100_moveIn_max,420100_moveIn_max_before,420100_moveIn_max_after,420100_moveIn_min,420100_moveIn_min_before,420100_moveIn_min_after,confirmed_log,cured_log,dead_log,confirmed_before_log,cured_before_log,dead_before_log,confirmed_after_log,cured_after_log,dead_after_log
130900,54.43151401515152,86.79781250000002,21.262116666666667,51.24995520833334,72.2024666666667,29.133279166666664,55.13852708333334,86.79781250000002,21.262116666666667,275.3485189393939,283.43470833333333,270.49620833333336,272.9677239583333,274.0913333333333,271.8351666666667,275.8775844907407,283.43470833333333,270.49620833333336,1.8364599999999998,755.49,3676.4,48662.46,沧州市,2,0,1,48,45,3,46,45,2,0.7208531999999999,2.7924264,0.23775120000000002,2.1350268000000003,2.7924264,0.9676584,0.3673097999999999,0.8565912,0.23775120000000002,0.6799960799999999,1.5869844,0.2301696,1.2973751999999998,1.5869844,0.7138691999999999,0.5256512999999999,1.2374532,0.2301696,2.7499244444444435,5.8599,1.5548,5.095044444444444,5.8599,3.0286,2.163644444444444,2.9409,1.5548,0.13860930240000002,0.6884384040000001,0.001152027,0.966306996,0.966306996,0.012787632,0.0,0.0,0.0,3.8918202981106265,3.828641396489095,1.3862943611198906,1.0986122886681098,0.0,0.6931471805599453,3.8501476017100584,3.828641396489095,1.0986122886681098
131000,51.61796448863638,90.719775,23.297254166666654,45.4167953125,55.41269166666666,24.850383333333333,52.99600208333335,90.719775,23.297254166666654,273.92242424242426,279.788,269.1184999999999,271.4174375,273.1495,269.98220833333335,274.4790879629629,279.788,269.1184999999999,3.6648099999999997,467.8,3108.2,66442.92,廊坊市,0,0,0,30,30,0,0,0,0,1.0998504,3.2643324000000002,0.433026,2.5242156000000002,3.2643324000000002,1.3704876,0.7437590999999998,1.4832072,0.433026,1.15845192,3.9252276,0.3830004,3.0826332,3.9252276,1.3233131999999999,0.6774065999999999,1.456218,0.3830004,2.0272622222222223,4.6409,1.1619,3.848155555555556,4.6409,2.2053,1.5720388888888892,2.2075,1.1619,0.0029956896000000004,0.0,0.003744612000000001,0.014004576000000001,0.0,0.014004576000000001,0.0,0.0,0.0,3.4339872044851463,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131100,54.92312736742424,88.98783333333333,22.572325000000006,52.84612083333333,73.83160416666666,28.79079166666667,55.384684375,88.98783333333333,22.572325000000006,275.8695274621212,284.1115000000001,271.49779166666667,272.82436979166664,273.622,272.23900000000003,276.5462291666667,284.1115000000001,271.49779166666667,1.14608,446.04,1558.7,34945.3,衡水市,0,0,0,8,8,0,0,0,0,0.5309172000000001,2.2548779999999997,0.1495908,1.6753679999999995,2.2548779999999997,0.7821359999999999,0.2448045,0.636822,0.1495908,0.4903315199999999,1.0598040000000002,0.19485360000000002,0.8627292,1.0471032,0.4520772,0.39723210000000014,1.0598040000000002,0.19485360000000002,3.1404333333333336,5.8229999999999995,1.9802,5.273533333333334,5.8229999999999995,3.7684,2.607158333333333,3.9094,1.9802,0.00074304,0.0,0.0009288,0.006095087999999999,0.0,0.006095087999999999,0.0,0.0,0.0,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140100,51.20299867424242,89.61667499999999,29.242400000000004,51.558915625,60.23297083333333,43.42657083333333,51.12390601851853,89.61667499999999,29.242400000000004,270.56592424242433,278.455625,263.95616666666666,267.71496875,270.1067083333333,265.71737499999995,271.1994699074073,278.455625,263.95616666666666,4.09708,442.14,3884.48,87856.34,太原市,2,0,0,20,20,0,18,20,0,1.0289232,2.7177119999999997,0.3736368,2.0296404,2.7177119999999997,0.7188264,0.7787438999999999,1.4123484,0.3736368,1.12913352,4.9247676,0.2600424,3.6616968,4.9247676,1.819584,0.4959926999999999,1.7637912,0.2600424,2.2179222222222217,5.482,1.2612,4.1961,5.482,2.2301,1.7233777777777781,2.4003,1.2612,0.05366154960000001,0.25949181600000004,0.002203983,0.8146555560000001,0.8146555560000001,0.052884575999999996,0.0,0.0,0.0,3.044522437723423,3.044522437723423,0.0,1.0986122886681098,0.0,0.0,2.9444389791664403,3.044522437723423,0.0
140200,48.4191909090909,78.243,24.5663625,51.54496145833333,58.30960416666667,41.4780875,47.724575231481474,78.243,24.5663625,268.36983333333325,275.8657083333333,261.12554166666666,265.02411979166675,266.45820833333335,263.66800000000006,269.11332523148144,275.8657083333333,261.12554166666666,1.4496799999999999,245.6,1271.8,51783.39,大同市,1,0,0,12,8,0,11,8,0,0.3933518400000001,1.2344723999999998,0.158922,0.9582191999999999,1.2344723999999998,0.45800640000000004,0.252135,0.5990436,0.158922,0.4092307200000001,0.776628,0.20966039999999997,0.6701724,0.776628,0.35183159999999997,0.34399529999999995,0.6670835999999999,0.20966039999999997,3.3849266666666677,5.3955,2.4391,4.956466666666668,5.3955,3.6843,2.9920416666666667,4.0315,2.4391,0.0002741184,0.0,0.00034264800000000003,0.0075835439999999985,0.0,0.0075835439999999985,0.0,0.0,0.0,2.5649493574615367,2.1972245773362196,0.0,0.6931471805599453,0.0,0.0,2.4849066497880004,2.1972245773362196,0.0
140300,53.074739488636354,87.25476666666668,24.350429166666668,53.94070364583334,69.60758750000001,41.91099166666668,52.88230300925925,87.25476666666668,24.350429166666668,271.841797348485,279.31250000000006,265.63587499999994,269.27282812500005,270.8765416666667,268.2429583333333,272.4126793981482,279.31250000000006,265.63587499999994,0.9926809999999999,141.44,733.7,51873.59,阳泉市,1,0,0,4,4,0,3,4,0,0.14838983999999994,0.452952,0.0448416,0.3689064,0.452952,0.2033748,0.0932607,0.2548908,0.0448416,0.15614784000000004,0.36090359999999994,0.06723,0.31666320000000003,0.36090359999999994,0.1771956,0.11601900000000001,0.21306239999999999,0.06723,3.1363577777777767,5.3677,2.0239,4.839977777777778,5.3677,3.5137,2.7104527777777774,3.7018,2.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.6094379124341003,0.0,0.6931471805599453,0.0,0.0,1.3862943611198906,1.6094379124341003,0.0
140400,55.75669744318182,91.8157625,27.27398333333333,58.286413020833336,71.11845416666667,40.01385833333333,55.194538425925906,91.8157625,27.27398333333333,272.951146780303,280.0673333333334,267.62741666666665,270.19801562500004,271.606375,269.2973333333333,273.56295370370356,280.0673333333334,267.62741666666665,1.06386,346.82,1645.6,47448.24,长治市,1,0,0,8,7,0,7,7,0,0.3167143200000001,1.0802483999999999,0.1011852,0.8506440000000001,1.0802483999999999,0.4097628,0.1832319,0.3769416,0.1011852,0.28484064000000003,0.6618348000000001,0.1139184,0.5556924000000001,0.6618348000000001,0.242352,0.21712769999999995,0.38556,0.1139184,3.0574355555555552,5.3661,2.1596,4.8290444444444445,5.3661,3.4935,2.614533333333333,3.4925,2.1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,2.0794415416798357,0.0,0.6931471805599453,0.0,0.0,2.0794415416798357,2.0794415416798357,0.0
140500,58.8575134469697,91.44203333333336,25.9949375,62.11575156250001,79.35221250000002,38.72647083333333,58.1334605324074,91.44203333333336,25.9949375,274.15352083333323,281.28754166666664,269.1887083333333,270.923390625,271.78562500000004,269.80187500000005,274.87132754629624,281.28754166666664,269.1887083333333,0.8896930000000001,234.31,1351.9,57697.07,晋城市,0,0,0,10,8,0,0,0,0,0.14665248,0.5578632,0.0232308,0.4282812,0.5578632,0.20586959999999999,0.07624530000000003,0.20518920000000002,0.0232308,0.15299136000000002,0.44423640000000003,0.03402,0.3681972,0.44423640000000003,0.1776492,0.09918989999999997,0.188244,0.03402,2.6255466666666667,5.8956,1.2308,5.183133333333333,5.8956,3.6387,1.98615,3.0697,1.2308,0.0005263631999999999,0.0,0.000657954,0.007894584,0.0,0.007894584,0.0,0.0,0.0,2.3978952727983707,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140600,51.71319905303031,82.99662499999998,28.791479166666665,55.66154791666667,59.72451666666666,45.79940000000001,50.83578819444444,82.99662499999998,28.791479166666665,268.2232244318181,276.1729166666666,261.33570833333334,264.47102083333334,265.60175000000004,262.71824999999995,269.0570474537037,276.1729166666666,261.33570833333334,1.12574,178.12,1065.6,59824.84,朔州市,0,0,0,8,8,0,0,0,0,0.26310168,0.750222,0.11067839999999998,0.5906556,0.750222,0.2651292,0.18121320000000005,0.4005288,0.11067839999999998,0.24798384,0.5208624,0.1216296,0.4244832,0.5208624,0.1753164,0.20385899999999998,0.41177159999999996,0.1216296,3.4063444444444437,5.5075,2.4024,4.9911555555555545,5.5075,3.1166,3.0101416666666663,3.8639,2.4024,0.00039346560000000017,0.0,0.0004918320000000001,0.007849871999999999,0.0,0.007849871999999999,0.0,0.0,0.0,2.1972245773362196,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140700,52.0215925189394,87.86263333333332,26.788325000000004,53.12173020833333,62.17409583333333,42.37749583333333,51.77711747685186,87.86263333333332,26.788325000000004,272.7870321969697,279.57949999999994,266.7934583333334,270.3630833333333,271.63741666666664,268.75029166666667,273.3256875,279.57949999999994,266.7934583333334,0.9817,338.16,1447.6,42808.14,晋中市,2,0,0,37,28,0,35,28,0,0.6001451999999999,1.8661428,0.21199320000000002,1.3593528,1.5491088,0.7788636,0.4103433,1.8661428,0.21199320000000002,0.5549702400000001,1.5212771999999999,0.23587199999999997,1.1771892,1.5212771999999999,0.48736080000000004,0.39941550000000003,0.7282871999999999,0.23587199999999997,2.6819355555555555,4.8674,1.8761,4.384233333333333,4.8674,3.1931,2.2563611111111115,3.0355,1.8761,0.0955121976,0.207630936,0.06748251300000001,1.3548902400000002,1.336643856,1.3548902400000002,0.0,0.0,0.0,3.6375861597263857,3.367295829986474,0.0,1.0986122886681098,0.0,0.0,3.58351893845611,3.367295829986474,0.0
140800,58.19199839015153,93.06010833333332,25.7184375,63.51688645833333,78.93067916666669,44.203225,57.00868993055556,93.06010833333332,25.7184375,276.46432954545446,283.47654166666666,270.89504166666666,273.72029166666664,274.8389583333333,272.18241666666665,277.07411574074075,283.47654166666666,270.89504166666666,0.8323370000000001,535.96,1509.6,28166.28,运城市,2,0,0,19,18,0,17,18,0,0.45110232,1.875636,0.0898776,1.458882,1.875636,0.7346699999999999,0.19915739999999998,0.44339399999999995,0.0898776,0.42346152,0.807084,0.1634256,0.6414192000000001,0.807084,0.30686040000000003,0.3689720999999999,0.60021,0.1634256,3.027475555555556,5.8811,1.6192,5.295166666666666,5.8811,3.6555,2.460552777777778,3.924,1.6192,0.051705021600000005,0.251720244,0.001701216,0.83070036,0.83070036,0.032981904,0.0,0.0,0.0,2.995732273553991,2.9444389791664403,0.0,1.0986122886681098,0.0,0.0,2.8903717578961645,2.9444389791664403,0.0
140900,52.14410388257575,86.87152083333332,27.994587499999994,53.73684895833333,58.16107499999999,42.926520833333335,51.790160532407405,86.87152083333332,27.994587499999994,268.6831278409091,276.53349999999995,261.7362083333333,265.1073802083333,266.3787916666667,263.02825,269.477738425926,276.53349999999995,261.7362083333333,0.650625,317.2,989.1,31182.22,忻州市,0,0,0,7,6,0,0,0,0,0.4091868000000001,1.3576248,0.112104,1.0480788,1.3576248,0.5115635999999999,0.2494638,0.6452135999999999,0.112104,0.3578277599999999,0.7665192,0.17253,0.5687099999999999,0.7665192,0.205092,0.3051072,0.49076279999999994,0.17253,3.0060977777777786,5.0482,1.8372,4.523366666666666,5.0482,2.772,2.6267805555555555,3.5608,1.8372,0.00021720240000000003,0.0,0.000271503,0.005159375999999999,0.0,0.005159375999999999,0.0,0.0,0.0,2.0794415416798357,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141000,54.631896496212136,92.72117083333332,27.36334583333333,56.62821145833333,70.96151666666667,40.48896249999999,54.18827094907411,92.72117083333332,27.36334583333333,274.000574810606,281.2274166666666,267.454625,271.5194895833333,272.62712500000004,269.80854166666666,274.55192708333334,281.2274166666666,267.454625,0.666375,450.03,1440.0,31997.87,临汾市,0,0,0,2,2,0,0,0,0,0.4322534399999998,1.5869520000000001,0.1288872,1.1977848,1.5869520000000001,0.5907168,0.24087060000000005,0.5237784000000001,0.1288872,0.4021416,0.8161236,0.1936872,0.6665940000000001,0.8161236,0.33044759999999995,0.3360285,0.5377104,0.1936872,3.3174800000000007,5.6948,2.3431,5.1479,5.6948,3.8245,2.859875,4.0792,2.3431,0.0013709376000000002,0.0,0.0017136720000000005,0.018458928,0.0,0.018458928,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141100,51.57684526515152,92.88045833333332,31.530433333333335,50.65410572916666,58.002512500000016,43.239733333333334,51.781898495370356,92.88045833333332,31.530433333333335,271.49071306818183,279.54545833333333,264.3633333333334,268.58125,270.091375,266.3080416666666,272.13726041666666,279.54545833333333,264.3633333333334,0.6947220000000001,388.56,1420.3,36552.91,吕梁市,0,0,0,6,6,0,0,0,0,0.48533688,1.5603516000000002,0.1566864,1.251594,1.5603516000000002,0.6269399999999999,0.2937725999999999,0.8190071999999999,0.1566864,0.45045288,0.9912780000000001,0.21053520000000003,0.7847279999999999,0.9912780000000001,0.316062,0.3668841000000001,0.5775948000000001,0.21053520000000003,3.18426,5.3395,2.2416,4.9221,5.3395,3.6297,2.7498,4.0203,2.2416,0.0005906952,0.0,0.0007383689999999999,0.006364656,0.0,0.006364656,0.0,0.0,0.0,1.9459101490553132,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150100,48.68200331439394,87.23687916666665,28.41495833333333,55.72529427083333,58.51290000000001,51.61558333333335,47.1168275462963,87.23687916666665,28.41495833333333,266.99334943181816,275.87833333333333,258.779375,263.18268229166665,264.4282083333333,260.99695833333334,267.8401643518519,275.87833333333333,258.779375,1.8556599999999999,311.48,2903.5,93216.26,呼和浩特市,0,0,0,7,4,0,0,0,0,0.5208832799999997,1.1379852,0.1899612,0.9794808,1.1379852,0.5855004,0.4062339000000001,1.0468116,0.1899612,0.53793936,2.0099016,0.1302804,1.5460128000000002,2.0099016,0.9936108,0.2859209999999999,1.0409472,0.1302804,2.7680577777777784,6.0678,1.625,4.984111111111111,6.0678,3.3497,2.214044444444444,3.2953,1.625,0.0013636439999999998,0.0,0.0017045549999999993,0.00916596,0.0,0.00916596,0.0,0.0,0.0,2.0794415416798357,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150200,47.976906250000006,75.13767500000002,22.32985833333333,56.37946875,63.7037875,50.597245833333346,46.1096701388889,75.13767500000002,22.32985833333333,266.111393939394,275.33204166666667,256.44495833333326,262.81884375,265.0575,259.741125,266.8430717592593,275.33204166666667,256.44495833333326,1.00631,287.77,2911.6,101178.02,包头市,0,0,0,11,6,0,0,0,0,0.35995536,0.8450568000000002,0.1282392,0.7364988000000001,0.8450568000000002,0.48113999999999996,0.26581950000000004,0.6670188,0.1282392,0.36907344,1.0542636,0.11252519999999999,0.8943407999999999,1.0542636,0.680724,0.23775659999999996,0.8038764,0.11252519999999999,3.5511133333333333,6.3371,2.3036,5.6099999999999985,6.3371,4.6692,3.036391666666667,4.5511,2.3036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4849066497880004,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
