id,rh_mean,rh_max,rh_min,rh_mean_before,rh_max_before,rh_min_before,rh_mean_after,rh_max_after,rh_min_after
110000,50.60606079545453,86.72239583333332,26.050937500000003,46.992046875,57.517783333333334,34.093583333333335,51.409175,86.72239583333332,26.050937500000003
120000,52.17952140151515,90.38672916666667,23.630437500000003,46.91676041666667,60.70629166666666,25.327987500000006,53.3490238425926,90.38672916666667,23.630437500000003
130100,55.50260388257575,87.73307499999999,22.754337500000002,50.792920312499994,63.900370833333334,34.4772625,56.549200231481485,87.73307499999999,22.754337500000002
130200,51.6580534090909,93.55152916666667,27.5501375,47.05627239583334,63.303583333333336,27.5501375,52.68067141203703,93.55152916666667,28.009716666666666
130300,51.87272282196969,89.61441666666667,29.95794583333333,48.088971875,70.36373750000003,30.807416666666672,52.713556365740736,89.61441666666667,29.95794583333333
130400,56.82209857954544,83.02827083333334,24.752862499999996,56.38597395833333,78.44317500000001,33.02822083333333,56.919015162037034,83.02827083333334,24.752862499999996
130500,56.47409971590909,83.70726666666668,23.42135416666666,55.05314479166667,74.45915,31.36685,56.789867476851846,83.70726666666668,23.42135416666666
130600,53.62587509469699,85.58514166666667,25.621866666666673,48.73097552083333,61.4454,33.314962499999986,54.71363055555557,85.58514166666667,25.621866666666673
130700,50.50538759469698,75.766625,25.225583333333333,51.033415104166664,58.50101666666666,37.602174999999995,50.38804814814816,75.766625,25.225583333333333
130800,53.82731903409091,82.66422916666669,32.33207500000001,53.34103437500001,60.56342083333333,41.298862500000006,53.93538229166666,82.66422916666669,32.33207500000001
130900,54.431514015151514,86.79781250000002,21.262116666666667,51.24995520833334,72.20246666666668,29.133279166666664,55.138527083333344,86.79781250000002,21.262116666666667
131000,51.617964488636375,90.71977500000001,23.297254166666658,45.4167953125,55.41269166666666,24.850383333333337,52.996002083333345,90.71977500000001,23.297254166666658
131100,54.923127367424236,88.98783333333331,22.572325000000003,52.84612083333333,73.83160416666666,28.790791666666667,55.384684375,88.98783333333331,22.572325000000003
140100,51.20299867424242,89.61667499999999,29.242400000000004,51.558915625,60.23297083333333,43.42657083333333,51.123906018518525,89.61667499999999,29.242400000000004
140200,48.419190909090894,78.243,24.5663625,51.54496145833333,58.309604166666674,41.478087499999994,47.72457523148148,78.243,24.5663625
140300,53.074739488636354,87.25476666666667,24.350429166666668,53.94070364583334,69.60758750000001,41.910991666666675,52.88230300925925,87.25476666666667,24.350429166666668
140400,55.75669744318182,91.8157625,27.273983333333334,58.286413020833336,71.11845416666667,40.01385833333333,55.19453842592591,91.8157625,27.273983333333334
140500,58.857513446969705,91.44203333333336,25.994937500000002,62.11575156250001,79.35221250000002,38.72647083333333,58.1334605324074,91.44203333333336,25.994937500000002
140600,51.71319905303031,82.99662499999998,28.791479166666665,55.66154791666667,59.724516666666666,45.79940000000001,50.83578819444444,82.99662499999998,28.791479166666665
140700,52.0215925189394,87.86263333333333,26.788325000000004,53.12173020833333,62.17409583333333,42.377495833333334,51.777117476851856,87.86263333333333,26.788325000000004
140800,58.191998390151525,93.06010833333333,25.718437499999997,63.51688645833333,78.93067916666668,44.203224999999996,57.00868993055556,93.06010833333333,25.718437499999997
140900,52.14410388257575,86.87152083333332,27.994587499999994,53.736848958333326,58.16107499999999,42.926520833333335,51.790160532407405,86.87152083333332,27.994587499999994
141000,54.631896496212136,92.72117083333332,27.36334583333333,56.62821145833333,70.96151666666667,40.48896249999999,54.188270949074095,92.72117083333332,27.36334583333333
141100,51.57684526515152,92.88045833333332,31.530433333333338,50.65410572916666,58.002512500000016,43.239733333333334,51.78189849537036,92.88045833333332,31.530433333333338
150100,48.68200331439394,87.23687916666665,28.41495833333333,55.725294270833324,58.51290000000001,51.61558333333335,47.1168275462963,87.23687916666665,28.41495833333333
150200,47.976906250000006,75.13767500000002,22.329858333333334,56.37946875,63.703787500000004,50.597245833333346,46.109670138888895,75.13767500000002,22.329858333333334
150300,40.214125662878786,80.30089999999997,22.340329166666667,48.64069739583333,64.75969166666665,42.410579166666665,38.34155416666667,80.30089999999997,22.340329166666667
150400,53.570421212121204,69.81347083333334,34.256924999999995,57.426270833333334,68.14959583333334,42.225887500000006,52.713565740740734,69.81347083333334,34.256924999999995
150500,48.5335396780303,67.76934583333333,35.31805000000001,53.12550468749999,67.76934583333333,41.418395833333335,47.513103009259275,66.02993333333333,35.31805000000001
150600,45.79082102272728,76.7002,28.253675,53.751976041666666,64.80289583333334,49.41735416666668,44.02167546296297,76.7002,28.253675
150700,72.01926145833333,93.40156666666667,50.88514166666666,81.79296875000001,93.40156666666667,63.585312499999986,69.8473265046296,89.56881666666665,50.88514166666666
150800,44.82867803030303,75.39265416666666,20.950729166666665,54.251488541666674,60.13500833333333,50.75583749999999,42.73472013888889,75.39265416666666,20.950729166666665
150900,50.74592651515154,73.98209166666666,25.67335416666667,56.102833333333336,62.0738625,47.58079166666666,49.555502777777775,73.98209166666666,25.67335416666667
152200,57.53685000000001,79.73349999999999,36.8655125,63.701430208333335,79.73349999999999,49.79235416666666,56.16694328703703,70.31122916666668,36.8655125
152500,60.76252916666665,78.05775833333333,30.822325000000003,68.72299583333333,75.51573333333333,52.9331,58.99353657407408,78.05775833333333,30.822325000000003
152900,38.59112844696969,67.43724166666667,19.526683333333335,51.07654479166666,53.596258333333346,47.28199583333333,35.81659148148148,67.43724166666667,19.526683333333335
210100,46.03861893939395,88.62089583333334,19.814383333333332,46.66417395833334,65.56424166666667,24.18467916666667,45.89960671296296,88.62089583333334,19.814383333333332
210200,60.522544791666675,94.66945833333334,27.162975000000003,55.08104010416667,90.19729166666667,27.162975000000003,61.73176805555556,94.66945833333334,30.34818333333334
210300,52.477374337121205,89.35139583333334,20.212245833333334,49.74823541666667,87.77742916666665,20.212245833333334,53.08384965277777,89.35139583333334,26.503312499999993
210400,52.759026325757596,93.16640416666667,26.051633333333328,55.131267708333326,86.72559999999999,26.051633333333328,52.23186157407408,93.16640416666667,26.982345833333337
210500,55.465167329545466,94.29909166666665,22.839695833333334,55.16356458333334,90.83740833333333,22.839695833333334,55.53219016203704,94.29909166666665,28.13498750000001
210600,54.77637946969696,98.24310833333334,17.32375916666667,52.067161041666665,92.16059166666666,17.32375916666667,55.378428009259245,98.24310833333334,27.222670833333336
210700,46.4059356060606,93.5219791666667,25.8264125,47.48421770833333,67.80461250000002,29.853133333333336,46.166317361111105,93.5219791666667,25.8264125
210800,53.79768740530303,91.7489625,21.7983,50.306678125,91.7489625,21.7983,54.57346724537038,87.66810833333331,27.476420833333325
210900,46.12372784090908,88.83126666666668,23.892720833333325,47.113503124999994,59.38790416666666,35.31446666666667,45.903777777777776,88.83126666666668,23.892720833333325
211000,49.712636079545454,87.15115833333333,19.06239166666666,47.37194270833333,87.15115833333333,19.06239166666666,50.23279016203705,82.27587500000001,25.859862499999995
211100,48.38377045454545,97.10221250000001,23.26844166666666,49.18903489583333,75.211375,28.02179583333333,48.20482280092592,97.10221250000001,23.26844166666666
211200,47.85889071969697,82.92083333333333,24.331891666666667,50.36985625,70.72372916666667,24.331891666666667,47.30089837962963,82.92083333333333,24.61274583333333
211300,47.55446392045454,71.8081625,27.56719583333334,47.68482916666667,59.2319875,34.69351666666667,47.52549386574072,71.8081625,27.56719583333334
211400,49.19783333333334,83.79970833333333,25.859133333333336,47.156869791666665,70.49706666666665,30.303325,49.65138078703703,83.79970833333333,25.859133333333336
220100,53.445402935606076,85.60642916666667,28.92640416666667,56.42243385416668,81.39829583333335,31.324629166666668,52.78384050925927,85.60642916666667,28.92640416666667
220200,57.07381354166667,91.04444166666667,36.294891666666665,61.52467500000001,83.85745833333333,40.65807083333334,56.08473321759261,91.04444166666667,36.294891666666665
220300,49.51928248106061,86.123475,26.462283333333332,53.20127343750001,75.10264583333336,28.046641666666662,48.70106226851852,86.123475,26.462283333333332
220400,52.1211809659091,90.50949166666668,29.45006666666667,55.912905208333335,81.54212499999998,31.141620833333334,51.278575578703695,90.50949166666668,29.45006666666667
220500,57.36860520833334,88.07787083333334,33.74909166666667,61.473419791666664,85.30694583333333,38.129437499999995,56.45642418981481,88.07787083333334,33.74909166666667
220600,64.9950078598485,87.54328333333332,45.315925000000014,70.7952625,87.54328333333332,50.187758333333335,63.70606238425926,87.22426666666668,45.315925000000014
220700,51.82668314393939,80.2201875,32.91679166666667,55.18632916666667,79.29509999999999,34.550066666666666,51.0800951388889,80.2201875,32.91679166666667
220800,49.89964507575758,74.77135833333332,30.72619166666667,55.913215625,74.77135833333332,33.88851666666667,48.563296064814814,67.32471666666665,30.72619166666667
222400,56.011520265151496,82.54174583333332,33.22452916666666,57.94959270833333,80.87544583333333,33.22452916666666,55.5808375,82.54174583333332,37.22550833333333
230100,58.57385132575758,84.75432500000001,39.16209583333333,61.94569791666666,84.75432500000001,39.41777916666667,57.82455208333335,81.41236666666666,39.16209583333333
230200,58.229504734848476,82.41141666666665,38.15729999999999,65.83494791666666,82.41141666666665,40.38265833333333,56.53940624999999,76.73541666666667,38.15729999999999
230300,59.90648020833334,79.96522916666667,37.127799999999986,61.249398437500005,79.96522916666667,37.127799999999986,59.608053935185175,77.18684583333332,42.692995833333335
230400,62.41083522727271,84.05093749999999,42.479741666666676,68.3364796875,84.05093749999999,42.479741666666676,61.094025347222214,81.5578,44.53202500000001
230500,62.02300426136366,84.8937125,43.47460000000001,65.93596614583333,84.8937125,43.47460000000001,61.153457175925936,78.03276666666667,44.75164166666667
230600,55.918443181818176,81.93607500000003,37.344433333333335,61.103883333333336,81.93607500000003,39.95186666666666,54.76612314814815,78.2286375,37.344433333333335
230700,67.66236079545455,89.83645833333333,49.3337,74.90468802083333,89.83645833333333,49.70092083333333,66.05295474537037,84.46977499999998,49.3337
230800,63.39734356060606,87.47737083333334,47.48567916666667,69.891271875,87.47737083333334,47.63618333333335,61.95424837962961,77.75309583333333,47.48567916666667
230900,59.99527471590909,82.83599166666666,37.98809166666666,61.1795578125,82.83599166666666,37.98809166666666,59.73210069444443,79.12629583333334,43.979808333333324
231000,58.77878096590909,82.49803333333334,38.87845,61.55045677083333,82.49803333333334,38.87845,58.162853009259265,81.9939875,40.102695833333335
231100,66.29078797348483,91.11040416666667,45.47235,76.49162239583333,91.11040416666667,53.1824125,64.02393587962963,87.10773749999998,45.47235
231200,59.98465918560605,83.9868125,40.21579166666667,66.54524791666667,83.9868125,43.44300833333333,58.526750578703705,77.9894125,40.21579166666667
232700,77.68393854166668,95.16147916666665,60.32661249999999,85.78633177083334,95.16147916666665,72.29727083333333,75.88340671296298,91.65468333333332,60.32661249999999
310000,73.26211628787877,98.09985833333333,40.30962916666667,79.17942239583333,96.74034583333332,59.966904166666666,71.94715937499998,98.09985833333333,40.30962916666667
320100,69.45667954545452,97.87490416666667,33.21867499999999,76.84227604166666,97.87490416666667,51.2785625,67.81543587962963,95.90446666666666,33.21867499999999
320200,71.19785558712124,96.95544166666667,35.97609166666667,78.233009375,96.95544166666667,59.275733333333335,69.6344880787037,95.42764166666666,35.97609166666667
320300,63.674368655303034,93.20949583333335,27.193416666666664,64.95410260416666,84.83270416666666,44.727583333333335,63.38998333333333,93.20949583333335,27.193416666666664
320400,70.87845056818182,97.41237083333333,34.58592916666668,77.95811302083332,97.41237083333333,56.6404375,69.30519224537036,95.07560416666666,34.58592916666668
320500,71.78208892045456,96.42185,38.109745833333335,79.17166718749999,96.42185,61.89702083333333,70.13996041666668,95.50889166666666,38.109745833333335
320600,70.98417433712122,97.13775416666665,38.755545833333336,76.8033734375,95.13237500000002,62.49066666666667,69.6910189814815,97.13775416666665,38.755545833333336
320700,65.94934157196968,93.0573875,30.550295833333333,68.28944114583334,87.33465833333332,50.92318749999999,65.42931944444446,93.0573875,30.550295833333333
320800,67.23242253787879,93.84401249999998,29.782458333333338,73.81465677083332,93.84401249999998,51.152454166666665,65.76970381944446,93.6161125,29.782458333333338
320900,68.87389772727273,95.06317083333334,34.667775,74.3266546875,91.1480125,61.3263125,67.66217395833336,95.06317083333334,34.667775
321000,68.30797528409092,94.8783125,34.36337916666667,74.57513854166666,94.8783125,51.82230416666667,66.91527233796297,93.58549583333333,34.36337916666667
321100,69.80803484848484,97.22160833333332,34.1742875,76.76174843749999,97.22160833333332,54.21805416666666,68.26276516203704,94.368475,34.1742875
321200,68.62604753787878,95.03111666666666,34.74908333333334,74.88553125,94.10587083333333,55.60249583333333,67.23505115740741,95.03111666666666,34.74908333333334
321300,66.0081965909091,91.6081375,28.800562499999998,70.698734375,91.32738333333332,51.32827916666667,64.96585486111111,91.6081375,28.800562499999998
330100,76.26942263257575,97.03385416666667,43.900837499999994,83.51223229166666,97.03385416666667,64.38405416666667,74.65990937500004,96.69880833333332,43.900837499999994
330200,75.5470315340909,97.75715000000001,43.35792916666667,81.08417343750001,97.75715000000001,64.26415,74.31655555555555,94.29540833333334,43.35792916666667
330300,76.797818655303,96.10955416666665,43.587020833333334,80.90626093750001,93.33010416666667,71.9554625,75.88483148148148,96.10955416666665,43.587020833333334
330400,72.92438958333332,96.48665,39.1449125,79.99692083333333,95.59062083333333,59.536854166666664,71.35271597222221,96.48665,39.1449125
