city_baidu_id,name,id,20200117_travel,20200118_travel,20200119_travel,20200120_travel,20200121_travel,20200122_travel,20200123_travel,20200124_travel,20200125_travel,20200126_travel,20200127_travel,20200128_travel,20200129_travel,20200130_travel,20200131_travel,20200201_travel,20200202_travel,20200203_travel,20200204_travel,20200205_travel,20200206_travel,20200207_travel,20200208_travel,20200209_travel,20200210_travel,20200211_travel,20200212_travel,20200213_travel,20200214_travel,20200215_travel,20200216_travel,20200217_travel,20200218_travel,20200219_travel,20200220_travel,20200221_travel,20200222_travel,20200223_travel,20200224_travel,20200225_travel,20200226_travel,20200227_travel,20200228_travel,20200229_travel,20200301_travel
220700,松原市,220700,5.7553,5.4542,5.6385,5.8767,5.8545,5.8785,5.6218,4.3193,4.1499,4.6048,4.4402,3.7123,3.4611,3.44,3.3693,3.272,3.1369,3.1914,2.9895,2.7736,2.6891,2.7111,2.4619,2.5876,2.8747,2.9245,3.0057,2.9641,2.9822,2.8578,2.8635,3.2855,3.4432,3.6775,3.9355,4.242,3.8398,4.0494,4.6643,4.4987,4.4879,4.4978,4.2268,4.2199,4.2863
220800,白城市,220800,5.4164,5.0471,5.2575,5.4899,5.4544,5.4861,5.312,4.5751,4.3775,4.8787,4.575,4.0186,3.8299,3.6157,3.359,3.1654,2.9607,2.9369,2.8331,2.7156,2.5786,2.4703,2.4296,2.0821,2.1726,2.101,2.1688,2.0675,2.173,2.1256,2.1635,2.4817,2.5983,2.873,3.0385,3.4484,3.2327,3.4164,3.8344,3.66,3.6453,3.689,3.6484,3.6536,3.6614
222400,延边朝鲜族自治州,222400,5.5574,4.9842,5.2313,5.4148,5.3106,5.1484,4.8264,4.3938,3.6635,3.9491,3.7169,3.3775,3.231,2.4935,2.2462,2.1818,2.14,2.1029,1.9634,1.8691,1.754,1.7387,1.8679,1.871,2.177,2.207,2.2819,2.3541,2.3914,2.1035,1.7037,2.3821,2.6135,2.7729,2.981,3.0299,2.6855,2.7682,3.6309,3.4038,3.4345,3.4776,3.4828,3.093,3.0802
230100,哈尔滨市,230100,5.5989,5.0037,5.3057,5.3991,5.2499,5.0189,4.4454,3.5956,3.038,3.016,2.7892,2.4509,2.395,2.3377,2.3417,2.2601,2.1691,2.2389,1.9507,1.5064,1.3506,1.3565,1.2884,1.2493,1.4788,1.4193,1.4139,1.3856,1.3807,1.2658,1.2214,1.4227,1.4016,1.4194,1.4159,1.3379,1.1925,1.2482,1.5183,1.5304,1.5562,1.5822,1.5654,1.4485,1.4907
230200,齐齐哈尔市,230200,5.4394,5.1109,5.3751,5.6105,5.5343,5.5756,5.2937,4.5755,4.1649,4.467,4.096,3.6106,3.4072,3.2944,3.2247,3.1286,2.9471,2.8368,2.2911,1.8885,1.6869,1.6504,1.6382,1.5256,1.6239,1.587,1.6211,1.5834,1.6676,1.5964,1.5189,1.5929,1.5909,1.5707,1.5971,1.5294,1.4921,1.4889,1.6925,1.7032,1.7485,1.7976,1.7164,1.8416,1.9345
230300,鸡西市,230300,5.1091,4.7801,4.979,5.167,5.1413,5.0559,4.6949,4.1177,3.7423,4.0588,3.8902,3.2046,2.828,2.5412,2.4103,2.2578,2.1485,1.6993,1.4339,1.3293,1.2944,1.306,1.3221,1.186,1.2336,1.222,1.2319,1.2479,1.2307,1.2088,1.1804,1.2097,1.2784,1.3188,1.3407,1.3507,1.2035,1.3157,1.4955,1.4927,1.5291,1.5403,1.5831,1.547,1.6174
230400,鹤岗市,230400,5.4858,5.0456,5.3154,5.4673,5.4486,5.4169,5.151,5.1006,4.4577,4.5517,4.0921,3.4316,3.4282,2.867,2.8316,2.7739,2.6669,2.7231,2.4975,2.386,2.1877,2.1425,2.1241,1.8259,1.9054,1.8321,1.8125,1.7917,1.784,1.705,1.7007,1.8751,1.867,1.9065,1.9679,2.0115,1.8788,1.9537,2.2309,2.2556,2.3461,2.3695,2.4316,2.4748,2.6038
230500,双鸭山市,230500,5.3015,4.9434,5.2032,5.3463,5.3074,5.3242,4.9968,4.4336,3.9075,4.0413,3.5899,3.1202,3.0556,2.9127,2.8113,2.6666,2.4965,2.3097,1.7806,1.4759,1.4608,1.4177,1.3686,1.2149,1.3133,1.3355,1.4308,1.4139,1.4284,1.3864,1.3767,1.4779,1.4486,1.4013,1.4223,1.4652,1.3393,1.4533,1.6688,1.7399,1.781,1.7955,1.8535,1.7762,1.9043
230600,大庆市,230600,6.1595,5.4276,5.8251,6.034,5.8654,5.68,5.1503,4.4163,3.815,3.8259,3.5244,2.9431,2.9022,2.8193,2.8432,2.7859,2.6363,2.6928,2.4293,2.1836,2.0599,2.108,2.0517,1.9463,2.3409,2.2545,2.2717,2.1791,2.2064,1.9449,1.9176,2.2691,2.1702,2.107,1.9754,1.9211,1.6995,1.7511,2.1194,2.1157,2.1389,2.1966,2.1162,2.0388,2.0829
230700,伊春市,230700,4.7249,4.3239,4.6617,4.8333,4.7916,4.8324,4.6145,4.3379,3.744,3.9309,3.556,3.2291,3.2511,2.96,2.8917,2.7488,2.6152,2.5446,2.2927,2.0505,1.9613,2.0272,2.2227,1.8727,2.0501,2.0091,1.9602,1.9252,1.8951,1.552,1.4713,1.5384,1.4876,1.3977,1.3527,1.3978,1.3578,1.4461,1.6355,1.6208,1.6635,1.7102,1.7232,1.7017,1.7945
230800,佳木斯市,230800,5.4375,5.0688,5.3209,5.4885,5.382,5.3108,4.8879,4.2199,3.7002,3.8735,3.4671,2.943,2.8499,2.611,2.3836,2.224,2.0367,1.9457,1.7913,1.5845,1.3669,1.351,1.3894,1.3142,1.4406,1.4246,1.421,1.4292,1.4543,1.41,1.3933,1.5453,1.5703,1.5927,1.6384,1.6335,1.5058,1.6044,1.8817,2.0522,2.1676,2.2331,2.2677,2.1507,2.2448
230900,七台河市,230900,6.1307,5.6905,6.0208,6.1719,6.1472,6.1161,5.6875,4.9467,4.5161,4.4949,3.5384,3.0463,2.9147,2.8061,2.7794,2.6748,2.4125,1.6309,1.5935,1.553,1.5708,1.5895,1.5657,1.4604,1.5662,1.5649,1.5894,1.5928,1.5928,1.5605,1.5573,1.6319,1.6423,1.6338,1.633,1.6193,1.5278,1.562,1.7159,1.7262,1.7556,1.803,1.8219,1.7979,1.8425
231000,牡丹江市,231000,5.2554,4.801,5.1266,5.2824,5.2115,5.1426,4.7475,4.319,3.6237,3.8661,3.532,3.0037,2.9696,2.8236,2.7603,2.4876,2.2669,2.2251,1.9978,1.7575,1.6633,1.6759,1.6815,1.5597,1.7863,1.7504,1.7063,1.7169,1.7246,1.6128,1.5355,1.7803,1.8222,1.845,1.8674,1.8388,1.6642,1.7729,2.2081,2.2351,2.2976,2.3267,2.3162,2.1275,2.2203
231100,黑河市,231100,4.7591,4.4374,4.6295,4.8316,4.7143,4.686,4.4071,4.0212,3.5221,3.5804,3.3367,3.0182,3.0179,2.959,2.8625,2.5745,2.2068,1.8858,1.7983,1.6409,1.4337,1.4266,1.4392,1.2871,1.3049,1.267,1.2037,1.1732,1.1874,1.1341,1.1219,1.1823,1.1624,1.1728,1.1807,1.1806,1.1116,1.15,1.2723,1.2575,1.3313,1.3602,1.3593,1.3883,1.4236
231200,绥化市,231200,5.2746,5.1572,5.327,5.6102,5.5806,5.7058,5.4643,4.0824,3.924,4.205,4.0289,3.5215,3.2507,3.0786,2.9205,2.7992,2.4278,2.0765,1.9128,1.7442,1.7148,1.7503,1.7252,1.6217,1.7006,1.7116,1.7068,1.6815,1.6758,1.6738,1.6487,1.7109,1.7128,1.7202,1.7312,1.6877,1.6627,1.6964,1.8053,1.8368,1.8428,1.8919,1.8568,1.8917,2.0448
232700,大兴安岭地区,232700,4.8178,4.2317,4.5671,4.6659,4.4796,4.3996,4.1386,4.0331,3.5403,3.4894,3.283,2.9138,2.8607,2.3057,2.1838,2.0973,2.0968,1.8714,1.6091,1.5843,1.537,1.5909,1.6232,1.4578,1.4171,1.4478,1.4497,1.4877,1.5281,1.4509,1.4709,1.6096,1.6205,1.6101,1.6277,1.6451,1.5828,1.5758,1.982,1.8912,1.8156,1.8358,1.8675,1.826,1.8458
310000,上海市,310000,6.2951,4.5989,5.2619,5.2413,4.7124,3.9841,3.2991,2.4791,1.7764,1.6174,1.6,1.5664,1.5537,1.4803,1.6171,1.5741,1.4982,1.8374,1.7304,1.7024,1.5969,1.6274,1.5089,1.5218,2.5668,2.2464,2.3472,2.3907,2.4369,1.6099,1.5291,2.7933,2.7717,2.8238,2.943,3.0464,2.0633,1.9461,3.7677,3.7491,3.7589,3.8518,3.8699,2.4827,2.3332
320100,南京市,320100,6.1542,4.9269,5.5181,5.4764,5.0028,4.3309,3.5116,2.643,2.2064,1.8981,1.7236,1.6103,1.6616,1.497,1.5489,1.5039,1.4647,1.7298,1.6129,1.5598,1.4522,1.4683,1.3857,1.4212,1.9832,1.8014,1.8769,1.8965,1.9244,1.39,1.4017,2.1864,2.2481,2.3354,2.6038,2.7827,2.256,2.176,3.6194,3.5288,3.66,3.7344,3.6349,2.8093,2.6025
320200,无锡市,320200,5.9663,5.0773,5.1684,5.0331,4.6223,4.0822,3.6324,2.9284,2.4716,2.1029,2.0023,1.8785,1.8824,1.7595,1.8455,1.8697,1.7714,1.7787,1.6619,1.6223,1.4878,1.5074,1.4476,1.4424,1.9095,1.7985,2.0201,2.0827,2.1855,1.8079,1.7834,2.5356,2.6567,2.7562,3.0755,3.3735,3.0659,2.9086,4.202,4.2638,4.3614,4.5385,4.4498,3.9692,3.6713
320300,徐州市,320300,6.0987,5.7322,5.9425,6.2045,6.1898,6.291,6.1684,4.9175,3.7001,3.8041,2.7591,2.5212,2.2748,2.2546,2.132,2.0022,1.9135,2.0369,1.9921,1.6961,1.601,1.7938,1.7282,1.8643,2.2141,2.1221,2.2699,2.3569,2.2237,1.7466,1.8851,2.4024,2.5244,2.6497,3.0175,3.5704,3.6036,3.3211,3.6895,3.8304,3.9814,3.8815,3.8118,3.8138,3.7328
320400,常州市,320400,6.076,5.2576,5.2463,5.0957,4.6406,4.1354,3.7742,3.1441,2.7425,2.0558,1.9283,1.7752,1.7918,1.686,1.7491,1.7251,1.6041,1.6982,1.6432,1.6169,1.437,1.4183,1.3207,1.3247,1.7342,1.6344,1.8077,1.8364,1.8955,1.5626,1.514,2.1433,2.3662,2.5483,2.838,3.0177,2.8044,2.6411,3.8094,3.8465,3.9847,4.1673,4.108,3.801,3.4621
320500,苏州市,320500,5.9167,4.8686,4.8454,4.6361,4.129,3.451,2.9363,2.2026,1.6197,1.5162,1.5272,1.5108,1.5324,1.439,1.5009,1.4863,1.4059,1.5433,1.4729,1.4312,1.3411,1.3721,1.343,1.3609,1.9454,1.8431,2.0395,2.1473,2.2728,1.8198,1.6952,2.6725,2.8126,2.8882,3.1088,3.2782,2.7756,2.5168,3.8954,3.9971,4.0303,4.1978,4.1884,3.5446,3.1914
320600,南通市,320600,6.0038,5.4525,5.4976,5.6282,5.4239,5.2445,5.1247,4.4217,3.355,3.6195,3.2896,3.087,3.0433,2.8392,2.8462,2.8569,2.7213,2.7555,2.4565,2.2541,2.0667,2.1013,2.1762,2.1798,2.5633,2.3632,2.6657,2.7382,2.8343,2.5188,2.4674,3.2135,3.4071,3.5201,3.7153,3.8726,3.636,3.4959,4.3719,4.2517,4.3132,4.4082,4.2287,4.0786,3.9284
320700,连云港市,320700,5.91,5.4349,5.8596,6.265,6.1709,6.2805,6.1427,4.7232,3.9781,4.5465,3.5159,3.1212,2.9553,2.9148,2.7243,2.5765,2.4827,2.6189,2.4862,2.1893,2.0849,2.1389,1.9412,1.9127,2.1835,1.9632,2.0874,2.1441,2.0446,1.5923,1.5711,2.0747,2.1721,2.2195,2.3267,2.3943,2.3003,2.2802,2.7146,2.7952,3.0284,3.0597,2.9314,3.0152,2.8882
320800,淮安市,320800,6.2816,5.7423,6.0095,6.3486,6.2253,6.315,6.2995,5.4431,4.5924,4.8496,4.1407,3.6188,3.4588,3.248,3.0931,2.9587,2.8246,2.877,2.6805,2.3586,2.1149,2.0829,1.9153,1.9191,2.2444,1.958,2.2836,2.3716,2.2655,1.769,1.8002,2.4463,2.5898,2.6372,2.918,3.1105,3.1109,3.1397,3.7939,3.6601,3.8006,3.8356,3.5571,3.6698,3.5662
320900,盐城市,320900,5.8452,5.4832,5.6733,5.9959,5.9053,5.9345,6.1112,5.3585,5.8443,5.5045,4.7957,4.2728,3.8893,3.5693,3.4684,3.3767,3.2198,3.2996,3.2089,2.9514,2.8944,3.0116,2.9638,2.9693,3.3397,2.9222,3.363,3.5009,3.3688,2.6915,2.5829,3.4869,3.7758,3.9133,4.1274,4.1732,4.1063,4.0401,4.5691,4.3398,4.5081,4.6018,4.2463,4.3942,4.2145
321000,扬州市,321000,6.1547,5.6333,5.7656,5.9168,5.5985,5.3691,5.0527,4.0979,3.6876,3.9056,3.4133,3.0415,2.9395,2.7719,2.6806,2.4991,2.3868,2.5465,2.4825,2.3906,2.2926,2.1924,2.1433,2.0584,2.4251,2.2307,2.4602,2.558,2.5675,2.0917,2.0357,2.7767,2.9197,3.0005,3.2232,3.3416,3.1585,3.0785,4.0951,3.8945,4.0984,4.2033,3.9787,3.8846,3.6104
321100,镇江市,321100,5.7561,5.0239,5.1792,5.1903,4.8703,4.6049,4.3617,3.8604,3.2526,2.9889,2.4106,2.1224,2.1741,2.1166,2.1844,2.2466,2.1096,2.2911,2.2112,2.0955,1.8554,1.8022,1.7592,1.8339,2.4203,2.2581,2.5346,2.5885,2.6425,2.1189,2.1485,2.9383,3.1053,3.176,3.4151,3.5761,3.2909,3.1367,4.2104,4.0625,4.2133,4.308,4.1064,3.8272,3.5836
321200,泰州市,321200,6.2352,5.824,5.9412,6.0852,5.8627,5.7801,5.6749,4.7491,4.3828,4.7388,3.9525,3.4791,3.2643,2.9272,2.8353,2.7538,2.5601,2.6366,2.4704,2.2587,1.9681,1.9038,1.8165,1.8519,2.1244,1.9454,2.1728,2.2296,2.2875,1.9939,2.0001,2.5333,2.7378,2.9074,3.3045,3.7783,3.8868,3.8166,4.5255,4.2955,4.5038,4.5772,4.2759,4.2705,4.0444
321300,宿迁市,321300,6.1677,5.901,6.075,6.4042,6.3592,6.5725,6.4781,5.2574,4.1585,4.6662,4.1477,3.6451,3.4713,3.2773,3.0844,2.9299,2.8183,2.8718,2.7347,2.3632,2.2197,2.2309,2.0969,2.107,2.4973,2.3054,2.6438,2.8192,2.6944,2.1105,2.1443,2.8245,3.0367,3.1659,3.5121,3.7421,4.0635,4.2502,4.6383,4.5459,4.6571,4.6083,4.3095,4.5328,4.3989
330100,杭州市,330100,5.7533,4.6191,4.8404,4.6611,4.1854,3.5098,2.8829,2.2181,1.8072,1.5682,1.45,1.357,1.3655,1.2906,1.3346,1.2798,1.1882,1.3077,1.1415,1.0191,0.8822,0.8877,0.8271,0.8605,1.0941,1.0705,1.1616,1.2643,1.4047,1.2694,1.3317,1.9911,2.2069,2.3613,2.656,2.8187,2.3328,2.2158,3.5278,3.6015,3.5449,3.7575,3.8783,3.0666,2.895
330200,宁波市,330200,5.3566,4.4129,4.4474,4.1766,3.8245,3.4771,3.0491,2.5593,2.2184,1.9289,1.7341,1.6488,1.5794,1.452,1.4739,1.4798,1.4079,1.4662,1.2518,1.2168,1.0346,1.015,0.9742,1.0441,1.4297,1.3456,1.5222,1.6562,1.8192,1.6084,1.532,2.3072,2.503,2.7723,3.0677,3.2712,2.8644,2.6804,3.9203,4.0339,4.005,4.1983,4.3705,3.8667,3.4221
330300,温州市,330300,3.9268,3.5516,3.6148,3.6722,3.5982,3.598,3.3249,2.7482,1.8264,1.673,1.8711,1.5541,1.4118,1.3071,1.2615,1.2026,1.0525,0.8953,0.7642,0.7765,0.6558,0.6946,0.667,0.7121,0.7663,0.7634,0.7709,0.7871,0.8201,0.7702,0.7898,0.9524,1.0086,1.1659,1.6243,1.8656,1.7531,1.7336,2.3377,2.3882,2.4037,2.5137,2.687,2.608,2.4639
330400,嘉兴市,330400,4.7765,4.1968,4.1106,3.981,3.6811,3.3106,3.0618,2.6303,2.0352,1.6686,1.5792,1.5883,1.6142,1.5613,1.6356,1.6367,1.5144,1.6324,1.5541,1.5186,1.3236,1.3161,1.2982,1.3178,1.5972,1.5345,1.7271,1.8705,1.9881,1.799,1.7768,2.3491,2.5339,2.6573,2.8648,3.0258,2.8266,2.6591,3.5065,3.6219,3.558,3.7942,3.8668,3.5545,3.38
330500,湖州市,330500,4.8746,4.365,4.3955,4.3493,4.0976,3.8043,3.6634,3.2456,2.7449,2.407,1.9826,1.8175,1.82,1.762,1.7806,1.7413,1.6387,1.6932,1.5128,1.4335,1.2364,1.2799,1.3085,1.3918,1.6584,1.671,1.9256,2.0979,2.2809,2.0878,2.205,2.9528,3.1765,3.2972,3.5299,3.632,3.3516,3.2302,4.0744,4.1081,3.9317,4.2256,4.2801,3.8937,3.8359
330600,绍兴市,330600,4.8878,4.3874,4.3634,4.3141,4.1941,4.0032,3.7605,3.3417,2.8527,2.4855,2.0377,1.7984,1.7055,1.5771,1.6312,1.6702,1.5998,1.6477,1.5168,1.5956,1.3315,1.365,1.3697,1.369,1.574,1.4562,1.5645,1.7123,1.901,1.7844,1.8988,2.5891,2.9224,3.0959,3.3656,3.5697,3.3708,3.2262,4.0626,4.1379,4.0049,4.2391,4.3704,4.1113,3.7934
330700,金华市,330700,4.1992,3.6596,3.5652,3.474,3.3448,3.196,2.8879,2.4323,1.8859,1.7691,1.4565,1.2804,1.3067,1.197,1.1996,1.1634,1.0716,1.0822,0.9452,0.9716,0.8049,0.8412,0.7983,0.8093,0.9902,1.0621,1.2025,1.2878,1.4913,1.4094,1.426,1.9193,2.1348,2.2497,2.4816,2.6707,2.5935,2.5763,3.1732,3.2532,3.2191,3.3789,3.5626,3.4771,3.2388
330800,衢州市,330800,6.0807,5.7035,5.9406,6.0827,6.1409,6.0228,5.5507,4.4675,3.6947,3.3953,2.8977,2.6803,2.754,2.5385,2.4271,2.2161,2.0841,2.216,2.1309,2.2019,1.8597,2.0857,2.1043,2.2469,2.5931,2.5208,2.6108,2.6918,2.8825,2.6774,2.9819,3.8074,3.9705,4.0586,4.4055,4.5664,4.299,4.1652,4.9343,4.9703,4.9195,4.9517,5.157,4.8543,4.4271
330900,舟山市,330900,5.2665,4.4945,4.7941,4.7973,4.6392,4.3802,4.0471,3.5194,2.9437,2.6885,2.5015,2.5269,2.3396,2.1614,2.3075,2.3304,2.3031,2.6007,2.3915,2.556,2.2994,2.2952,2.2228,2.2879,2.9841,2.4074,2.5263,2.6793,2.7765,2.3426,2.0148,3.0802,3.2367,3.3704,3.5741,3.7374,3.1372,3.004,4.1466,4.2267,4.1353,4.325,4.4324,3.7584,3.3377
331000,台州市,331000,4.8987,4.4378,4.3908,4.3764,4.2267,4.1643,3.8898,3.27,2.0526,1.6219,1.8787,1.7745,1.7012,1.6203,1.5696,1.5491,1.4802,1.3335,1.0742,1.0862,0.866,0.9412,0.8966,0.9502,1.078,1.05,1.1569,1.2568,1.4668,1.4294,1.3397,1.7487,1.933,2.1811,2.5269,2.8684,2.8504,2.8124,3.5947,3.707,3.7024,3.8527,4.0498,3.9735,3.6319
331100,丽水市,331100,4.9198,4.5456,4.66,4.768,4.7183,4.7053,4.4453,3.8596,2.5229,2.2819,2.077,1.8458,1.9505,1.8754,1.7336,1.5562,1.2338,1.1112,1.0396,1.1583,0.9794,1.1462,1.0934,1.1805,1.3471,1.3606,1.387,1.412,1.6103,1.5673,1.7914,2.4554,2.6711,3.0213,3.4071,3.6246,3.3568,3.3006,3.9385,3.9168,3.9443,3.9641,4.1456,3.9715,3.6209
340100,合肥市,340100,5.8455,5.0728,5.4426,5.4711,5.0325,4.4789,3.8241,3.2787,2.8208,2.2211,1.9277,1.8416,1.7707,1.7201,1.7046,1.68,1.5458,1.7502,1.6742,1.6026,1.3844,1.4353,1.3382,1.3639,1.7653,1.647,1.6853,1.7322,1.7593,1.3053,1.3049,1.9934,2.0037,2.0261,2.1277,2.1513,1.8233,1.8141,2.8543,2.7863,2.9133,2.9712,2.9296,2.5447,2.4875
340200,芜湖市,340200,5.784,5.3872,5.6445,5.8798,5.513,5.2032,4.9703,4.3504,4.1516,3.6323,3.1266,2.7532,2.6616,2.5884,2.5733,2.5642,2.4031,2.5441,2.4035,2.2595,1.9346,1.9843,1.9269,2.0134,2.3824,2.2496,2.4506,2.5085,2.5738,2.1847,2.2388,2.9113,2.9861,2.9826,3.1095,3.1059,2.9567,2.8498,3.9233,3.9219,3.87,4.1156,3.9402,3.69,3.5504
340300,蚌埠市,340300,6.0789,6.0036,6.4594,6.9138,6.8327,7.0133,6.8208,5.2409,4.5358,4.3912,4.1463,3.9853,3.5046,3.3038,2.9741,2.6603,2.4387,2.3368,2.1931,2.0448,1.9335,1.9911,1.8108,1.7751,1.9254,1.8059,1.9549,1.9947,2.0263,1.6407,1.6975,1.993,2.0744,2.1237,2.2609,2.337,2.4931,2.8019,3.3032,3.2638,3.3364,3.2578,3.0863,3.3196,3.3898
340400,淮南市,340400,5.6002,5.4667,5.8444,6.2685,6.2448,6.5094,6.4921,5.699,5.4364,4.7935,4.3552,3.743,3.6364,3.5267,3.3951,3.3177,3.2105,3.258,2.9912,2.5441,2.1963,2.2976,2.2163,2.3128,2.484,2.4296,2.5438,2.6189,2.5824,2.0577,2.113,2.6375,2.6338,2.6451,2.7816,2.8149,2.734,2.8727,3.7743,3.6216,3.5997,3.5305,3.2917,3.4682,3.5084
340500,马鞍山市,340500,5.7003,5.2719,5.6985,5.955,5.6686,5.6285,5.5178,4.7866,4.3345,3.572,3.1111,2.8231,2.7945,2.7358,2.7712,2.7408,2.471,2.6756,2.6339,2.6408,2.3631,2.3036,2.0447,2.1504,2.6248,2.4762,2.6191,2.6271,2.621,2.0815,2.1036,2.7072,2.7642,2.8103,3.0046,3.1262,3.1452,3.3085,4.3086,4.1498,4.2141,4.3,4.0784,3.871,3.9104
340600,淮北市,340600,5.9084,5.6786,5.9138,6.2924,6.27,6.3959,6.3264,4.851,4.0747,4.286,3.2501,2.8604,2.7081,2.6445,2.6071,2.6023,2.1344,2.0197,1.9205,1.7166,1.6576,1.7737,1.625,1.7217,1.8761,1.8078,1.8742,1.9395,1.9312,1.6816,1.7055,1.9782,2.0665,2.1177,2.256,2.5917,2.7348,2.8647,3.276,3.4897,3.6236,3.5108,3.429,3.3824,3.2934
340700,铜陵市,340700,6.3408,5.812,6.407,6.7939,6.5495,6.5021,6.4874,5.7382,4.9105,4.4961,3.8972,3.7641,3.7135,3.652,3.5692,3.5489,3.2421,3.6335,3.4914,3.5204,3.0615,3.1939,3.0945,2.9322,3.3776,3.1584,3.2821,3.3298,3.3583,2.674,2.7039,3.5989,3.564,3.5906,3.6909,3.6854,3.3171,3.2911,4.6704,4.695,4.4925,4.8323,4.688,4.425,4.3633
340800,安庆市,340800,6.8309,6.6654,7.0993,7.5103,7.3025,7.5391,7.4074,6.0906,5.2859,4.2491,3.9171,3.7481,3.5857,3.5688,3.3726,3.3745,3.0559,3.2892,3.2127,3.1877,2.6398,2.9278,2.819,2.8303,2.9026,2.7741,2.9457,2.9922,2.9914,2.6323,2.7359,3.2057,3.2373,3.2727,3.4822,3.6589,4.0196,4.06,5.1094,5.0412,4.7206,4.8976,4.8069,4.9349,5.045
341000,黄山市,341000,6.3824,5.9964,6.2926,6.5525,6.373,6.1457,5.8886,5.011,4.0379,4.5137,3.1269,2.7156,2.6337,2.5453,2.6254,2.6813,2.491,2.7816,2.8539,2.8972,2.3247,2.6603,2.6827,2.6923,2.7553,2.3846,2.5858,2.5989,2.8327,2.29,2.4185,3.1448,3.3314,3.4977,3.984,4.3236,4.319,4.2813,5.0965,5.0121,4.5598,5.0427,4.8812,4.4437,4.6002
341100,滁州市,341100,5.804,5.7016,5.9768,6.3638,6.108,6.2849,6.107,5.4511,5.0002,4.4729,3.8771,3.5826,3.4261,3.3212,3.2228,3.2501,3.1448,3.1236,3.074,2.8489,2.4601,2.5206,2.6651,2.6487,2.8817,2.6601,2.8278,2.8552,2.8067,2.2581,2.3113,2.9189,3.1024,3.0957,3.2725,3.3257,3.3822,3.3636,4.1748,4.0776,4.2417,4.271,3.9917,4.1354,4.1283
341200,阜阳市,341200,6.9086,6.9757,7.3903,8.0327,8.006,8.1975,8.2553,6.0818,5.3681,5.0233,4.1877,3.9622,3.7438,3.8443,3.6041,3.5225,3.3937,3.38,3.2292,2.9051,2.4352,2.5035,2.4432,2.4736,2.5648,2.5616,2.6277,2.689,2.5909,2.2791,2.4282,2.7126,2.7631,2.7957,2.9238,3.0688,3.3967,3.6151,3.8342,3.5246,3.4895,3.3178,3.4073,3.8749,4.0081
341300,宿州市,341300,6.1453,6.1501,6.5511,7.0323,7.1719,7.5199,7.7168,5.6966,4.9331,5.6999,4.735,4.0491,3.3886,3.132,2.929,2.7599,2.6082,2.5095,2.3973,2.194,2.1477,2.4335,2.252,2.3583,2.4316,2.2524,2.3629,2.4431,2.3255,1.9654,2.0978,2.3389,2.4369,2.5118,2.7418,3.2871,3.498,3.4768,3.6874,3.9404,4.1092,3.9534,3.7942,4.1138,4.1534
341500,六安市,341500,6.1614,6.1416,6.5195,6.9636,6.9521,7.1285,7.0548,6.2149,5.3205,5.1862,4.631,4.2481,3.9633,3.7819,3.5996,3.5238,3.2452,3.2578,3.092,2.9743,2.5271,2.7169,2.764,2.664,2.7494,2.6898,2.7176,2.7687,2.7688,2.3336,2.415,2.9549,3.0585,3.0969,3.2598,3.297,3.4077,3.5581,4.2851,4.1123,4.1744,4.1435,3.9561,4.3562,4.467
341600,亳州市,341600,6.9771,7.1221,7.7138,8.4069,8.4764,8.7434,8.8778,6.1385,5.8872,6.3027,5.4133,4.9559,4.2488,4.2385,4.1331,4.0146,4.0296,4.0146,3.9112,3.5711,3.121,3.1703,2.9495,3.1806,3.3194,3.2603,3.3733,3.5052,3.3673,3.0283,3.249,3.6204,3.7647,3.8701,4.0538,4.2755,4.5377,4.5616,4.9594,5.0108,5.0315,4.7271,4.6084,5.1439,5.3361
341700,池州市,341700,6.136,5.8862,6.1455,6.523,6.2974,6.2806,6.0687,5.049,4.3865,4.8344,3.9567,3.7081,3.4789,3.4573,3.2349,3.1162,2.7924,3.0434,2.9694,2.9405,2.4749,2.7483,2.7915,2.75,2.8022,2.5322,2.6885,2.6777,2.747,2.3395,2.4801,3.0799,3.2255,3.281,3.5625,3.6971,3.9291,4.1655,5.0431,4.7608,4.5029,4.8086,4.6212,4.5426,4.7444
341800,宣城市,341800,6.117,5.8434,5.9157,6.1397,6.0175,5.8901,5.8472,5.5343,5.1549,4.8787,3.8441,3.4785,3.4381,3.2938,3.3252,3.4095,3.2366,3.467,3.4315,3.2662,2.5689,2.5951,2.733,2.7048,2.982,2.745,3.0104,3.1221,3.3689,2.8144,2.9675,3.7288,3.9671,4.0884,4.3444,4.34,4.2827,4.2253,5.0338,4.9006,4.5533,4.9972,4.8788,4.6882,4.7483
350100,福州市,350100,4.8567,4.1983,4.47,4.459,4.247,3.919,3.3893,2.4862,2.0476,1.6407,1.6839,1.5098,1.5341,1.5564,1.6023,1.5856,1.5624,1.6192,1.5478,1.4933,1.3394,1.3938,1.1831,1.2654,1.7138,1.6894,1.7162,1.7651,1.8045,1.6376,1.4494,2.4177,2.4687,2.5396,2.7046,2.8651,2.3487,2.2512,3.2714,3.2945,3.322,3.2174,3.3308,2.7896,2.5408
