city_baidu_id,name,id,20200117_travel,20200118_travel,20200119_travel,20200120_travel,20200121_travel,20200122_travel,20200123_travel,20200124_travel,20200125_travel,20200126_travel,20200127_travel,20200128_travel,20200129_travel,20200130_travel,20200131_travel,20200201_travel,20200202_travel,20200203_travel,20200204_travel,20200205_travel,20200206_travel,20200207_travel,20200208_travel,20200209_travel,20200210_travel,20200211_travel,20200212_travel,20200213_travel,20200214_travel,20200215_travel,20200216_travel,20200217_travel,20200218_travel,20200219_travel,20200220_travel,20200221_travel,20200222_travel,20200223_travel,20200224_travel,20200225_travel,20200226_travel,20200227_travel,20200228_travel,20200229_travel,20200301_travel
150900,乌兰察布市,150900,5.8795,5.4124,5.7389,5.9872,5.9964,6.0946,6.0041,5.919,5.7373,5.4956,5.1877,4.5626,4.1211,3.9822,3.4439,3.3083,3.094,3.195,3.0306,2.8995,2.8316,2.9071,2.9581,2.8949,3.0924,3.0846,3.1027,3.1159,2.9294,2.6456,2.6786,3.1006,3.1542,3.191,3.126,3.1418,3.0756,3.2567,4.0595,4.0749,4.2308,4.2653,4.4603,4.2846,4.2245
152200,兴安盟,152200,5.8405,5.5401,5.7674,5.9412,5.8816,5.8361,5.4398,4.4293,4.6556,5.1532,4.3854,3.5698,3.2436,3.1858,3.0014,2.9155,2.7965,2.8947,2.7783,2.7192,2.6735,2.6325,2.7059,2.5406,2.6969,2.647,2.7456,2.5543,2.6696,2.568,2.4999,2.7835,2.8106,2.8591,2.9196,2.8727,2.8346,2.891,3.5848,3.8153,4.0831,4.1699,4.0754,4.074,4.1076
152500,锡林郭勒盟,152500,5.5342,4.9997,5.2963,5.3757,5.2433,5.0394,4.6956,4.6127,4.5184,3.9142,3.5858,3.3414,3.3195,3.2865,3.052,2.8884,2.7437,2.8001,2.6761,2.598,2.5981,2.6003,2.5008,2.1494,2.284,2.2152,2.2563,2.1505,2.0042,1.889,1.8916,2.1071,2.136,2.1509,2.1639,2.1542,1.9721,1.9952,2.4785,2.4676,2.6611,2.8877,3.0435,2.8304,2.7751
152900,阿拉善盟,152900,5.2519,4.5546,4.8616,4.8366,4.6323,4.3813,4.0859,3.9248,3.8902,3.3551,3.219,3.0665,2.9777,2.7901,2.8651,2.7611,2.6983,2.8657,2.7503,2.7028,2.6348,2.5911,2.433,2.3617,2.7791,2.7827,2.8633,2.7847,2.8339,2.5024,2.5073,3.1865,3.1352,3.2661,3.1743,3.275,2.8847,2.9629,3.8366,3.822,3.8296,3.9593,4.1763,3.6184,3.647
210100,沈阳市,210100,6.0462,5.1166,5.6173,5.6969,5.4286,4.9814,4.1542,3.2568,2.863,2.6589,2.3218,2.1113,2.1124,2.0049,2.1011,2.0996,1.9625,2.1778,2.057,1.9395,1.889,1.8769,1.8392,1.7597,2.4683,2.3864,2.4189,2.4683,2.4153,1.7228,1.7506,2.7783,2.8649,2.9242,3.0396,2.7125,2.6502,2.632,4.0171,3.9108,3.9768,4.04,3.9717,3.3482,3.3352
210200,大连市,210200,6.0302,5.0804,5.5913,5.6521,5.3897,5.0088,4.2187,3.2515,3.0511,2.7491,2.6839,2.3988,2.2948,2.2367,2.4122,2.3237,2.2119,2.4768,2.2124,2.211,2.2671,2.3009,2.2592,2.2743,3.0464,2.886,2.9285,3.0032,2.9574,1.5559,1.7374,3.0226,3.2271,3.2784,3.378,3.3071,2.8045,2.6834,3.9396,3.8898,3.9343,3.998,3.9946,3.2989,3.2053
210300,鞍山市,210300,6.0334,5.3751,5.8187,5.9194,5.8377,5.7197,5.2869,4.282,4.4343,4.2301,3.5927,3.2769,3.2053,3.0991,3.1641,2.9782,2.7825,2.922,2.7319,2.4315,2.453,2.337,2.4207,2.3032,2.9389,2.9226,3.0215,3.0998,2.9696,2.0581,2.0788,2.9793,3.1651,3.2326,3.3583,3.0592,3.1571,3.3543,4.4526,4.271,4.385,4.4937,4.3751,3.9544,4.1352
210400,抚顺市,210400,5.5384,4.9088,5.3549,5.5247,5.4949,5.3763,4.9164,4.334,4.044,3.9741,3.5021,3.0897,3.0397,2.8425,2.8199,2.7503,2.6292,2.8686,2.7972,2.6656,2.6813,2.7452,2.8116,2.5532,3.1344,3.075,3.1317,3.1278,3.1359,2.2454,2.2839,3.1678,3.3119,3.3973,3.4989,3.1009,3.0376,3.1592,4.2868,4.1163,4.1673,4.1609,4.0333,3.6135,3.643
210500,本溪市,210500,5.7931,5.0084,5.672,5.7513,5.6907,5.6142,5.1257,4.2704,3.9501,3.3502,2.9855,2.7236,2.6672,2.5839,2.4968,2.4384,2.4118,2.5253,2.5147,2.3706,2.3085,2.3742,2.4546,2.3997,3.1878,3.0385,3.0797,3.0462,2.9727,1.9133,1.8584,2.8527,3.0549,3.1451,3.2669,3.203,2.8933,3.1187,4.4807,4.3615,4.4368,4.4435,4.3394,3.6761,3.7109
210600,丹东市,210600,5.909,5.4621,5.7619,5.9143,5.8491,5.6786,5.1147,3.9326,4.09,3.9812,3.9159,3.122,2.7514,2.6886,2.8,2.7852,2.7043,2.8927,2.6283,2.5162,2.4794,2.4228,2.3057,2.348,2.7623,2.7065,2.8421,2.8483,2.984,2.1708,2.0854,2.9093,3.1882,3.3847,3.5948,3.4575,3.5833,3.7456,4.7299,4.6992,4.7294,4.676,4.4601,4.1725,4.0612
210700,锦州市,210700,5.6025,5.0901,5.5323,5.6463,5.6029,5.6624,5.5045,4.88,4.2449,4.4845,3.8557,3.5059,3.0929,2.7504,2.7854,2.723,2.569,2.7181,2.7092,2.6012,2.6001,2.6726,2.7987,2.5329,2.7214,2.7072,2.72,2.798,2.6267,2.198,2.3517,3.0208,3.1219,3.1467,3.2371,3.3273,3.3597,3.352,4.3103,4.0667,4.2179,4.2696,4.2558,3.9017,3.9862
210800,营口市,210800,6.2617,5.7203,6.0875,6.199,6.1016,5.94,5.4353,4.0594,4.158,4.0733,3.4032,2.9431,2.797,2.8095,2.8937,2.9452,2.8373,3.0819,2.9261,2.6765,2.7006,2.6941,2.8209,2.7657,3.3174,3.3294,3.4735,3.5812,3.3456,2.2779,2.5363,3.4762,3.745,3.8912,4.1949,3.8929,4.1168,4.0847,5.2372,5.0524,5.1275,5.2101,5.1287,4.6506,4.7115
210900,阜新市,210900,5.628,5.1232,5.5046,5.648,5.6496,5.7681,5.5457,4.8995,4.7018,5.1042,4.4342,4.0074,3.6621,3.4438,3.4152,2.7603,2.3202,2.4167,2.205,2.1057,2.1094,2.1898,2.3003,2.2081,2.6029,2.5043,2.582,2.6546,2.4993,2.1805,2.2714,2.7973,2.9603,2.9655,3.0811,3.2038,3.0765,3.1761,4.2167,3.9381,4.0948,4.1531,4.0734,3.851,3.918
211000,辽阳市,211000,5.8071,5.2263,5.6028,5.6569,5.6172,5.4985,5.1452,4.2122,4.6604,4.5255,3.6542,3.2711,2.916,2.8798,2.9264,2.9671,2.8122,2.9877,3.013,2.7751,2.805,2.7923,2.8688,2.5481,3.0901,3.0484,3.1617,3.2284,3.0267,2.1667,2.2007,3.1586,3.382,3.5017,3.6283,3.4109,3.608,3.6668,4.8588,4.5966,4.6961,4.7552,4.6199,4.2095,4.3305
211100,盘锦市,211100,6.4824,5.6157,6.2429,6.3368,6.1565,5.9875,5.5024,4.6159,4.2128,4.0316,3.2224,2.7895,2.8874,2.6849,2.6565,2.508,2.3578,2.5202,2.3061,2.2008,2.1962,2.069,1.9415,1.903,2.2072,2.2234,2.3082,2.4192,2.3081,1.886,2.0257,2.6239,2.7374,2.8364,3.1037,3.4727,3.9971,3.917,4.9132,4.6151,4.7588,4.8514,4.7782,4.2579,4.3748
211200,铁岭市,211200,5.4849,5.1148,5.3603,5.6323,5.6369,5.7005,5.4332,4.2926,4.3009,4.776,3.9883,3.52,3.4264,3.2323,3.1795,3.1333,2.9783,3.0256,2.8426,2.6968,2.6606,2.675,2.8409,2.6184,2.8509,2.8349,2.8634,2.8806,2.8542,2.5464,2.5021,3.0835,3.2181,3.3153,3.4791,2.9795,3.2466,3.4619,4.489,4.2252,4.3189,4.338,4.0965,3.9922,4.0766
211300,朝阳市,211300,5.8551,5.5327,5.9121,6.0695,6.1702,6.1888,5.8028,4.4139,4.083,4.3377,4.0025,3.588,3.4702,3.4316,3.3146,3.3228,2.812,3.0576,3.1065,3.0462,3.0405,3.0489,2.9948,2.9835,3.3927,3.3684,3.5021,3.6576,3.076,2.5204,2.8881,3.6585,3.8935,3.9488,4.0606,4.5224,4.331,4.3614,5.2444,4.9839,5.1307,5.0785,5.1057,4.694,4.6992
211400,葫芦岛市,211400,5.809,5.3754,5.787,5.9529,5.8895,5.9475,5.8279,4.7321,3.934,4.2563,3.7284,3.2578,3.4406,3.1809,3.138,3.1054,2.6863,2.9554,2.9701,2.8718,2.8132,2.8366,2.7292,2.4643,2.5874,2.5766,2.6483,2.7972,2.5556,2.0465,2.3208,2.908,3.0135,3.0302,3.0848,3.169,3.1833,3.2471,4.3494,4.0512,4.1682,4.1992,4.1678,3.6849,3.8431
220100,长春市,220100,5.9355,5.2437,5.5441,5.6851,5.5116,5.1978,4.4978,3.378,2.922,3.0323,2.9927,2.7802,2.6709,2.5092,2.4819,2.4504,2.3456,2.4491,2.1938,2.0126,1.9101,1.8753,1.8099,1.7909,2.3698,2.3179,2.3553,2.3903,2.4387,2.0864,1.9913,2.81,2.8569,2.9399,3.089,3.1672,2.6446,2.7012,3.8645,3.8106,3.8439,3.8957,3.7641,3.2947,3.2253
220200,吉林市,220200,5.6054,5.0539,5.378,5.5629,5.5212,5.4293,5.1166,4.4425,3.7762,4.1133,3.7641,3.3207,3.0637,2.8166,2.7589,2.6759,2.6206,2.7669,2.5587,2.4498,2.39,2.3898,2.3969,2.2751,2.8054,2.8247,2.8877,2.8938,2.9222,2.573,2.5014,3.1678,3.2183,3.3095,3.5231,3.3701,2.986,3.15,4.0916,3.9434,3.9485,3.9828,3.8151,3.5367,3.536
220300,四平市,220300,5.1657,4.9173,4.973,5.3209,5.3055,5.4071,5.2111,4.1355,3.8743,4.5317,4.22,3.5383,3.0605,2.8777,2.7637,2.7085,2.5179,2.4501,2.202,2.0533,2.0135,2.0103,1.9577,1.913,2.0697,2.1199,2.1906,2.1821,2.1758,2.0733,2.0755,2.2973,2.3493,2.4055,2.6663,2.9298,2.8875,2.9922,3.535,3.3695,3.4262,3.4489,3.293,3.3299,3.4185
220400,辽源市,220400,5.6423,5.1789,5.3534,5.5509,5.5256,5.5036,5.2438,4.295,4.2482,4.6109,4.3643,3.8617,3.5471,3.374,3.2835,3.1626,2.6066,2.396,2.1724,2.0429,2.0733,2.1471,2.248,2.131,2.4601,2.5207,2.5929,2.5843,2.5778,2.2986,2.1781,2.6647,2.7621,2.9109,3.2027,2.9949,2.9468,3.1185,3.9395,3.7249,3.7727,3.7968,3.6696,3.588,3.5978
220500,通化市,220500,5.3376,4.9136,5.1522,5.3262,5.2993,5.2159,4.8731,3.7946,3.5817,4.0482,4.0243,3.4239,2.6572,2.3334,2.2595,2.2594,2.2285,2.4014,2.2414,2.1644,2.1609,2.1594,2.0929,1.9093,2.201,2.1493,2.1851,2.2389,2.2267,1.7753,1.6387,2.2098,2.3221,2.6328,2.8359,2.9543,2.4645,2.5842,3.237,3.0919,3.1278,3.1808,3.1051,2.9653,2.9747
220600,白山市,220600,5.3055,4.8015,5.0774,5.2185,5.1799,5.0729,4.8089,4.3364,4.2024,4.4056,4.2247,3.525,3.0145,2.7661,2.7495,2.6021,2.5483,2.7553,2.5464,2.3729,2.27,2.2569,2.2372,1.9923,2.308,2.2375,2.2778,2.3584,2.3878,1.92,1.8043,2.4222,2.5316,2.8125,3.0346,3.0914,2.6207,2.7881,3.5853,3.37,3.3986,3.4149,3.3776,3.109,3.1135
