city_baidu_id,name,id,20200117_moveOut,20200118_moveOut,20200119_moveOut,20200120_moveOut,20200121_moveOut,20200122_moveOut,20200123_moveOut,20200124_moveOut,20200125_moveOut,20200126_moveOut,20200127_moveOut,20200128_moveOut,20200129_moveOut,20200130_moveOut,20200131_moveOut,20200201_moveOut,20200202_moveOut,20200203_moveOut,20200204_moveOut,20200205_moveOut,20200206_moveOut,20200207_moveOut,20200208_moveOut,20200209_moveOut,20200210_moveOut,20200211_moveOut,20200212_moveOut,20200213_moveOut,20200214_moveOut,20200215_moveOut,20200216_moveOut,20200217_moveOut,20200218_moveOut,20200219_moveOut,20200220_moveOut,20200221_moveOut,20200222_moveOut,20200223_moveOut,20200224_moveOut,20200225_moveOut,20200226_moveOut,20200227_moveOut,20200228_moveOut,20200229_moveOut,20200301_moveOut
150300,乌海市,150300,0.3327156,0.3423384,0.3575016,0.3610332,0.3999456,0.3874068,0.3932064,0.3948588,0.2733264,0.2675592,0.2155248,0.1712016,0.1481328,0.1413612,0.1374408,0.1214028,0.125226,0.0636012,0.04212,0.03969,0.0390744,0.0395928,0.039366,0.0455544,0.0485676,0.044388,0.0409536,0.0439668,0.0439668,0.044712,0.0438048,0.049896,0.0472068,0.0561492,0.06966,0.06399,0.0646056,0.075816,0.1106136,0.1336176,0.154224,0.1509516,0.1639764,0.1567836,0.1609956
150400,赤峰市,150400,0.475794,0.4964652,0.4959468,0.5053428,0.5799924,0.5380992,0.454734,0.3334608,0.24462,0.4662684,0.5904576,0.554364,0.4541184,0.526338,0.41067,0.3653424,0.3834864,0.2513592,0.1946268,0.198774,0.2000376,0.20169,0.2105352,0.2726136,0.2575152,0.2124144,0.1949508,0.2009124,0.1709748,0.1072116,0.1075032,0.1404216,0.1863972,0.2184408,0.2444904,0.2381724,0.2502576,0.2589408,0.2774736,0.3276612,0.3402,0.3507948,0.3689064,0.3378024,0.2858004
150500,通辽市,150500,0.4276152,0.4526604,0.444042,0.4617648,0.5400432,0.50949,0.454572,0.3340764,0.266166,0.4868424,0.5224176,0.4881708,0.3686472,0.3673512,0.2960388,0.2301048,0.2479248,0.1946592,0.142236,0.1294056,0.1271376,0.1259064,0.1240272,0.1266192,0.1192644,0.1050732,0.1058184,0.1071144,0.1110996,0.0932148,0.0974592,0.1182276,0.1351728,0.1413288,0.148878,0.1562652,0.1577232,0.1662444,0.1759968,0.2097576,0.2364552,0.2343168,0.2425788,0.2423196,0.250128
150600,鄂尔多斯市,150600,1.1978604,1.2636,1.2181428,1.3149864,1.5297336,1.4321448,1.3060764,1.0928844,0.7063524,0.809028,0.5646996,0.3868236,0.2799684,0.258714,0.2267676,0.2068416,0.2161728,0.1838052,0.1551312,0.147258,0.146448,0.1525068,0.155682,0.1727244,0.193266,0.1965708,0.2091096,0.2124144,0.2141964,0.2020788,0.207036,0.2330208,0.2464344,0.27378,0.2965248,0.3103272,0.3507624,0.3752892,0.4319568,0.4750488,0.5160996,0.5484348,0.584496,0.6280092,0.583038
150700,呼伦贝尔市,150700,0.3143448,0.3341088,0.3449304,0.3524148,0.4072032,0.3860784,0.3459672,0.2596536,0.1630368,0.2199312,0.2593296,0.245916,0.2142288,0.1943028,0.1666008,0.1385748,0.1457352,0.1252908,0.0880632,0.0692388,0.0661932,0.0609768,0.06075,0.059778,0.06399,0.0592272,0.05265,0.048276,0.0514512,0.0459108,0.0487944,0.0521316,0.0515484,0.0500256,0.0512568,0.0499608,0.0518076,0.0534924,0.056376,0.0662256,0.079218,0.0861192,0.08586,0.0752328,0.0808056
150800,巴彦淖尔市,150800,0.3595104,0.3536136,0.3224448,0.3284712,0.3568536,0.3276936,0.2914704,0.2549232,0.1895076,0.3785292,0.4046112,0.2891376,0.2437128,0.2383992,0.1791072,0.1705536,0.156978,0.1126224,0.0857304,0.0728352,0.0710532,0.0793152,0.0925668,0.14094,0.1492344,0.1076004,0.091692,0.0859896,0.0761724,0.0733212,0.071766,0.0835272,0.0933444,0.0972324,0.1015416,0.1038096,0.097038,0.10611,0.1116504,0.15714,0.1747332,0.1815372,0.186786,0.1908684,0.1980288
150900,乌兰察布市,150900,0.545616,0.5561136,0.4933872,0.4966272,0.5427972,0.4910868,0.4497768,0.3876984,0.2789964,0.5562432,0.7773732,0.6688332,0.4597884,0.6068844,0.4577148,0.4021488,0.4264488,0.3267216,0.2445876,0.2217132,0.1692252,0.1694196,0.1853928,0.35316,0.3227364,0.2770524,0.2415744,0.231822,0.1920996,0.166536,0.135432,0.1888596,0.2000376,0.210762,0.2044764,0.2021112,0.189054,0.1968624,0.1976076,0.3012228,0.3076056,0.296136,0.3170016,0.3471336,0.3426624
152200,兴安盟,152200,0.2286792,0.2576448,0.2491236,0.2593944,0.2854764,0.272484,0.2570616,0.1993572,0.1672164,0.2970108,0.3001212,0.2649348,0.2079756,0.1963116,0.1546128,0.1216296,0.119232,0.085698,0.0655128,0.0615924,0.0609768,0.0602316,0.05427,0.0590328,0.0555336,0.0517104,0.0488916,0.0557604,0.0529416,0.047628,0.0478224,0.0475956,0.0555012,0.0592596,0.0611064,0.0665496,0.0713772,0.0722844,0.0749736,0.0898776,0.0972648,0.1074708,0.1068876,0.1061748,0.109188
152500,锡林郭勒盟,152500,0.2683692,0.2890404,0.2812968,0.3111372,0.4052268,0.3805056,0.3226392,0.245754,0.1482624,0.2250828,0.2367792,0.1988388,0.1371168,0.1633932,0.12798,0.1046196,0.1137564,0.0793476,0.0690768,0.0636012,0.0598428,0.0590652,0.058482,0.0724464,0.0709884,0.0583524,0.0560844,0.0594216,0.0499284,0.0428004,0.0447768,0.0468828,0.051678,0.0588708,0.0704376,0.0628236,0.0661932,0.0757512,0.074358,0.0862812,0.0904608,0.0922104,0.0969732,0.1025136,0.0979452
152900,阿拉善盟,152900,0.257904,0.2829816,0.2452356,0.254502,0.2769552,0.248184,0.2270268,0.19197,0.1271376,0.1296324,0.1074384,0.0871884,0.0770796,0.0694332,0.057348,0.0465264,0.0339876,0.0291276,0.0214812,0.020736,0.0195372,0.0209628,0.0210276,0.0221616,0.0228096,0.0209304,0.0224532,0.0255636,0.0243648,0.0217728,0.0242352,0.0278964,0.0276372,0.0275724,0.0299376,0.033372,0.0365148,0.0489888,0.0696924,0.0791208,0.0820044,0.0863136,0.088776,0.0948348,0.086832
210100,沈阳市,210100,3.2238,3.3579684,3.1581252,3.466476,4.4210124,5.174928,6.3455724,5.1006348,2.92329,3.117204,2.0435328,1.3220172,1.013148,0.9184752,0.7661304,0.7002936,0.796878,0.6523416,0.5441904,0.5245884,0.5110128,0.5351508,0.5314248,0.554688,0.5759748,0.4994784,0.4744332,0.5173308,0.5220612,0.3910032,0.356076,0.551124,0.5849172,0.5947344,0.6477732,0.5958684,0.764802,0.8391924,1.0000908,0.9828216,0.9983736,0.9925092,1.0341756,1.1067192,1.0212804
210200,大连市,210200,1.6709976,1.7882208,1.7894844,1.9322712,2.471634,2.5948188,2.7114588,2.1999276,1.0565964,1.0430856,0.9509724,0.782784,0.617706,0.5549472,0.4452408,0.3733452,0.39852,0.335178,0.2393064,0.2134188,0.2001672,0.1981584,0.1977696,0.2670084,0.27216,0.2024676,0.1860084,0.1876608,0.1879848,0.1121688,0.1156356,0.1697112,0.2083644,0.2198664,0.2267352,0.2275776,0.236034,0.2542752,0.2722896,0.2979504,0.3063096,0.3038472,0.3040416,0.3071196,0.3239352
210300,鞍山市,210300,0.7472736,0.7637328,0.753948,0.7580628,0.8128188,0.7959708,0.8034552,0.8115228,0.7823628,1.0901628,0.9207432,0.6769656,0.5351508,0.547236,0.4515264,0.4003992,0.428328,0.340038,0.2691792,0.2494152,0.2429352,0.239112,0.2317248,0.3221532,0.2929608,0.2410236,0.2404404,0.2538216,0.2573856,0.1534788,0.141588,0.2468232,0.2809404,0.3041064,0.3256848,0.2958768,0.3247128,0.4063608,0.5005476,0.4792284,0.473526,0.4777056,0.457488,0.4668516,0.4844448
210400,抚顺市,210400,0.3488832,0.3832272,0.384264,0.3823524,0.4232736,0.4115772,0.4032828,0.3762936,0.3203388,0.4917348,0.4929012,0.4153032,0.348624,0.3459348,0.2897532,0.2334744,0.2476656,0.1845828,0.1365984,0.1309932,0.1302804,0.1319004,0.136404,0.2022408,0.1860084,0.1356912,0.1174824,0.1237356,0.134136,0.0903636,0.0811296,0.1364688,0.1379592,0.1456704,0.165078,0.1463508,0.143208,0.1919376,0.2395656,0.2429352,0.2285496,0.2241108,0.2328588,0.219024,0.2426436
210500,本溪市,210500,0.231174,0.2637036,0.2531736,0.262602,0.2986632,0.2913408,0.3012228,0.2691792,0.227286,0.3522852,0.334368,0.2772792,0.2320164,0.2251152,0.178848,0.1571724,0.1636524,0.1248696,0.089424,0.0841104,0.080028,0.0797688,0.0771768,0.1326132,0.1239948,0.0882576,0.0828144,0.0813888,0.0797364,0.0507708,0.0381024,0.0638928,0.0788292,0.0857628,0.0970056,0.1018332,0.093312,0.1205928,0.1520856,0.15957,0.1551636,0.1514052,0.156816,0.147906,0.1534464
210600,丹东市,210600,0.2460456,0.254826,0.2518128,0.257742,0.3078648,0.3156084,0.3104568,0.2337012,0.17658,0.3240972,0.4391496,0.4089204,0.3515076,0.3375432,0.2421576,0.2090448,0.2220696,0.1627776,0.1160892,0.1101924,0.111294,0.114372,0.0951588,0.1734696,0.1345896,0.0956772,0.0916596,0.086346,0.0951912,0.0621756,0.0437724,0.0705348,0.0911412,0.1090908,0.1100952,0.1209816,0.1045872,0.1386396,0.156816,0.164106,0.1683828,0.1690632,0.1673136,0.1664064,0.172044
210700,锦州市,210700,0.58968,0.610254,0.5885136,0.5941836,0.671976,0.6580764,0.7266672,0.661446,0.5434128,0.917406,0.8703936,0.7278984,0.6639732,0.6420708,0.47628,0.4032504,0.4142016,0.3252636,0.2437128,0.23652,0.2427732,0.2487996,0.2363256,0.3126276,0.2580336,0.2009772,0.210276,0.2145204,0.231336,0.1559736,0.184518,0.2435832,0.252072,0.2509704,0.2686608,0.2844396,0.3201768,0.3469716,0.4065876,0.4014036,0.3968352,0.3908088,0.4093092,0.405324,0.4218804
210800,营口市,210800,0.4969188,0.50706,0.509328,0.5085504,0.5877036,0.5583816,0.5636304,0.4870044,0.3835188,0.6319296,0.614304,0.4889808,0.3890268,0.3857544,0.317196,0.2775708,0.2854116,0.2442312,0.1846152,0.1789452,0.17253,0.174474,0.159408,0.2218752,0.2134188,0.1718496,0.1731132,0.1823472,0.1893456,0.0939276,0.1010556,0.1946268,0.215136,0.2208384,0.2319516,0.2303964,0.2312064,0.2821068,0.3169692,0.320112,0.3132756,0.316872,0.3237732,0.3143772,0.3407184
210900,阜新市,210900,0.2395332,0.2648376,0.2546964,0.2586816,0.2927016,0.2732292,0.2791908,0.256608,0.2442636,0.446796,0.4275828,0.3756132,0.319626,0.3205332,0.2501928,0.2187972,0.2211624,0.15714,0.1117152,0.1044252,0.1016712,0.1055268,0.1156032,0.1615788,0.1316088,0.1015092,0.0907848,0.0957744,0.1013148,0.071604,0.0765936,0.0973944,0.1088964,0.115506,0.117126,0.1245132,0.13041,0.1472256,0.1753488,0.185814,0.1857168,0.2040876,0.1833516,0.1818612,0.1958256
211000,辽阳市,211000,0.456354,0.4957848,0.454896,0.463158,0.5037876,0.4750812,0.4379184,0.371142,0.4592376,0.7067088,0.5713416,0.4525308,0.3412044,0.3456756,0.277344,0.2482812,0.2483136,0.2062584,0.1684476,0.1608984,0.1592136,0.1531224,0.1450548,0.20412,0.1868184,0.1656936,0.157302,0.156654,0.1703268,0.1139184,0.1029024,0.1560384,0.1783944,0.1904472,0.2035692,0.1977372,0.2249532,0.2603988,0.31833,0.3145392,0.2973348,0.302454,0.3078648,0.3030696,0.3170664
211100,盘锦市,211100,0.4555764,0.4855788,0.4719708,0.5006448,0.5774328,0.6134616,0.7026588,0.67149,0.4977612,0.6179652,0.4308228,0.2949372,0.2380428,0.2343816,0.1995516,0.1837404,0.1945944,0.1703592,0.1405188,0.1280124,0.1267488,0.1235412,0.1118124,0.1367604,0.1297296,0.1170936,0.122148,0.129762,0.1316412,0.093312,0.101088,0.1447956,0.1548396,0.1489752,0.1627128,0.165726,0.1890864,0.2221992,0.2567052,0.2445552,0.2407968,0.25353,0.2562192,0.24786,0.2596212
211200,铁岭市,211200,0.4593996,0.4857084,0.4779324,0.4813668,0.5351832,0.5064768,0.4690872,0.376974,0.3997836,0.8388684,0.8731476,0.7250148,0.6371136,0.6581412,0.5140584,0.4232736,0.426546,0.2924748,0.2099196,0.2017872,0.20169,0.1946268,0.189378,0.300834,0.2409912,0.190188,0.1784916,0.1838052,0.2009124,0.1473552,0.1481976,0.1975104,0.2178576,0.2215836,0.239436,0.220806,0.257418,0.332586,0.387504,0.3991032,0.382644,0.377946,0.3782376,0.3578256,0.4094064
211300,朝阳市,211300,0.333396,0.3754512,0.3660552,0.3736044,0.4304988,0.4073004,0.3584412,0.2591352,0.2116044,0.5390712,0.6672132,0.593244,0.4968216,0.6043572,0.4582656,0.39933,0.375192,0.246402,0.2181816,0.2105028,0.2113128,0.2217456,0.1951776,0.312174,0.2565756,0.1915164,0.1798848,0.1846476,0.1768068,0.0948672,0.11097,0.16686,0.2052216,0.2282904,0.2273832,0.229716,0.253692,0.27054,0.3077676,0.3364416,0.3309012,0.3242916,0.3169044,0.3121092,0.2995056
211400,葫芦岛市,211400,0.4196124,0.449064,0.4394088,0.4642272,0.5315868,0.5107212,0.4724244,0.3917484,0.3240324,0.5892588,0.5948316,0.4940352,0.440964,0.5022,0.3973536,0.3290544,0.3243564,0.2375568,0.203796,0.1975104,0.1992924,0.1886652,0.170424,0.2547936,0.2019168,0.1458,0.1594728,0.1816668,0.177552,0.1034208,0.1262304,0.1857816,0.2058048,0.2082672,0.2106972,0.2102112,0.2298456,0.2281284,0.2806488,0.2979828,0.2820096,0.2733912,0.2868696,0.2607552,0.2719656
220100,长春市,220100,2.0963772,2.1919248,2.0603808,2.2838436,2.955852,3.5060688,4.4574948,3.3198012,1.8922572,2.3744988,1.9410192,1.4269608,1.0997856,1.0229652,0.7744248,0.6678288,0.7957116,0.5980392,0.4708044,0.4264812,0.4089852,0.39285,0.3637224,0.3928824,0.404028,0.3524148,0.3484296,0.356076,0.37746,0.3574044,0.3403944,0.3885408,0.4085316,0.435942,0.5037876,0.6304392,0.6508188,0.6267456,0.694332,0.7335036,0.7203816,0.7143228,0.727218,0.7951932,0.7336332
220200,吉林市,220200,0.5318136,0.5735772,0.5602932,0.5913324,0.7133832,0.7112124,0.7405344,0.6834456,0.4879116,0.8502408,0.9139392,0.7736796,0.6740496,0.6127488,0.4833756,0.4219128,0.4393764,0.3170988,0.2223612,0.2014632,0.1921644,0.1928448,0.1973808,0.2511972,0.2341224,0.1837404,0.1772604,0.1871424,0.1805976,0.1750248,0.169614,0.1918404,0.1839672,0.1962792,0.2286144,0.2512944,0.2231712,0.2531088,0.2916,0.3152844,0.304884,0.2893644,0.2900772,0.2785104,0.3129516
220300,四平市,220300,0.6237648,0.672624,0.6242508,0.6384096,0.752652,0.749412,0.651888,0.5458752,0.545292,1.030644,1.137078,1.0374156,0.8268804,0.7637328,0.5554656,0.4618944,0.4658148,0.335502,0.238788,0.1946268,0.1865916,0.1855872,0.1763532,0.2485404,0.2423844,0.2142936,0.2094012,0.2270916,0.2113776,0.2061612,0.2110536,0.2565432,0.256284,0.2725488,0.3028752,0.343926,0.3492072,0.3996216,0.4766688,0.4547016,0.4252824,0.457164,0.4242456,0.4010796,0.4318596
220400,辽源市,220400,0.167346,0.1967976,0.18549,0.1911924,0.2245968,0.2080404,0.1917108,0.1577556,0.1659852,0.3158028,0.3430188,0.2820744,0.2357424,0.212058,0.161838,0.1438884,0.1463832,0.1044576,0.0781164,0.0719928,0.063018,0.065286,0.0655776,0.0938304,0.085536,0.0718308,0.0711504,0.0759456,0.0684288,0.0646704,0.0582876,0.0656424,0.0704376,0.0786672,0.097686,0.0969084,0.0969408,0.1125576,0.12069,0.1347192,0.1229904,0.1193616,0.117936,0.1194264,0.1268784
220500,通化市,220500,0.2686608,0.2959092,0.2754324,0.293058,0.3427596,0.3368304,0.3360852,0.2744604,0.2125116,0.4097628,0.4875552,0.4204872,0.3808296,0.3335256,0.2357424,0.1955016,0.2201904,0.1539972,0.110808,0.1032588,0.0934092,0.102222,0.095904,0.1277208,0.1178712,0.0897156,0.0871236,0.0915948,0.0891648,0.0723816,0.0566028,0.0709236,0.0858924,0.1086696,0.1376676,0.1452492,0.1180332,0.144018,0.1643652,0.1721736,0.1572372,0.154548,0.1515996,0.1455084,0.154872
220600,白山市,220600,0.1459944,0.1596672,0.1601532,0.1675404,0.1977048,0.1889244,0.1873692,0.151794,0.0997596,0.1980936,0.250776,0.2330856,0.1912896,0.1666008,0.1285956,0.111294,0.1144368,0.0798336,0.0536544,0.046008,0.0463644,0.0456516,0.0418284,0.0559548,0.0527796,0.0376488,0.0331128,0.037098,0.0372276,0.0283176,0.0219672,0.0253692,0.0335016,0.048438,0.0585144,0.0599076,0.0433188,0.0541728,0.0682668,0.0743256,0.0719928,0.0653184,0.0629532,0.059616,0.0681372
220700,松原市,220700,0.4277448,0.4575852,0.4394088,0.4658796,0.5322024,0.4905036,0.467694,0.347166,0.3474576,0.7059636,0.8671536,0.7689492,0.5616216,0.5570208,0.4381128,0.3798576,0.3782052,0.2644164,0.1847448,0.1608984,0.14661,0.1411344,0.130086,0.179172,0.179172,0.1640088,0.1568808,0.163296,0.1632312,0.1572372,0.1559412,0.1671516,0.173178,0.1985796,0.2224584,0.2632176,0.2817504,0.309258,0.310878,0.329508,0.3205332,0.3211164,0.31509,0.3158352,0.3303828
220800,白城市,220800,0.283176,0.2871288,0.2701836,0.2694384,0.3164508,0.3020004,0.2842776,0.2342844,0.2076516,0.4045464,0.4640652,0.4074624,0.3536784,0.3655044,0.2765016,0.216918,0.1973484,0.1340064,0.0949644,0.0784404,0.07533,0.0726084,0.070956,0.079542,0.0786024,0.071118,0.0699516,0.0665496,0.0768204,0.0713124,0.0681372,0.0775008,0.084888,0.0966816,0.1038096,0.1245456,0.1307988,0.1429812,0.136242,0.1580472,0.1633284,0.1637496,0.1719792,0.1594728,0.161514
222400,延边朝鲜族自治州,222400,0.249318,0.2440044,0.2586492,0.2808108,0.3393576,0.364338,0.3571452,0.3428244,0.1845504,0.2561868,0.270378,0.228906,0.204606,0.2026944,0.1467072,0.1167372,0.1132704,0.089262,0.0585144,0.050382,0.0497664,0.0499284,0.0543672,0.0606852,0.0581904,0.04536,0.0441612,0.046332,0.0421848,0.0419256,0.0337608,0.0299052,0.0375516,0.0489888,0.0584496,0.0624024,0.0548856,0.0589032,0.0619812,0.0709236,0.0728028,0.0708264,0.0668412,0.0647352,0.0722196
230100,哈尔滨市,230100,2.3440104,2.3397012,2.3203584,2.4294492,3.050784,3.391794,3.6871524,2.8496124,1.604448,1.8128124,1.7663508,1.396926,1.089774,1.02951,0.9038952,0.7985952,0.8969292,0.6007284,0.4418064,0.4144608,0.3433428,0.3033288,0.2924424,0.3024864,0.296136,0.256932,0.2457216,0.2424168,0.249804,0.2326644,0.2445228,0.2492208,0.255798,0.2602044,0.2683044,0.2649024,0.2135808,0.227124,0.2693088,0.3331692,0.3830328,0.3814128,0.3792744,0.3224448,0.3405888
230200,齐齐哈尔市,230200,0.5148684,0.5359608,0.5327208,0.5316516,0.6506892,0.6174792,0.57915,0.4788072,0.3813804,0.6522768,0.815022,0.7860564,0.6995808,0.724788,0.6100272,0.4963356,0.5050188,0.3626532,0.2461752,0.1923912,0.1588248,0.1411992,0.1345248,0.1361772,0.1373112,0.1339092,0.1362096,0.1355616,0.12555,0.1317708,0.1342008,0.1350756,0.13527,0.137862,0.1383156,0.1258416,0.1088964,0.111618,0.1201392,0.1459296,0.184356,0.1949184,0.192294,0.1706832,0.194076
230300,鸡西市,230300,0.16443,0.1612548,0.1605744,0.1641384,0.1981908,0.2003292,0.1763856,0.1420416,0.0946728,0.171882,0.220806,0.2146176,0.1997784,0.2085264,0.16443,0.1307016,0.1329696,0.0936036,0.0599076,0.0451332,0.043578,0.0442908,0.0492804,0.042282,0.0381348,0.0352188,0.0313308,0.0263736,0.024462,0.0242028,0.0235224,0.0252396,0.0269244,0.0275076,0.0356724,0.0321084,0.023328,0.0234252,0.029808,0.0369684,0.0438372,0.0429624,0.0445176,0.0386208,0.0375516
230400,鹤岗市,230400,0.1351728,0.1397736,0.1416852,0.1510164,0.1753488,0.1673136,0.1523448,0.1340064,0.0902016,0.1388664,0.14985,0.1333584,0.1266192,0.1224072,0.1097388,0.084888,0.0839484,0.0634716,0.0417312,0.0340848,0.031104,0.0295812,0.0281232,0.03078,0.0286416,0.0264708,0.024786,0.021384,0.01944,0.01944,0.0177228,0.0213516,0.022032,0.0201204,0.0219348,0.0200232,0.0161676,0.0192456,0.0197316,0.025596,0.0300672,0.0324648,0.0289008,0.0284796,0.0318816
230500,双鸭山市,230500,0.1909332,0.207036,0.2068416,0.2111832,0.2420928,0.2147148,0.1923264,0.1463184,0.1124928,0.2108268,0.240894,0.1957932,0.1851336,0.1912248,0.1521828,0.1266192,0.1261008,0.0854388,0.053136,0.04374,0.0334044,0.0336636,0.030942,0.0297108,0.032076,0.0316548,0.0289008,0.0286416,0.0284148,0.0253368,0.0287712,0.0316872,0.0375516,0.0331128,0.0343764,0.0330804,0.024786,0.0300348,0.0351864,0.0493128,0.0593568,0.058482,0.0636984,0.0601668,0.0658692
230600,大庆市,230600,0.671652,0.72414,0.6865236,0.7458156,0.9249876,1.0233216,1.1541528,0.965196,0.608472,0.7991784,0.7477596,0.5622696,0.446472,0.4393764,0.390096,0.3388392,0.3453516,0.2450088,0.1637496,0.1380564,0.117288,0.1187136,0.109998,0.1203984,0.1319328,0.115344,0.1065312,0.1035828,0.0989172,0.1001808,0.102222,0.1078596,0.1116504,0.1045224,0.1019952,0.093636,0.0835272,0.0902664,0.1021572,0.1166076,0.1315116,0.1323864,0.1278504,0.1100628,0.1373112
230700,伊春市,230700,0.1222128,0.1439208,0.136566,0.1377,0.154224,0.155358,0.1421712,0.097524,0.0684288,0.1399356,0.1753488,0.1735344,0.1621296,0.174798,0.1486512,0.1147608,0.1032912,0.0680076,0.0423792,0.0351216,0.0302616,0.0284148,0.0292248,0.0289332,0.0278316,0.0296136,0.0232632,0.0205416,0.0157464,0.0180144,0.017334,0.0167508,0.021222,0.0188568,0.020088,0.0189216,0.0180468,0.0159732,0.0162648,0.0245268,0.0347976,0.0367416,0.0425412,0.0402732,0.0454248
230800,佳木斯市,230800,0.3635928,0.3700728,0.3673188,0.373086,0.45036,0.4509756,0.438696,0.382158,0.2602692,0.3841668,0.39447,0.3277908,0.2974644,0.296946,0.2541132,0.2083968,0.1959228,0.1433052,0.1029996,0.0873504,0.0740664,0.0728352,0.07047,0.071604,0.069498,0.0679752,0.0681372,0.0583524,0.05508,0.0515808,0.0566352,0.0602964,0.060102,0.0627588,0.0610092,0.0627588,0.0525852,0.0621756,0.070632,0.080838,0.0972648,0.0939924,0.1005048,0.0917892,0.0953532
230900,七台河市,230900,0.1027404,0.1137564,0.111618,0.1147608,0.1381212,0.1300536,0.126684,0.1107756,0.0818748,0.1478736,0.1401948,0.1035504,0.09477,0.0998244,0.0808056,0.0699192,0.082782,0.0478224,0.0243324,0.0186948,0.0178524,0.0214488,0.0211572,0.02187,0.0182088,0.0176256,0.0186948,0.0178848,0.0164592,0.017982,0.0184032,0.0195372,0.0203148,0.0217728,0.02025,0.0189216,0.014256,0.016686,0.0220968,0.0264708,0.0309096,0.0300672,0.0306828,0.02673,0.0266976
231000,牡丹江市,231000,0.2550852,0.2742336,0.2693412,0.2883924,0.3564648,0.349434,0.34425,0.3060828,0.2044116,0.3004128,0.3458052,0.32886,0.2991168,0.2995704,0.2617596,0.2111508,0.2186676,0.1458972,0.1028052,0.0944784,0.0982044,0.0916272,0.0906552,0.0910116,0.0935064,0.0740016,0.0688176,0.0688824,0.066744,0.0608796,0.0663876,0.0638604,0.06561,0.065772,0.0702108,0.0697572,0.0604584,0.0557604,0.0681696,0.0833004,0.0892296,0.0895536,0.0996948,0.0867348,0.0924696
231100,黑河市,231100,0.2155896,0.2153628,0.21141,0.2141964,0.2437776,0.2316924,0.2192184,0.1724976,0.1048788,0.1787508,0.2188296,0.2039904,0.1894428,0.2010096,0.1712016,0.1335204,0.1320948,0.0888732,0.0543672,0.0431892,0.0383292,0.0363204,0.0337284,0.0338904,0.029322,0.0307152,0.0279936,0.0299376,0.0288684,0.0258552,0.0282852,0.027864,0.0285768,0.0306828,0.0295812,0.0266652,0.026892,0.0282528,0.0272484,0.0342792,0.0455868,0.0483408,0.0496692,0.047142,0.0490212
231200,绥化市,231200,0.7153272,0.7615944,0.7591644,0.7709256,0.8694864,0.7843068,0.6874308,0.4713876,0.5168124,1.000836,1.2558888,1.1352636,0.950616,1.0092924,0.825066,0.6728832,0.657558,0.3837456,0.2325348,0.177714,0.1526688,0.1582092,0.1532196,0.1761264,0.199422,0.19359,0.1896372,0.1706832,0.1562328,0.1583712,0.1627776,0.1709424,0.1895724,0.18144,0.169452,0.1693872,0.1512432,0.1538352,0.1695816,0.2262492,0.2659068,0.2803248,0.2829168,0.234738,0.2613384
232700,大兴安岭地区,232700,0.0641196,0.0660312,0.0670356,0.0736452,0.0867024,0.0768528,0.0702756,0.0535248,0.0293868,0.0441288,0.0532656,0.047952,0.0429624,0.0452304,0.0392364,0.0308772,0.0287388,0.0232632,0.0148068,0.0126036,0.01053,0.0104652,0.0091692,0.0097524,0.008424,0.0081,0.0070956,0.0068364,0.0067716,0.006156,0.0067068,0.0055404,0.0062532,0.0064476,0.0067392,0.0063504,0.0055404,0.0049248,0.0058644,0.0081324,0.0088452,0.009234,0.0096228,0.01053,0.0091692
310000,上海市,310000,13.4792424,17.1798408,17.68311,18.708246,22.5761256,21.2782464,19.6302852,17.0179056,7.4295144,4.1795352,2.8482192,1.9215468,1.4327604,1.2159396,1.053162,0.9417708,0.9950364,0.9313704,0.7718976,0.68931,0.631476,0.6071436,0.6105456,0.6260328,0.695304,0.6204276,0.631638,0.6566832,0.6744384,0.6454728,0.6142392,0.7798032,0.7797384,0.81486,0.906228,0.9892692,1.0490148,0.989658,1.341522,1.3438224,1.3404528,1.4359032,1.5032952,1.6436196,1.426248
320100,南京市,320100,5.239404,6.268752,5.9385312,6.2712468,7.9508952,8.5761504,9.5041836,8.2345572,4.159674,2.9502792,1.9354464,1.2616884,0.9239832,0.7799976,0.66825,0.6204924,0.6814044,0.6184512,0.5097492,0.48762,0.4363632,0.4223016,0.428004,0.438534,0.4679208,0.3665736,0.3404592,0.3527712,0.3535812,0.3454812,0.316872,0.40014,0.38961,0.4073976,0.4606308,0.5586408,0.6660468,0.6629688,0.836568,0.8411364,0.8530596,0.9096948,0.9927036,1.2100104,1.0551708
320200,无锡市,320200,4.7180232,5.4343224,5.592726,5.679558,6.3557784,5.8062744,5.349726,4.5269604,2.5631964,1.9544004,1.3241556,0.883224,0.688338,0.5926932,0.506088,0.4706748,0.5285088,0.4455,0.3318084,0.3070548,0.2719332,0.258066,0.2669112,0.3143448,0.3271104,0.249642,0.250776,0.2650968,0.2758212,0.26811,0.267948,0.3830004,0.3771036,0.4056156,0.4851576,0.58806,0.6370488,0.6534432,0.9057096,0.8885052,0.8813448,0.9696024,1.0043028,1.04247,1.0511856
