city_baidu_id,name,id,20200117_moveIn,20200118_moveIn,20200119_moveIn,20200120_moveIn,20200121_moveIn,20200122_moveIn,20200123_moveIn,20200124_moveIn,20200125_moveIn,20200126_moveIn,20200127_moveIn,20200128_moveIn,20200129_moveIn,20200130_moveIn,20200131_moveIn,20200201_moveIn,20200202_moveIn,20200203_moveIn,20200204_moveIn,20200205_moveIn,20200206_moveIn,20200207_moveIn,20200208_moveIn,20200209_moveIn,20200210_moveIn,20200211_moveIn,20200212_moveIn,20200213_moveIn,20200214_moveIn,20200215_moveIn,20200216_moveIn,20200217_moveIn,20200218_moveIn,20200219_moveIn,20200220_moveIn,20200221_moveIn,20200222_moveIn,20200223_moveIn,20200224_moveIn,20200225_moveIn,20200226_moveIn,20200227_moveIn,20200228_moveIn,20200229_moveIn,20200301_moveIn
130900,沧州市,130900,1.8554508,1.9367424,2.1151044,2.2190112,2.6545644,2.7924264,2.746224,1.9280592,0.9676584,0.8565912,0.6453432,0.5117904,0.4470876,0.4484484,0.3914568,0.336474,0.371142,0.3386124,0.2895264,0.27297,0.2631852,0.2731644,0.2681424,0.2812968,0.2890728,0.2456568,0.2555712,0.2769552,0.2536596,0.2466288,0.2377512,0.2756268,0.2753676,0.2903364,0.3502116,0.3335904,0.3239028,0.3468096,0.406944,0.4269348,0.4551552,0.462672,0.4593672,0.5025564,0.5131512
131000,廊坊市,131000,2.6896212,3.2643324,2.4605856,2.4752628,2.7472932,2.708478,2.6649,2.3369796,1.3704876,1.4832072,1.3860072,1.1688624,0.992088,1.0874736,0.9997992,0.8362116,0.8416548,0.772254,0.6477732,0.5887728,0.5251068,0.5678424,0.610254,0.5771412,0.5908464,0.512406,0.4726836,0.4949424,0.46656,0.4650696,0.433026,0.526662,0.5666112,0.5649588,0.6009876,0.6530544,0.7571232,0.6674076,0.7180164,0.7778268,0.8326152,0.8337492,0.8929116,1.0185264,0.8448948
131100,衡水市,131100,1.464318,1.6212312,1.6504884,1.5753204,1.9430928,2.0461896,2.254878,1.7406576,0.782136,0.636822,0.4241484,0.3088368,0.2511972,0.2483784,0.2178576,0.2080404,0.2398896,0.2100816,0.1850688,0.1765152,0.1646244,0.1672812,0.1680588,0.1825092,0.1877904,0.1639116,0.1666332,0.17739,0.1622592,0.1495908,0.1643328,0.1852956,0.185976,0.2056752,0.224208,0.2387232,0.2510028,0.2656476,0.2881008,0.3051432,0.3196908,0.3144096,0.3303504,0.367416,0.3701052
140100,太原市,140100,2.5195536,2.717712,2.5938792,2.484918,2.5355916,2.0242224,1.5358248,1.1362356,0.7188264,1.2969072,1.4123484,1.272024,1.1031876,1.3916124,1.2241368,1.1282004,1.1201004,0.9494496,0.645246,0.5978772,0.5123736,0.5707908,0.5665788,0.8143416,0.7428996,0.4818204,0.4117716,0.3822228,0.3795984,0.3736368,0.411966,0.5418576,0.5011308,0.5569236,0.6081804,0.6017976,0.627426,0.6848712,0.832842,0.7974612,0.8223444,0.76302,0.8070516,0.9625716,1.138212
140200,大同市,140200,0.802548,0.876096,0.9289404,1.0100376,1.1881404,1.2344724,1.1750184,0.9507132,0.4580064,0.5915592,0.5990436,0.4274532,0.2931552,0.37179,0.3047544,0.2516508,0.249642,0.2221992,0.184194,0.178524,0.158922,0.1737936,0.1694844,0.1978344,0.231012,0.1866888,0.1768392,0.17658,0.1784592,0.1605744,0.1596672,0.1915488,0.1795608,0.1917432,0.1944648,0.2079432,0.2210004,0.2241756,0.249966,0.268272,0.2749788,0.2728404,0.2939652,0.3311604,0.3314196
140300,阳泉市,140300,0.3135996,0.3447684,0.346194,0.3587004,0.4393116,0.452952,0.4525308,0.408726,0.2033748,0.2548908,0.184842,0.1392228,0.101898,0.1284984,0.1016712,0.0888084,0.0962928,0.083268,0.0622728,0.0562464,0.04617,0.0461052,0.0448416,0.0687852,0.0754596,0.0567972,0.0537192,0.0531684,0.0550152,0.050706,0.0547884,0.0700812,0.0701136,0.07776,0.0781488,0.084078,0.100926,0.097038,0.1113588,0.1224396,0.124578,0.1073412,0.1210464,0.1490076,0.1400004
140400,长治市,140400,0.6724944,0.7853436,0.8309952,0.9129348,1.0796004,1.0802484,1.0192716,0.8651448,0.4097628,0.3769416,0.2884896,0.2360016,0.1884708,0.2257632,0.1930716,0.1436616,0.167184,0.1428192,0.1152792,0.113238,0.1011852,0.1064988,0.1063044,0.163296,0.1493964,0.1174176,0.1118124,0.1149876,0.1149552,0.1152792,0.117774,0.1468692,0.1597968,0.1542888,0.1541592,0.1556496,0.2006532,0.2350296,0.2589408,0.2746548,0.2692116,0.2568996,0.2284524,0.280908,0.3110076
140500,晋城市,140500,0.4023756,0.415206,0.4232088,0.4391172,0.5188536,0.5578632,0.4949748,0.397062,0.2058696,0.2051892,0.1562328,0.1345572,0.10935,0.1108728,0.0849204,0.057672,0.0579312,0.0415368,0.0265032,0.0235224,0.0233604,0.0255312,0.0301644,0.0433512,0.0445824,0.0301644,0.0250452,0.0232308,0.0287064,0.0279936,0.02592,0.0363852,0.0368388,0.0444528,0.0504468,0.0608148,0.0786348,0.1016064,0.136242,0.1546776,0.14337,0.1439208,0.114534,0.1417176,0.1648512
140600,朔州市,140600,0.4836024,0.5695596,0.5845284,0.5977152,0.715716,0.7374888,0.750222,0.6119388,0.2651292,0.3960252,0.4005288,0.2462076,0.1707804,0.2366496,0.1885032,0.176904,0.1759968,0.1784592,0.1342008,0.1202364,0.1106784,0.11097,0.1126224,0.1230228,0.1736316,0.1364688,0.1256472,0.1195236,0.1140804,0.1127196,0.1188432,0.1563948,0.1449576,0.1396116,0.1463832,0.1579824,0.1860732,0.1848744,0.2109888,0.2304936,0.2252124,0.2129976,0.2175336,0.2618244,0.2656476
140700,晋中市,140700,1.2558888,1.440342,1.3541904,1.3830588,1.5491088,1.5294096,1.5128856,1.4304276,0.7788636,0.7056072,0.5334984,0.3912948,0.3137292,0.3279852,0.3031344,0.2712528,0.3036204,0.2847636,0.239274,0.2315304,0.2119932,0.2277072,0.224208,0.2427408,0.2845044,0.2411208,0.2252448,1.09674,1.8661428,0.2146176,0.2421576,0.6608628,0.26973,0.2767608,0.2979828,0.3065688,0.3313224,0.327402,0.4115124,0.445662,0.4645836,0.4456944,0.451008,0.564408,0.5359932
140800,运城市,140800,1.2272472,1.3338432,1.4605272,1.6184124,1.875636,1.71639,1.6756308,1.4875812,0.73467,0.443394,0.3341412,0.2701836,0.2313684,0.2244996,0.2025972,0.1700352,0.1927152,0.1660176,0.1442772,0.1374732,0.121338,0.1127196,0.103194,0.106434,0.104004,0.0898776,0.0914004,0.0938952,0.09477,0.0991116,0.102384,0.1264572,0.1474524,0.1713312,0.1968948,0.2082024,0.2498364,0.259038,0.2816532,0.3067308,0.315576,0.307962,0.2831436,0.3236112,0.3559464
140900,忻州市,140900,0.8428536,0.9558648,0.9701532,1.0568556,1.2902328,1.3576248,1.345896,1.1016648,0.5115636,0.6452136,0.4941648,0.3440556,0.2454624,0.2733588,0.2184732,0.1783944,0.1735992,0.1512432,0.1221156,0.1223748,0.112104,0.1326132,0.1341684,0.1486836,0.1687392,0.1563624,0.1515348,0.149202,0.1555848,0.1526688,0.1569132,0.220806,0.2132568,0.2355804,0.254016,0.2780244,0.3111048,0.3062124,0.3513456,0.369198,0.3800844,0.3285684,0.3595104,0.4034772,0.382482
141000,临汾市,141000,1.023354,1.0913292,1.1925468,1.2963888,1.586952,1.5364728,1.3747644,1.0875384,0.5907168,0.5237784,0.4127112,0.3213432,0.2640924,0.2929284,0.2606904,0.2213568,0.2436804,0.2144232,0.1805004,0.1676052,0.146448,0.15552,0.1493316,0.152604,0.1612872,0.1429812,0.133812,0.1301832,0.1298268,0.1288872,0.1350432,0.162162,0.173502,0.2090448,0.218538,0.2388852,0.2763396,0.2936412,0.3235788,0.3433428,0.3491424,0.3268836,0.3247452,0.3744144,0.3880872
141100,吕梁市,141100,1.0792116,1.1589156,1.1733984,1.2707604,1.4927328,1.5603516,1.5529968,1.3490388,0.62694,0.8190072,0.537354,0.3669948,0.2735532,0.29079,0.2499984,0.2224584,0.241866,0.2201904,0.2069388,0.1995192,0.1863972,0.2050272,0.1961496,0.237816,0.2401488,0.2008152,0.1787832,0.1688364,0.1737612,0.1604124,0.1566864,0.2027268,0.2256012,0.2320812,0.2600424,0.3119472,0.3607092,0.3610656,0.3985848,0.4166316,0.4199364,0.3833568,0.3778812,0.4491288,0.4426164
150100,呼和浩特市,150100,1.0504728,1.1379852,1.0005768,0.9957492,1.1029284,1.0440576,1.0111068,0.88695,0.5855004,0.8785908,1.0468116,0.8902548,0.6587892,0.7261812,0.5519988,0.5064768,0.50949,0.4178304,0.3093228,0.2655828,0.2255364,0.2375892,0.2432268,0.399816,0.4016304,0.3130164,0.2798388,0.256284,0.231984,0.2075544,0.1899612,0.2411208,0.251586,0.2563488,0.2658744,0.256608,0.2605932,0.2597508,0.2829492,0.4077216,0.444204,0.4380156,0.4777056,0.5121792,0.5219964
150200,包头市,150200,0.728352,0.7608492,0.6966,0.7332768,0.8220528,0.8068248,0.8450568,0.7543368,0.48114,0.6576552,0.6670188,0.52002,0.3727296,0.4235652,0.348138,0.3060504,0.3161592,0.2523636,0.1861056,0.179172,0.1576584,0.1628748,0.1669572,0.244458,0.2539188,0.2171772,0.1876932,0.1896696,0.17496,0.1433376,0.1282392,0.1603152,0.1797876,0.1876932,0.2052864,0.1899288,0.190674,0.19926,0.2038608,0.2594916,0.282852,0.278316,0.3134376,0.3391956,0.3234816
150300,乌海市,150300,0.3023568,0.2985012,0.2720304,0.2886516,0.3027456,0.2923452,0.2880684,0.2782188,0.1910628,0.2567376,0.2487348,0.2017548,0.1780056,0.179658,0.1630044,0.1136916,0.0829116,0.0593568,0.044064,0.0422172,0.0406944,0.0424764,0.0460404,0.065124,0.0794124,0.0804816,0.081486,0.0893592,0.077112,0.0661284,0.0619812,0.0786024,0.0898128,0.08748,0.0922104,0.0969408,0.11583,0.124416,0.143532,0.150336,0.1684152,0.1711692,0.1836756,0.1937844,0.1813104
150400,赤峰市,150400,0.720576,0.8290836,0.9071028,0.982206,1.3247388,1.2572496,1.0643724,0.71118,0.4026672,0.562626,0.4710312,0.364014,0.2543724,0.2729376,0.2132892,0.1863648,0.190836,0.1520208,0.1313496,0.128466,0.1157004,0.1208844,0.1080864,0.125712,0.1314468,0.1160892,0.121338,0.1191672,0.1112292,0.0915948,0.1060776,0.1226016,0.1307988,0.1422684,0.1450224,0.1428516,0.1566216,0.1834488,0.2232684,0.2612736,0.2697948,0.2632176,0.2584548,0.2511324,0.2583252
150500,通辽市,150500,0.532818,0.5586732,0.5954472,0.6311196,0.7595532,0.7329852,0.6865884,0.5013252,0.3780108,0.6449544,0.5243616,0.371466,0.257418,0.2503224,0.1881792,0.1531224,0.1585008,0.1197828,0.1054296,0.0935064,0.0881928,0.0911736,0.0842724,0.087966,0.0892944,0.0812916,0.0768204,0.0841104,0.079866,0.0775656,0.0770148,0.0869616,0.0999864,0.104328,0.1005048,0.0959364,0.1007964,0.1160568,0.1268784,0.1603476,0.1742796,0.194076,0.202338,0.1946592,0.201852
150600,鄂尔多斯市,150600,0.8579844,0.8628444,0.850014,0.8100324,0.8408448,0.8010576,0.7284492,0.646704,0.5127948,0.7704396,0.6947532,0.538002,0.4120956,0.4030884,0.3707208,0.3153492,0.3389364,0.2585196,0.2016576,0.1840644,0.176742,0.1819908,0.2023704,0.2935116,0.3402648,0.2997324,0.2770848,0.2985984,0.2855088,0.2629908,0.258714,0.3675132,0.4151736,0.4425192,0.465588,0.45279,0.4836996,0.4962384,0.5596128,0.6690924,0.69741,0.691902,0.708102,0.7765632,0.758322
150700,呼伦贝尔市,150700,0.32967,0.3299616,0.3481704,0.3725028,0.4110912,0.3908412,0.3757752,0.3083508,0.1780056,0.247536,0.2639304,0.2264436,0.1787832,0.1647864,0.134784,0.1029348,0.1242864,0.0858276,0.0636012,0.0605232,0.0508032,0.0458136,0.0411804,0.0430596,0.0480816,0.0396252,0.0363204,0.034506,0.0327564,0.0335988,0.0318816,0.0297432,0.0321732,0.032886,0.0334044,0.0324648,0.0322056,0.034506,0.0347652,0.0409536,0.0431892,0.051354,0.0517752,0.0490536,0.0624996
150800,巴彦淖尔市,150800,0.3420144,0.3963492,0.4090824,0.4626396,0.6032232,0.676998,0.7506108,0.7099488,0.43416,0.4426488,0.290952,0.1803708,0.1079568,0.0899748,0.0700488,0.057996,0.060912,0.0501552,0.039042,0.0381672,0.0369036,0.0361584,0.0335016,0.0396252,0.0470124,0.037908,0.033534,0.0374868,0.0334368,0.0304236,0.0326592,0.0387504,0.0426384,0.0400464,0.0493776,0.0553068,0.0564732,0.0704376,0.1000836,0.1334232,0.1596024,0.1596996,0.168156,0.1815048,0.161352
150900,乌兰察布市,150900,0.6290784,0.754272,0.8032284,0.900882,1.1444328,1.3169952,1.4745888,1.4645124,0.7556976,0.862488,0.71442,0.4202604,0.2422224,0.2536272,0.1782324,0.1423332,0.1732428,0.1303128,0.1136592,0.1115208,0.0937656,0.1035828,0.092664,0.1179684,0.1252584,0.1185192,0.1086048,0.1064016,0.0979776,0.083754,0.0932148,0.1094472,0.1190052,0.1239624,0.1269432,0.1232172,0.129114,0.1439856,0.16929,0.233118,0.2664576,0.2779596,0.2868048,0.31671,0.3097116
152200,兴安盟,152200,0.281718,0.3177792,0.3080268,0.3176496,0.3814776,0.3649212,0.3360204,0.2571912,0.213192,0.3658284,0.3091932,0.2078784,0.1396764,0.1296,0.0945432,0.0795744,0.0838836,0.0587736,0.0504792,0.0459108,0.0447768,0.0422496,0.037908,0.0423792,0.0431892,0.0403704,0.0411156,0.0350892,0.0356076,0.0346032,0.034668,0.0405648,0.0402732,0.0458136,0.047466,0.0480168,0.0486972,0.0505764,0.0554688,0.0695952,0.0869292,0.0877716,0.093474,0.0888084,0.097038
152500,锡林郭勒盟,152500,0.2445876,0.2589732,0.2656152,0.2880036,0.351864,0.3350808,0.312174,0.2519424,0.1620972,0.2522664,0.2649024,0.2220372,0.1558764,0.2152332,0.1610928,0.1234764,0.1133352,0.0902988,0.0732564,0.0702756,0.0606852,0.0606528,0.0564084,0.0697248,0.0685908,0.0634068,0.056376,0.0590004,0.0509004,0.0439344,0.041148,0.0538164,0.0590652,0.0621108,0.0635688,0.0593892,0.0645408,0.062694,0.0732564,0.0883872,0.0911088,0.1060452,0.1125252,0.1147608,0.107244
152900,阿拉善盟,152900,0.1950156,0.1812456,0.192618,0.1849716,0.1886652,0.170748,0.1688364,0.1623564,0.123768,0.1531872,0.1604124,0.1313172,0.1056564,0.094932,0.0847908,0.0710856,0.0556632,0.0324648,0.025758,0.0242676,0.0254988,0.0235872,0.022518,0.0207684,0.026892,0.0271836,0.0263088,0.025758,0.0250452,0.025596,0.028026,0.0346032,0.0384588,0.0469152,0.052974,0.0520668,0.0532008,0.0653832,0.0861516,0.113562,0.1289196,0.131382,0.1188756,0.119394,0.1116504
210100,沈阳市,210100,2.4510924,2.537082,2.4494724,2.4939576,2.7392904,2.447334,2.1356136,1.7371908,1.4414112,2.531412,3.0085668,2.820744,2.47779,2.6005536,2.0269764,1.6856424,1.728054,1.2498948,0.9040896,0.823122,0.8080236,0.799632,0.7842096,1.3150512,1.047492,0.775656,0.7428348,0.7529112,0.7969104,0.5448384,0.572022,0.8069544,0.9060336,0.9445896,1.0218312,0.958392,0.9949068,1.2411144,1.4585184,1.514214,1.4489928,1.416042,1.4127048,1.3472568,1.5088356
210200,大连市,210200,0.9378504,0.98577,0.9550548,0.999702,1.2034332,1.1991564,1.2001608,0.9862884,0.5785668,0.8557488,1.3248684,1.3338756,1.2447756,1.3596984,1.1023776,0.9045756,0.9048672,0.6125868,0.4073004,0.4123224,0.4243104,0.4193208,0.4122252,0.5908464,0.4890132,0.3464856,0.3082212,0.2880684,0.302616,0.1717524,0.1585008,0.2220048,0.2913732,0.3200796,0.3442176,0.311688,0.3015144,0.3386448,0.341172,0.4138452,0.4332852,0.4164696,0.4175712,0.4071384,0.43659
210300,鞍山市,210300,0.7856676,0.8507268,0.8052048,0.8539992,1.0356984,1.1403828,1.3062708,1.1029284,0.882414,1.1462796,0.8403912,0.6121656,0.4664628,0.4524012,0.3721788,0.3167748,0.3058884,0.2566728,0.216594,0.1972512,0.1883412,0.1835784,0.1631664,0.1963764,0.2024676,0.1957932,0.1977696,0.2067768,0.2233332,0.1474848,0.1361124,0.1935252,0.2275128,0.2316276,0.2427084,0.2450088,0.2814588,0.3127248,0.3886056,0.417474,0.4067496,0.4165668,0.4197096,0.4173768,0.4078512
210400,抚顺市,210400,0.4507812,0.500094,0.467208,0.4935816,0.5885136,0.6674724,0.773712,0.708102,0.4461156,0.5302908,0.4336416,0.3243564,0.253854,0.2264436,0.1723032,0.1481652,0.1562004,0.1286928,0.1125252,0.1046196,0.1019952,0.1113588,0.1100304,0.107568,0.1219212,0.1053,0.1000512,0.1080216,0.1104516,0.0807084,0.0690444,0.1038744,0.1124604,0.1200096,0.1321596,0.1218888,0.1435968,0.156978,0.1955016,0.1901556,0.1837404,0.191646,0.1965708,0.20655,0.1888272
210500,本溪市,210500,0.2985012,0.3335904,0.3223152,0.337608,0.420552,0.4820796,0.5670648,0.4771224,0.3252636,0.3346596,0.2609172,0.1855548,0.1460268,0.1402272,0.1036476,0.0831384,0.0932472,0.0766584,0.0615276,0.0573804,0.0584496,0.0582876,0.055242,0.0767232,0.0739044,0.064476,0.058968,0.0590976,0.0602964,0.0380376,0.0285444,0.0543672,0.060912,0.0630504,0.067878,0.0691416,0.07776,0.0986256,0.1246104,0.1238004,0.1189728,0.1230552,0.1261332,0.1311228,0.1210788
210600,丹东市,210600,0.3439908,0.3727296,0.3680316,0.4201956,0.5405292,0.6368868,0.7046028,0.576882,0.3520908,0.4060692,0.3479436,0.2468556,0.1680912,0.14742,0.105948,0.0922104,0.1062072,0.084888,0.0695628,0.0633744,0.0594864,0.0568296,0.0504468,0.0628236,0.0591948,0.0560196,0.0526824,0.0536544,0.0639576,0.037908,0.0317196,0.0548532,0.0649944,0.0705024,0.0775656,0.0758808,0.0852768,0.0974268,0.111456,0.1324512,0.1267812,0.1189728,0.1160892,0.1167696,0.1089612
210700,锦州市,210700,0.7256628,0.7791876,0.7863804,0.847908,1.0703664,1.220832,1.3927464,1.2631464,0.8408448,1.0868904,0.7908192,0.5510592,0.3965112,0.3452868,0.287226,0.2505816,0.2581956,0.2189916,0.1959228,0.1849068,0.180468,0.1817316,0.1678968,0.1994544,0.196344,0.1767744,0.16686,0.197154,0.1789452,0.1277856,0.1481976,0.1936872,0.197802,0.2154276,0.2230416,0.2237544,0.2611116,0.2868696,0.347328,0.344736,0.3436344,0.3570156,0.3608712,0.4017276,0.3592836
210800,营口市,210800,0.5283468,0.5672592,0.5413068,0.5734152,0.6942348,0.7646076,0.8528652,0.7314624,0.519696,0.6812748,0.517428,0.3808296,0.296784,0.2872908,0.2347704,0.2145204,0.222912,0.182574,0.1466748,0.1355616,0.1312524,0.1321272,0.1240596,0.1603476,0.1528632,0.1384776,0.1365984,0.1470636,0.1497852,0.096552,0.0865404,0.1394496,0.155034,0.1724004,0.1883412,0.1785888,0.1995192,0.2222316,0.2649348,0.2705076,0.2734884,0.2723544,0.2787372,0.2706372,0.2685312
210900,阜新市,210900,0.346518,0.3663468,0.3763584,0.4195152,0.5542668,0.6296616,0.7279308,0.5894532,0.383292,0.5237784,0.4032504,0.2788344,0.1962144,0.172044,0.126522,0.104166,0.0980748,0.070794,0.0629208,0.058482,0.0575424,0.0600696,0.0561492,0.0654804,0.0682668,0.0611064,0.0694008,0.0681048,0.0665496,0.050544,0.0577692,0.070956,0.074682,0.07695,0.0883872,0.0854388,0.104004,0.115344,0.1376028,0.1525392,0.1781352,0.1575288,0.1544508,0.1573344,0.156492
211000,辽阳市,211000,0.5346,0.6030612,0.545616,0.5523876,0.6306336,0.6736608,0.8084448,0.8157996,0.6628716,0.7145172,0.4910544,0.3668328,0.2652588,0.2518128,0.2030832,0.195372,0.2173392,0.1756728,0.1592136,0.1492992,0.1492344,0.1517616,0.1492668,0.147582,0.1677996,0.1416852,0.1436292,0.161676,0.1539648,0.1084428,0.099954,0.1544184,0.1657908,0.1755756,0.1948212,0.1905768,0.2291652,0.2586168,0.3259116,0.2952612,0.2842128,0.2925396,0.2974968,0.3082212,0.2985336
211100,盘锦市,211100,0.4212,0.436266,0.4230792,0.4332204,0.4884624,0.4950396,0.519372,0.4385988,0.380052,0.598752,0.5500872,0.3775248,0.2910168,0.2999268,0.2242728,0.19359,0.1831896,0.1552608,0.1226988,0.1186812,0.1180332,0.118098,0.0999216,0.12393,0.1280124,0.1182924,0.1212732,0.129762,0.1371492,0.09396,0.1048464,0.1461888,0.1562004,0.168642,0.1865916,0.1902204,0.222102,0.2319192,0.2583252,0.25596,0.255312,0.2495772,0.2594592,0.2591676,0.2484432
211200,铁岭市,211200,0.6681852,0.71604,0.7006176,0.7857972,1.0138284,1.1644884,1.426572,1.2524868,0.8086392,1.0037196,0.671652,0.4434588,0.3365712,0.2975616,0.2269296,0.1989036,0.221454,0.1774224,0.154872,0.1408752,0.129924,0.131544,0.1275264,0.1347192,0.1357236,0.1252908,0.126036,0.1296972,0.130734,0.1100628,0.1038744,0.1553904,0.1660824,0.15957,0.1826712,0.1655316,0.2009448,0.2440692,0.2856384,0.2958444,0.3011256,0.3054672,0.2995704,0.3062124,0.2952936
211300,朝阳市,211300,0.6030612,0.6622236,0.6997428,0.805302,1.0990728,1.23201,1.2971016,0.9197712,0.4960764,0.608958,0.4418388,0.3053052,0.2149416,0.2184732,0.177714,0.1614816,0.175122,0.13284,0.1226016,0.1204308,0.1184868,0.1153764,0.1073736,0.1152468,0.114534,0.1149876,0.1191348,0.1296,0.1105164,0.0764316,0.0900072,0.1246428,0.1418796,0.1486836,0.1487808,0.1602828,0.1894428,0.2069064,0.231984,0.2388852,0.2412504,0.2326644,0.227124,0.2243376,0.218862
211400,葫芦岛市,211400,0.5922396,0.6209136,0.648162,0.690444,0.8903844,1.0027152,1.1284272,0.9789012,0.5486292,0.687852,0.4881708,0.3563676,0.288036,0.2665548,0.214002,0.1814724,0.1991628,0.16848,0.1362744,0.1314144,0.12555,0.1330668,0.1186164,0.1191024,0.159894,0.1392228,0.1757052,0.161514,0.1362096,0.0909792,0.095256,0.134298,0.143856,0.244458,0.1504008,0.1598616,0.1655964,0.185976,0.2264112,0.2370708,0.2383668,0.2366496,0.2337984,0.2609172,0.2280312
220100,长春市,220100,1.905282,2.0051064,1.9314936,2.051406,2.3650056,2.2073148,1.998594,1.5344316,1.2271824,2.2269168,2.7441828,2.5111296,2.0853288,1.9821996,1.486026,1.3174812,1.3205916,0.8728884,0.5824872,0.4763124,0.4312116,0.415044,0.393498,0.5938596,0.5448384,0.4528224,0.4454028,0.4501656,0.4268376,0.4270644,0.4270644,0.5091012,0.5155488,0.5473332,0.6192612,0.684612,0.6632928,0.7898472,0.8776836,0.89505,0.827172,0.8299584,0.8066628,0.7635708,0.8775216
220200,吉林市,220200,0.7220664,0.8123652,0.7777296,0.8521848,1.0603548,1.1561616,1.3310892,1.0929492,0.6885648,0.9362952,0.838998,0.6376644,0.491184,0.4387608,0.3146688,0.2582928,0.2976588,0.2138076,0.1779408,0.1609308,0.1463184,0.1389312,0.1269432,0.1542888,0.1522476,0.1357236,0.1393524,0.1368576,0.1404864,0.13527,0.1293084,0.1555524,0.1534788,0.1612548,0.1852308,0.2036016,0.1994868,0.2103732,0.2322756,0.2582604,0.2382696,0.2341548,0.2373624,0.2456568,0.2282904
220300,四平市,220300,0.8586648,0.8902548,0.8674128,0.966654,1.2100104,1.3894092,1.7179128,1.39806,0.8823816,1.222128,0.9731988,0.6510456,0.4554792,0.385074,0.289818,0.237168,0.2979828,0.2068092,0.171234,0.152118,0.1429488,0.1398708,0.1323864,0.1302804,0.1426572,0.1405512,0.140454,0.1438884,0.1568484,0.1512432,0.1488132,0.1748952,0.1865268,0.1817316,0.2295864,0.305208,0.3309336,0.3260736,0.3499848,0.3497904,0.3514428,0.3430836,0.3597372,0.3808944,0.3557196
220400,辽源市,220400,0.2475684,0.266652,0.2606904,0.2819448,0.3457728,0.394956,0.452142,0.3911652,0.2545668,0.3503412,0.2889108,0.2061612,0.1518588,0.1191996,0.08829,0.0768528,0.0848556,0.0587412,0.0433836,0.0431892,0.0433512,0.0459108,0.0434484,0.0439668,0.0491184,0.044226,0.0454896,0.0465912,0.0453276,0.0454572,0.0397872,0.047952,0.051192,0.0555336,0.0724464,0.0771768,0.0783108,0.0895536,0.0977832,0.0955152,0.0920808,0.0920484,0.093798,0.0938304,0.0961308
220500,通化市,220500,0.4192236,0.437076,0.4462128,0.49653,0.6198768,0.6551928,0.6974748,0.552258,0.3344652,0.4771224,0.4514292,0.3148308,0.2082672,0.1506276,0.104814,0.0885168,0.1092852,0.078408,0.06642,0.0616248,0.0594864,0.0580932,0.0552096,0.0596484,0.0600696,0.0543348,0.0543996,0.0542052,0.0552744,0.0509976,0.0406944,0.05589,0.055242,0.0644436,0.0894888,0.0937008,0.0899748,0.095256,0.1032912,0.1065312,0.0971352,0.1017684,0.095904,0.0963576,0.0959364
220600,白山市,220600,0.2110536,0.2218428,0.2234952,0.258552,0.3078324,0.3428244,0.3762612,0.284472,0.1568808,0.2344788,0.2121552,0.1477764,0.1024164,0.074034,0.053298,0.0377136,0.047628,0.0333072,0.0274428,0.0241056,0.024462,0.0208656,0.0178524,0.019926,0.0188892,0.018954,0.0177876,0.017172,0.020412,0.0156168,0.0126684,0.0163296,0.0217404,0.0262116,0.0310068,0.0378108,0.0300024,0.0346356,0.0412128,0.0443556,0.0409536,0.035802,0.03969,0.0374868,0.0367092
220700,松原市,220700,0.6061716,0.625158,0.6081804,0.6737256,0.8690652,0.9908244,1.1967264,0.8488476,0.5423436,0.7744572,0.6785208,0.452628,0.3311604,0.3106512,0.2399544,0.2116044,0.2368116,0.1679616,0.1454436,0.130572,0.1203984,0.1091556,0.0979776,0.0993384,0.1068876,0.105624,0.1149876,0.1108404,0.1247724,0.1138212,0.106272,0.124416,0.1380888,0.152442,0.1713636,0.2288412,0.227286,0.236358,0.2360988,0.25191,0.2482488,0.2446848,0.259686,0.2515536,0.2482164
220800,白城市,220800,0.375516,0.3828384,0.390744,0.4212324,0.526338,0.5678748,0.644922,0.5056992,0.3158028,0.4632552,0.3827736,0.2723544,0.1968624,0.1791396,0.1293732,0.0932472,0.098496,0.0619812,0.05022,0.0474984,0.04536,0.0397872,0.0368712,0.0380052,0.0484056,0.0419904,0.0424116,0.042444,0.0564084,0.0424764,0.0420228,0.0475632,0.0521316,0.059778,0.0744552,0.0916272,0.0949968,0.1041336,0.122958,0.1149228,0.1092204,0.1083132,0.1164132,0.1120716,0.1183896
222400,延边朝鲜族自治州,222400,0.2856708,0.2993112,0.3088692,0.3378348,0.3911328,0.3924612,0.4037364,0.3566592,0.2231712,0.2522016,0.288198,0.2540808,0.214164,0.1862352,0.1166724,0.0818424,0.0860544,0.0623052,0.0431568,0.0350244,0.0358344,0.029646,0.0309096,0.0383292,0.04131,0.0355752,0.0354456,0.0357696,0.03483,0.037422,0.028512,0.033372,0.036126,0.0429624,0.0522612,0.0554688,0.0437076,0.0548856,0.066258,0.071604,0.066906,0.06399,0.05994,0.0530388,0.0619164
